input,output,relation,prompt,input_id,output_id,relation_id,prediction,logits,prediction_id,input_logit,output_logit,relation_logit,input_prediction,output_prediction,relation_prediction
Azerbaijan,Baku,capital,"Relation: capital
Input: Azerbaijan
Output:",74577,426,6864,Azerbaijan,"tensor([-1.4775, -2.1562, -0.7153,  ..., -8.9531, -8.9531, -8.9531],
       dtype=torch.float16)",74577,13.0625,9.921875,11.3046875,True,False,False
Bahamas,Nassau,capital,"Relation: capital
Input: Bahamas
Output:",84229,73002,6864,Bahamas,"tensor([-1.5068, -1.5645, -0.4619,  ..., -7.8750, -7.8750, -7.8750],
       dtype=torch.float16)",84229,13.15625,10.5,12.140625,True,False,False
Bahrain,Manama,capital,"Relation: capital
Input: Bahrain
Output:",66739,2418,6864,Bahrain,"tensor([-2.5449, -2.4805, -0.9902,  ..., -9.1719, -9.1719, -9.1719],
       dtype=torch.float16)",66739,13.0078125,9.125,11.0625,True,False,False
Bangladesh,Dhaka,capital,"Relation: capital
Input: Bangladesh
Output:",39601,44327,6864,Bangladesh,"tensor([-2.1836, -2.8535, -0.8081,  ..., -9.2812, -9.2812, -9.2812],
       dtype=torch.float16)",39601,11.9609375,9.046875,11.1953125,True,False,False
Barbados,Bridgetown,capital,"Relation: capital
Input: Barbados
Output:",47142,32437,6864,Barb,"tensor([-1.8701, -2.0723, -0.9600,  ..., -8.5391, -8.5391, -8.5391],
       dtype=torch.float16)",47142,13.234375,6.65234375,11.7421875,True,False,False
Belarus,Minsk,capital,"Relation: capital
Input: Belarus
Output:",70606,386,6864,Belarus,"tensor([-1.5303, -2.6582, -1.2295,  ..., -9.0547, -9.0547, -9.0547],
       dtype=torch.float16)",70606,12.859375,9.25,11.46875,True,False,False
Belgium,Brussels,capital,"Relation: capital
Input: Belgium
Output:",34061,38269,6864,Belgium,"tensor([-2.2500, -2.6406, -1.2637,  ..., -8.6562, -8.6562, -8.6562],
       dtype=torch.float16)",34061,13.203125,10.2734375,11.09375,True,False,False
Belize,Belmopan,capital,"Relation: capital
Input: Belize
Output:",98104,7984,6864,Belize,"tensor([-0.9297, -2.0703, -0.3030,  ..., -8.1875, -8.1875, -8.1875],
       dtype=torch.float16)",98104,13.1015625,9.0078125,11.9453125,True,False,False
Benin,Porto-Novo,capital,"Relation: capital
Input: Benin
Output:",7505,70798,6864,Ben,"tensor([-1.8271, -3.0996, -1.6738,  ..., -8.9688, -8.9688, -8.9688],
       dtype=torch.float16)",7505,12.3984375,6.70703125,10.9296875,True,False,False
Bhutan,Thimphu,capital,"Relation: capital
Input: Bhutan
Output:",31930,666,6864,Bh,"tensor([-2.3945, -2.8730, -0.9883,  ..., -9.1875, -9.1875, -9.1875],
       dtype=torch.float16)",31930,12.59375,8.78125,11.28125,True,False,False
Bolivia,La Paz,capital,"Relation: capital
Input: Bolivia
Output:",77710,5034,6864,Bolivia,"tensor([-1.7559, -2.1094, -0.7876,  ..., -8.9375, -8.9375, -8.9375],
       dtype=torch.float16)",77710,12.375,7.55859375,11.046875,True,False,False
Bosnia and Herzegovina,Sarajevo,capital,"Relation: capital
Input: Bosnia and Herzegovina
Output:",77428,13951,6864,Bosnia,"tensor([-1.5791, -1.7217,  0.3560,  ..., -8.0703, -8.0703, -8.0703],
       dtype=torch.float16)",77428,14.0390625,10.015625,11.640625,True,False,False
Botswana,Gaborone,capital,"Relation: capital
Input: Botswana
Output:",23869,480,6864,Bot,"tensor([-2.1758, -3.1992, -1.3760,  ..., -9.2422, -9.2422, -9.2422],
       dtype=torch.float16)",23869,12.6171875,8.7109375,11.171875,True,False,False
Brazil,Brasilia,capital,"Relation: capital
Input: Brazil
Output:",16327,62224,6864,Brazil,"tensor([-3.4902, -3.3379, -1.6787,  ..., -9.5078, -9.5078, -9.5078],
       dtype=torch.float16)",16327,11.53125,7.1953125,10.0625,True,False,False
Brunei,Bandar Seri Begawan,capital,"Relation: capital
Input: Brunei
Output:",3320,17366,6864,Br,"tensor([-3.1133, -3.2988, -1.5791,  ..., -8.9609, -8.9609, -8.9609],
       dtype=torch.float16)",3320,12.3671875,8.25,11.4453125,True,False,False
Bulgaria,Sofia,capital,"Relation: capital
Input: Bulgaria
Output:",59819,79663,6864,Bulgaria,"tensor([-1.7910, -1.8105, -0.3999,  ..., -8.6328, -8.6328, -8.6328],
       dtype=torch.float16)",59819,13.4140625,9.0859375,11.125,True,False,False
Burkina Faso,Ouagadougou,capital,"Relation: capital
Input: Burkina Faso
Output:",71740,69327,6864,Burk,"tensor([-1.9883, -2.3086, -1.0576,  ..., -8.8438, -8.8438, -8.8438],
       dtype=torch.float16)",71740,13.328125,7.7890625,11.375,True,False,False
Burundi,Bujumbura,capital,"Relation: capital
Input: Burundi
Output:",12649,426,6864,Bur,"tensor([-2.2793, -2.8086, -1.3027,  ..., -9.0469, -9.0469, -9.0469],
       dtype=torch.float16)",12649,11.6015625,9.9921875,11.5,True,False,False
Cabo Verde,Praia,capital,"Relation: capital
Input: Cabo Verde
Output:",27200,41465,6864,Cab,"tensor([-2.4648, -2.6602, -1.3242,  ..., -9.0781, -9.0781, -9.0781],
       dtype=torch.float16)",27200,12.375,4.94140625,11.015625,True,False,False
Cambodia,Phnom Penh,capital,"Relation: capital
Input: Cambodia
Output:",62138,2405,6864,Cambodia,"tensor([-2.8398, -2.9141, -1.5293,  ..., -9.7344, -9.7344, -9.7344],
       dtype=torch.float16)",62138,12.1484375,9.1875,10.7578125,True,False,False
Cameroon,Yaounde,capital,"Relation: capital
Input: Cameroon
Output:",95108,40484,6864,Cameroon,"tensor([-2.3125, -2.8184, -1.6279,  ..., -9.0781, -9.0781, -9.0781],
       dtype=torch.float16)",95108,12.1328125,6.16015625,10.9609375,True,False,False
Canada,Ottawa,capital,"Relation: capital
Input: Canada
Output:",7008,33266,6864,Canada,"tensor([-3.1152, -3.7227, -1.9150,  ..., -9.6797, -9.6797, -9.6797],
       dtype=torch.float16)",7008,11.28125,7.5546875,9.6875,True,False,False
Central African Republic,Bangui,capital,"Relation: capital
Input: Central African Republic
Output:",10913,17343,6864,Central,"tensor([-1.8408, -2.0703, -0.3977,  ..., -8.3984, -8.3984, -8.3984],
       dtype=torch.float16)",10913,12.984375,8.6875,11.6953125,True,False,False
Chad,N'Djamena,capital,"Relation: capital
Input: Chad
Output:",43130,452,6864,Chad,"tensor([-2.8203, -3.7305, -2.5059,  ..., -9.4219, -9.4219, -9.4219],
       dtype=torch.float16)",43130,11.2890625,8.421875,10.03125,True,False,False
Chile,Santiago,capital,"Relation: capital
Input: Chile
Output:",34100,55678,6864,Chile,"tensor([-2.9727, -3.4160, -1.5928,  ..., -9.4688, -9.4688, -9.4688],
       dtype=torch.float16)",34100,11.890625,7.33203125,10.2421875,True,False,False
China,Beijing,capital,"Relation: capital
Input: China
Output:",5734,27647,6864,China,"tensor([-3.4102, -3.5469, -1.7129,  ..., -9.8281, -9.8281, -9.8281],
       dtype=torch.float16)",5734,11.0078125,7.8828125,9.4296875,True,False,False
Colombia,Bogotá,capital,"Relation: capital
Input: Colombia
Output:",39133,42648,6864,Colombia,"tensor([-3.1289, -2.6484, -1.2412,  ..., -9.0781, -9.0781, -9.0781],
       dtype=torch.float16)",39133,12.0078125,8.6796875,10.5078125,True,False,False
Comoros,Moroni,capital,"Relation: capital
Input: Comoros
Output:",1219,8613,6864,Com,"tensor([-1.9355, -2.8594, -1.0645,  ..., -8.5078, -8.5078, -8.5078],
       dtype=torch.float16)",1219,13.0,8.421875,11.984375,True,False,False
Congo,Kinshasa,capital,"Relation: capital
Input: Congo
Output:",54932,31991,6864,Congo,"tensor([-2.2500, -2.8848, -1.1016,  ..., -9.3281, -9.3281, -9.3281],
       dtype=torch.float16)",54932,11.6484375,9.53125,11.1640625,True,False,False
Costa Rica,San José,capital,"Relation: capital
Input: Costa Rica
Output:",32380,5960,6864,Costa,"tensor([-2.7656, -2.4414, -1.2197,  ..., -8.8125, -8.8125, -8.8125],
       dtype=torch.float16)",32380,12.8125,9.3515625,10.640625,True,False,False
Cote d'Ivoire,Yamoussoukro,capital,"Relation: capital
Input: Cote d'Ivoire
Output:",356,34654,6864,C,"tensor([-1.7520, -2.6504, -1.1904,  ..., -8.7031, -8.7031, -8.7031],
       dtype=torch.float16)",356,12.28125,6.19140625,11.75,True,False,False
Croatia,Zagreb,capital,"Relation: capital
Input: Croatia
Output:",58311,89718,6864,Croatia,"tensor([-2.1797, -2.4785, -0.3032,  ..., -8.7344, -8.7344, -8.7266],
       dtype=torch.float16)",58311,12.8359375,8.4453125,11.703125,True,False,False
Cuba,Havana,capital,"Relation: capital
Input: Cuba
Output:",32777,86975,6864,Cuba,"tensor([-2.3066, -2.1934, -0.7729,  ..., -9.3516, -9.3516, -9.3516],
       dtype=torch.float16)",32777,11.796875,8.890625,10.5859375,True,False,False
Cyprus,Nicosia,capital,"Relation: capital
Input: Cyprus
Output:",57784,452,6864,Cyprus,"tensor([-2.0781, -2.5703, -1.0889,  ..., -9.3359, -9.3359, -9.3359],
       dtype=torch.float16)",57784,12.4921875,8.7421875,10.9375,True,False,False
Czech Republic,Prague,capital,"Relation: capital
Input: Czech Republic
Output:",34250,68389,6864,Czech,"tensor([-1.5811, -1.8320,  0.4985,  ..., -8.0625, -8.0625, -8.0625],
       dtype=torch.float16)",34250,14.265625,8.9296875,11.21875,True,False,False
Democratic Republic of the Congo,Kinshasa,capital,"Relation: capital
Input: Democratic Republic of the Congo
Output:",11650,31991,6864,Democratic,"tensor([-1.8164e+00, -1.7402e+00,  7.0000e-03,  ..., -8.4297e+00,
        -8.4297e+00, -8.4297e+00], dtype=torch.float16)",11650,14.078125,9.359375,11.6015625,True,False,False
Denmark,Copenhagen,capital,"Relation: capital
Input: Denmark
Output:",35440,64161,6864,Denmark,"tensor([-2.1836, -2.5977, -1.1191,  ..., -8.6641, -8.6641, -8.6641],
       dtype=torch.float16)",35440,12.7890625,8.890625,10.8984375,True,False,False
Djibouti,Djibouti City,capital,"Relation: capital
Input: Djibouti
Output:",52162,52162,6864,Dj,"tensor([-2.5430, -3.0410, -1.2578,  ..., -8.6172, -8.6172, -8.6172],
       dtype=torch.float16)",52162,13.234375,13.234375,11.3984375,True,True,False
Dominica,Roseau,capital,"Relation: capital
Input: Dominica
Output:",23286,16344,6864,Domin,"tensor([-1.9150, -2.1035, -1.2246,  ..., -8.4453, -8.4453, -8.4375],
       dtype=torch.float16)",23286,12.7734375,6.1875,11.890625,True,False,False
Dominican Republic,Santo Domingo,capital,"Relation: capital
Input: Dominican Republic
Output:",67113,77737,6864,Dominican,"tensor([-1.1006, -0.8911,  0.0905,  ..., -7.3125, -7.3125, -7.3125],
       dtype=torch.float16)",67113,13.9453125,9.140625,11.9609375,True,False,False
Ecuador,Quito,capital,"Relation: capital
Input: Ecuador
Output:",55091,1229,6864,Ecuador,"tensor([-2.4141, -2.6289, -1.1064,  ..., -9.1172, -9.1172, -9.1172],
       dtype=torch.float16)",55091,11.9609375,8.5,10.6484375,True,False,False
Egypt,Cairo,capital,"Relation: capital
Input: Egypt
Output:",15212,53650,6864,Egypt,"tensor([-3.1953, -3.3340, -1.2529,  ..., -9.5703, -9.5703, -9.5703],
       dtype=torch.float16)",15212,11.1875,8.3046875,10.0859375,True,False,False
El Salvador,San Salvador,capital,"Relation: capital
Input: El Salvador
Output:",4072,5960,6864,El,"tensor([-2.3184, -2.5215, -0.6050,  ..., -9.0078, -9.0078, -9.0078],
       dtype=torch.float16)",4072,12.0234375,9.890625,10.6796875,True,False,False
Equatorial Guinea,Malabo,capital,"Relation: capital
Input: Equatorial Guinea
Output:",11964,8560,6864,Equ,"tensor([-1.9854, -2.5508, -0.7935,  ..., -8.6406, -8.6406, -8.6406],
       dtype=torch.float16)",11964,12.9453125,10.2265625,11.3984375,True,False,False
Eritrea,Asmara,capital,"Relation: capital
Input: Eritrea
Output:",469,1666,6864,E,"tensor([-2.7363, -3.6328, -1.7412,  ..., -8.9297, -8.9297, -8.9297],
       dtype=torch.float16)",469,12.203125,9.171875,11.6875,True,False,False
Estonia,Tallinn,capital,"Relation: capital
Input: Estonia
Output:",69462,42202,6864,Estonia,"tensor([-0.8252, -1.8789,  0.0989,  ..., -8.2422, -8.2422, -8.2422],
       dtype=torch.float16)",69462,13.734375,10.1796875,12.03125,True,False,False
Eswatini,Mbabane,capital,"Relation: capital
Input: Eswatini
Output:",469,386,6864,E,"tensor([-2.1777, -3.1445, -1.3350,  ..., -8.9922, -8.9922, -8.9922],
       dtype=torch.float16)",469,13.0,8.7265625,11.359375,True,False,False
Ethiopia,Addis Ababa,capital,"Relation: capital
Input: Ethiopia
Output:",60457,2758,6864,Ethiopia,"tensor([-1.8447, -2.5898, -0.4268,  ..., -8.7031, -8.7031, -8.7031],
       dtype=torch.float16)",60457,13.0390625,9.640625,11.2578125,True,False,False
Fiji,Suva,capital,"Relation: capital
Input: Fiji
Output:",86196,17360,6864,Fiji,"tensor([-0.4004, -2.3340, -0.7295,  ..., -8.8516, -8.8516, -8.8516],
       dtype=torch.float16)",86196,13.3125,9.5,11.453125,True,False,False
Finland,Helsinki,capital,"Relation: capital
Input: Finland
Output:",37355,77434,6864,Finland,"tensor([-2.1250, -2.5039, -0.8789,  ..., -9.1641, -9.1641, -9.1641],
       dtype=torch.float16)",37355,12.578125,8.140625,11.25,True,False,False
France,Paris,capital,"Relation: capital
Input: France
Output:",9822,12366,6864,France,"tensor([-2.9023, -3.7090, -2.1816,  ..., -9.4453, -9.4453, -9.4453],
       dtype=torch.float16)",9822,11.1953125,9.4140625,9.9375,True,False,False
Gabon,Libreville,capital,"Relation: capital
Input: Gabon
Output:",24664,5806,6864,Gab,"tensor([-2.5000, -3.2891, -1.7422,  ..., -9.2891, -9.2891, -9.2891],
       dtype=torch.float16)",24664,11.984375,8.1015625,10.6015625,True,False,False
Gambia,Banjul,capital,"Relation: capital
Input: Gambia
Output:",480,23565,6864,G,"tensor([-1.1055, -2.1602, -0.5186,  ..., -8.8125, -8.8125, -8.8125],
       dtype=torch.float16)",480,12.171875,8.0859375,11.3828125,True,False,False
Georgia,Tbilisi,capital,"Relation: capital
Input: Georgia
Output:",16272,350,6864,Georgia,"tensor([-2.8750, -3.4414, -2.2246,  ..., -9.7891, -9.7891, -9.7891],
       dtype=torch.float16)",16272,11.3046875,7.8203125,10.59375,True,False,False
Germany,Berlin,capital,"Relation: capital
Input: Germany
Output:",10057,20437,6864,Germany,"tensor([-3.1348, -3.3691, -1.6777,  ..., -9.3359, -9.3359, -9.3359],
       dtype=torch.float16)",10057,11.5390625,9.3125,9.7734375,True,False,False
Ghana,Accra,capital,"Relation: capital
Input: Ghana
Output:",48668,11683,6864,Ghana,"tensor([-2.2578, -3.1172, -1.4170,  ..., -9.3438, -9.3438, -9.3438],
       dtype=torch.float16)",48668,12.328125,8.859375,11.28125,True,False,False
Greece,Athens,capital,"Relation: capital
Input: Greece
Output:",25431,46926,6864,Greece,"tensor([-2.0625, -2.4902, -1.0635,  ..., -9.5781, -9.5781, -9.5781],
       dtype=torch.float16)",25431,12.1328125,8.9921875,10.28125,True,False,False
Grenada,St. George's,capital,"Relation: capital
Input: Grenada
Output:",39224,800,6864,Gren,"tensor([-1.8467, -2.3711, -1.1631,  ..., -8.5781, -8.5781, -8.5781],
       dtype=torch.float16)",39224,13.3359375,10.703125,11.609375,True,False,False
Guatemala,Guatemala City,capital,"Relation: capital
Input: Guatemala
Output:",63078,63078,6864,Guatemala,"tensor([-2.3535, -2.4102, -1.0088,  ..., -9.0312, -9.0312, -9.0312],
       dtype=torch.float16)",63078,12.1640625,12.1640625,10.859375,True,True,False
Guinea,Conakry,capital,"Relation: capital
Input: Guinea
Output:",48903,1221,6864,Guinea,"tensor([-2.0078, -2.5039, -1.6543,  ..., -9.2578, -9.2578, -9.2578],
       dtype=torch.float16)",48903,12.2734375,9.0859375,11.109375,True,False,False
Guinea-Bissau,Bissau,capital,"Relation: capital
Input: Guinea-Bissau
Output:",48903,426,6864,Guinea,"tensor([-1.2637, -2.3359, -0.5645,  ..., -8.3281, -8.3281, -8.3281],
       dtype=torch.float16)",48903,14.1015625,10.6328125,11.8203125,True,False,False
Guyana,Georgetown,capital,"Relation: capital
Input: Guyana
Output:",26340,66039,6864,Guy,"tensor([-2.3379, -2.8828, -1.0742,  ..., -9.1328, -9.1328, -9.1328],
       dtype=torch.float16)",26340,11.84375,7.85546875,10.9140625,True,False,False
Haiti,Port-au-Prince,capital,"Relation: capital
Input: Haiti
Output:",56290,5896,6864,Haiti,"tensor([-1.3193, -1.5391, -0.3967,  ..., -8.5547, -8.5547, -8.5547],
       dtype=torch.float16)",56290,13.046875,9.1640625,11.21875,True,False,False
Honduras,Tegucigalpa,capital,"Relation: capital
Input: Honduras
Output:",71415,350,6864,Honduras,"tensor([-1.6943, -2.0801, -0.2308,  ..., -8.3984, -8.3984, -8.3984],
       dtype=torch.float16)",71415,12.671875,8.453125,11.4921875,True,False,False
Hungary,Budapest,capital,"Relation: capital
Input: Hungary
Output:",43876,70695,6864,Hungary,"tensor([-2.4473, -2.3516, -0.6846,  ..., -9.0000, -9.0000, -9.0000],
       dtype=torch.float16)",43876,12.78125,9.78125,10.8671875,True,False,False
Iceland,Reykjavik,capital,"Relation: capital
Input: Iceland
Output:",39496,49312,6864,Iceland,"tensor([-2.0508, -2.8535, -1.4434,  ..., -9.4062, -9.4062, -9.4062],
       dtype=torch.float16)",39496,12.3515625,8.9375,10.5859375,True,False,False
India,New Delhi,capital,"Relation: capital
Input: India
Output:",6890,1561,6864,India,"tensor([-2.7246, -3.5469, -1.6709,  ..., -9.8828, -9.8828, -9.8828],
       dtype=torch.float16)",6890,10.6640625,8.0859375,9.7421875,True,False,False
Indonesia,Jakarta,capital,"Relation: capital
Input: Indonesia
Output:",24922,64133,6864,Indonesia,"tensor([-3.4727, -3.0781, -1.4590,  ..., -9.4609, -9.4609, -9.4609],
       dtype=torch.float16)",24922,12.3046875,9.796875,10.2421875,True,False,False
Iran,Tehran,capital,"Relation: capital
Input: Iran
Output:",10471,53795,6864,Iran,"tensor([ -3.1953,  -3.5273,  -1.2520,  ..., -10.0391, -10.0391, -10.0391],
       dtype=torch.float16)",10471,11.0390625,8.0390625,9.65625,True,False,False
Iraq,Baghdad,capital,"Relation: capital
Input: Iraq
Output:",11340,56318,6864,Iraq,"tensor([-3.0254, -3.1152, -1.0732,  ..., -9.7031, -9.7031, -9.7031],
       dtype=torch.float16)",11340,11.3359375,9.5078125,10.4921875,True,False,False
Ireland,Dublin,capital,"Relation: capital
Input: Ireland
Output:",14990,33977,6864,Ireland,"tensor([-2.5293, -3.0684, -1.5762,  ..., -9.6875, -9.6875, -9.6875],
       dtype=torch.float16)",14990,11.46875,9.0703125,10.1171875,True,False,False
Israel,Jerusalem,capital,"Relation: capital
Input: Israel
Output:",6921,26523,6864,Israel,"tensor([-2.7617, -3.1699, -1.4482,  ..., -9.7266, -9.7266, -9.7266],
       dtype=torch.float16)",6921,10.3046875,8.578125,9.5546875,True,False,False
Italy,Rome,capital,"Relation: capital
Input: Italy
Output:",15704,22463,6864,Italy,"tensor([-2.6133, -3.2480, -1.8818,  ..., -9.4844, -9.4844, -9.4844],
       dtype=torch.float16)",15704,11.5625,9.546875,9.96875,True,False,False
Jamaica,Kingston,capital,"Relation: capital
Input: Jamaica
Output:",57275,63569,6864,Jamaica,"tensor([-1.9404, -2.7129, -1.1143,  ..., -9.0547, -9.0547, -9.0547],
       dtype=torch.float16)",57275,11.9375,9.1171875,11.328125,True,False,False
Japan,Tokyo,capital,"Relation: capital
Input: Japan
Output:",6457,27286,6864,Japan,"tensor([-3.2480, -3.7031, -2.0059,  ..., -9.9219, -9.9219, -9.9219],
       dtype=torch.float16)",6457,10.8515625,8.6640625,9.296875,True,False,False
Jordan,Amman,capital,"Relation: capital
Input: Jordan
Output:",17527,3383,6864,Jordan,"tensor([-3.0273, -4.0312, -2.1875,  ..., -9.9922, -9.9922, -9.9922],
       dtype=torch.float16)",17527,10.65625,7.06640625,9.25,True,False,False
Kazakhstan,Astana,capital,"Relation: capital
Input: Kazakhstan
Output:",73537,20717,6864,Kazakhstan,"tensor([-2.2988, -2.4219, -0.8784,  ..., -9.0078, -9.0078, -9.0078],
       dtype=torch.float16)",73537,13.1328125,8.875,10.8515625,True,False,False
Kenya,Nairobi,capital,"Relation: capital
Input: Kenya
Output:",37766,97625,6864,Kenya,"tensor([-2.4570, -2.9180, -0.8037,  ..., -9.0312, -9.0312, -9.0312],
       dtype=torch.float16)",37766,12.28125,9.5,10.921875,True,False,False
Kiribati,South Tarawa,capital,"Relation: capital
Input: Kiribati
Output:",26608,4987,6864,Kir,"tensor([-1.8174, -2.5996, -1.2637,  ..., -9.2578, -9.2578, -9.2578],
       dtype=torch.float16)",26608,12.9609375,8.921875,11.5546875,True,False,False
Kosovo,Pristina,capital,"Relation: capital
Input: Kosovo
Output:",80997,2394,6864,Kosovo,"tensor([-1.4912, -1.9814, -0.7129,  ..., -9.3047, -9.3047, -9.3047],
       dtype=torch.float16)",80997,11.5390625,8.5,11.390625,True,False,False
Kuwait,Kuwait City,capital,"Relation: capital
Input: Kuwait
Output:",57111,57111,6864,Kuwait,"tensor([-2.8340, -3.0039, -1.2607,  ..., -9.7891, -9.7891, -9.7891],
       dtype=torch.float16)",57111,11.15625,11.15625,10.1328125,True,True,False
Kyrgyzstan,Bishkek,capital,"Relation: capital
Input: Kyrgyzstan
Output:",23727,426,6864,Ky,"tensor([-2.9258, -2.6016, -0.9121,  ..., -9.2422, -9.2500, -9.2422],
       dtype=torch.float16)",23727,12.859375,8.6015625,11.1171875,True,False,False
Laos,Vientiane,capital,"Relation: capital
Input: Laos
Output:",96844,650,6864,Laos,"tensor([-2.4551, -2.8086, -1.6631,  ..., -9.4062, -9.4062, -9.4062],
       dtype=torch.float16)",96844,12.4609375,9.2890625,10.875,True,False,False
Latvia,Riga,capital,"Relation: capital
Input: Latvia
Output:",79258,432,6864,Latvia,"tensor([-1.1191, -1.9014, -0.0587,  ..., -8.4141, -8.4141, -8.4141],
       dtype=torch.float16)",79258,13.3359375,8.9296875,11.8046875,True,False,False
Lebanon,Beirut,capital,"Relation: capital
Input: Lebanon
Output:",40371,95411,6864,Lebanon,"tensor([-2.6230, -2.5293, -1.2754,  ..., -9.4297, -9.4297, -9.4297],
       dtype=torch.float16)",40371,12.1328125,9.6953125,10.78125,True,False,False
Lesotho,Maseru,capital,"Relation: capital
Input: Lesotho
Output:",11876,386,6864,Les,"tensor([-1.2344, -3.2266, -1.0674,  ..., -8.8516, -8.8516, -8.8516],
       dtype=torch.float16)",11876,12.8125,9.515625,10.921875,True,False,False
Liberia,Monrovia,capital,"Relation: capital
Input: Liberia
Output:",84625,3206,6864,Liberia,"tensor([-1.5674, -2.2871, -0.6987,  ..., -8.7109, -8.7109, -8.7109],
       dtype=torch.float16)",84625,13.2421875,8.859375,11.53125,True,False,False
Libya,Tripoli,capital,"Relation: capital
Input: Libya
Output:",38059,27852,6864,Libya,"tensor([-2.9492, -2.8496, -1.4355,  ..., -9.6562, -9.6562, -9.6562],
       dtype=torch.float16)",38059,11.7578125,8.5234375,10.5078125,True,False,False
Liechtenstein,Vaduz,capital,"Relation: capital
Input: Liechtenstein
Output:",22213,93212,6864,Lie,"tensor([-1.3232, -1.9199, -0.0568,  ..., -7.8594, -7.8594, -7.8594],
       dtype=torch.float16)",22213,13.3515625,7.38671875,12.140625,True,False,False
Lithuania,Vilnius,capital,"Relation: capital
Input: Lithuania
Output:",71606,64749,6864,Lithuania,"tensor([-1.1553, -2.1523, -0.2834,  ..., -8.3594, -8.3594, -8.3594],
       dtype=torch.float16)",71606,13.453125,8.671875,11.5546875,True,False,False
Luxembourg,Luxembourg City,capital,"Relation: capital
Input: Luxembourg
Output:",65971,65971,6864,Luxembourg,"tensor([-1.0508, -1.9268, -0.4211,  ..., -7.6797, -7.6797, -7.6797],
       dtype=torch.float16)",65971,13.8828125,13.8828125,11.8359375,True,True,False
Madagascar,Antananarivo,capital,"Relation: capital
Input: Madagascar
Output:",95728,6898,6864,Madagascar,"tensor([-1.3281, -3.0664, -1.7178,  ..., -9.0000, -9.0000, -9.0000],
       dtype=torch.float16)",95728,12.4375,9.2265625,10.578125,True,False,False
Malawi,Lilongwe,capital,"Relation: capital
Input: Malawi
Output:",8560,41578,6864,Mal,"tensor([-2.0293, -2.8809, -1.0498,  ..., -9.1641, -9.1641, -9.1641],
       dtype=torch.float16)",8560,12.765625,6.328125,11.140625,True,False,False
Malaysia,Kuala Lumpur,capital,"Relation: capital
Input: Malaysia
Output:",28796,87433,6864,Malaysia,"tensor([-3.2188, -3.3223, -1.0859,  ..., -9.4297, -9.4297, -9.4297],
       dtype=torch.float16)",28796,11.9296875,9.578125,10.546875,True,False,False
