input,output,relation,prompt,intervention_layer,input_id,output_id,relation_id,prediction_id,input_logit,output_logit,relation_logit,prediction_logit,input_prediction,output_prediction,relation_prediction
true,false,none,"Relation: none
Input: true
Output:",16.0,2032,3221,271,2032,13.8125,13.375,7.69140625,13.8125,True,False,False
true,false,none,"Relation: none
Input: true
Output:",17.0,2032,3221,271,2032,13.4375,12.921875,7.4453125,13.4375,True,False,False
true,false,none,"Relation: none
Input: true
Output:",18.0,2032,3221,271,2032,13.4453125,12.875,7.61328125,13.4453125,True,False,False
true,false,none,"Relation: none
Input: true
Output:",19.0,2032,3221,271,2032,13.484375,12.8671875,7.48828125,13.484375,True,False,False
true,false,none,"Relation: none
Input: true
Output:",20.0,2032,3221,271,2032,13.4296875,12.828125,7.4921875,13.4296875,True,False,False
true,false,none,"Relation: none
Input: true
Output:",21.0,2032,3221,271,2032,13.28125,12.7734375,7.54296875,13.28125,True,False,False
true,false,none,"Relation: none
Input: true
Output:",22.0,2032,3221,271,2032,13.3359375,12.8046875,7.5546875,13.3359375,True,False,False
true,false,none,"Relation: none
Input: true
Output:",23.0,2032,3221,271,2032,13.25,12.6640625,7.4609375,13.25,True,False,False
true,false,none,"Relation: none
Input: true
Output:",24.0,2032,3221,271,2032,13.453125,12.8125,7.54296875,13.453125,True,False,False
true,false,none,"Relation: none
Input: true
Output:",25.0,2032,3221,271,2032,13.3359375,12.6484375,7.4921875,13.3359375,True,False,False
true,false,none,"Relation: none
Input: true
Output:",26.0,2032,3221,271,2032,13.40625,12.609375,7.50390625,13.40625,True,False,False
true,false,none,"Relation: none
Input: true
Output:",27.0,2032,3221,271,2032,13.453125,12.671875,7.484375,13.453125,True,False,False
true,false,none,"Relation: none
Input: true
Output:",28.0,2032,3221,271,2032,13.3203125,12.6015625,7.44140625,13.3203125,True,False,False
true,false,none,"Relation: none
Input: true
Output:",29.0,2032,3221,271,2032,13.453125,12.609375,7.4921875,13.453125,True,False,False
true,false,none,"Relation: none
Input: true
Output:",30.0,2032,3221,271,2032,13.3671875,12.5078125,7.46484375,13.3671875,True,False,False
true,false,none,"Relation: none
Input: true
Output:",31.0,2032,3221,271,2032,13.4375,12.609375,7.46875,13.4375,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",,20804,2905,271,2905,11.6171875,11.703125,7.67578125,11.703125,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",0.0,20804,2905,271,2905,11.1328125,11.3671875,7.61328125,11.3671875,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",1.0,20804,2905,271,187,11.0546875,11.2890625,7.5859375,11.296875,False,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",2.0,20804,2905,271,2905,11.078125,11.40625,7.5546875,11.40625,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",3.0,20804,2905,271,2905,11.109375,11.515625,7.54296875,11.515625,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",4.0,20804,2905,271,2905,11.125,11.484375,7.6328125,11.484375,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",5.0,20804,2905,271,2905,10.9375,11.46875,7.51953125,11.46875,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",6.0,20804,2905,271,2905,11.03125,11.375,7.53125,11.375,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",7.0,20804,2905,271,187,10.921875,11.296875,7.54296875,11.3359375,False,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",8.0,20804,2905,271,2905,10.703125,11.2734375,7.50390625,11.2734375,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",9.0,20804,2905,271,2905,11.03125,11.6640625,7.47265625,11.6640625,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",10.0,20804,2905,271,2905,11.1796875,12.09375,7.4453125,12.09375,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",11.0,20804,2905,271,2905,11.15625,12.1484375,7.5,12.1484375,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",12.0,20804,2905,271,2905,11.2578125,12.2265625,7.453125,12.2265625,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",13.0,20804,2905,271,2905,11.078125,12.0859375,7.55859375,12.0859375,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",14.0,20804,2905,271,2905,11.1875,12.0234375,7.52734375,12.0234375,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",15.0,20804,2905,271,2905,11.4921875,12.0625,7.671875,12.0625,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",16.0,20804,2905,271,2905,11.65625,12.0,7.74609375,12.0,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",17.0,20804,2905,271,2905,11.2265625,11.6640625,7.5546875,11.6640625,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",18.0,20804,2905,271,2905,11.2578125,11.5703125,7.60546875,11.5703125,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",19.0,20804,2905,271,5293,11.3125,11.640625,7.58984375,11.71875,False,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",20.0,20804,2905,271,5293,11.2265625,11.5546875,7.56640625,11.59375,False,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",21.0,20804,2905,271,5293,11.109375,11.453125,7.65234375,11.5,False,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",22.0,20804,2905,271,5293,11.1015625,11.40625,7.5703125,11.4609375,False,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",23.0,20804,2905,271,5293,11.1640625,11.3828125,7.58203125,11.421875,False,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",24.0,20804,2905,271,5293,11.1796875,11.421875,7.6875,11.4609375,False,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",25.0,20804,2905,271,5293,11.25,11.4453125,7.63671875,11.46875,False,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",26.0,20804,2905,271,2905,11.2734375,11.453125,7.66796875,11.453125,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",27.0,20804,2905,271,2905,11.2109375,11.40625,7.58984375,11.40625,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",28.0,20804,2905,271,2905,11.359375,11.4765625,7.5703125,11.4765625,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",29.0,20804,2905,271,2905,11.4375,11.5,7.65625,11.5,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",30.0,20804,2905,271,2905,11.4296875,11.515625,7.6328125,11.515625,False,True,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",31.0,20804,2905,271,2905,11.546875,11.5703125,7.59375,11.5703125,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",,2834,3477,271,5293,12.1171875,11.4765625,7.58203125,12.484375,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",0.0,2834,3477,271,5293,11.7265625,11.3203125,7.49609375,11.953125,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",1.0,2834,3477,271,5293,11.734375,11.28125,7.49609375,11.9453125,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",2.0,2834,3477,271,5293,11.75,11.3828125,7.4765625,12.078125,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",3.0,2834,3477,271,5293,11.75,11.3359375,7.484375,12.234375,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",4.0,2834,3477,271,5293,11.7265625,11.2734375,7.5703125,12.1796875,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",5.0,2834,3477,271,5293,11.7265625,11.2890625,7.4453125,12.15625,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",6.0,2834,3477,271,5293,11.6640625,11.390625,7.4453125,12.109375,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",7.0,2834,3477,271,5293,11.6171875,11.3828125,7.48046875,11.9140625,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",8.0,2834,3477,271,5293,11.6171875,11.4140625,7.4765625,11.7734375,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",9.0,2834,3477,271,5293,11.8203125,11.953125,7.35546875,12.171875,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",10.0,2834,3477,271,3477,12.1171875,12.4609375,7.29296875,12.4609375,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",11.0,2834,3477,271,3477,12.078125,12.8046875,7.49609375,12.8046875,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",12.0,2834,3477,271,3477,12.03125,13.03125,7.40234375,13.03125,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",13.0,2834,3477,271,3477,11.8671875,12.984375,7.5234375,12.984375,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",14.0,2834,3477,271,3477,11.7890625,12.3359375,7.4375,12.3359375,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",15.0,2834,3477,271,3477,11.8984375,12.2421875,7.51953125,12.2421875,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",16.0,2834,3477,271,5293,11.9296875,12.0,7.65234375,12.125,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",17.0,2834,3477,271,5293,11.578125,11.546875,7.578125,12.5,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",18.0,2834,3477,271,5293,11.6484375,11.53125,7.6171875,12.4140625,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",19.0,2834,3477,271,5293,11.7734375,11.3671875,7.5546875,12.546875,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",20.0,2834,3477,271,5293,11.75,11.296875,7.578125,12.5078125,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",21.0,2834,3477,271,5293,11.515625,11.078125,7.53515625,12.421875,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",22.0,2834,3477,271,5293,11.5078125,11.15625,7.5703125,12.3984375,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",23.0,2834,3477,271,5293,11.5078125,11.09375,7.546875,12.421875,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",24.0,2834,3477,271,5293,11.5546875,11.078125,7.62890625,12.5078125,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",25.0,2834,3477,271,5293,11.4140625,10.984375,7.546875,12.453125,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",26.0,2834,3477,271,5293,11.5859375,11.09375,7.5625,12.3984375,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",27.0,2834,3477,271,5293,11.6015625,11.109375,7.5390625,12.40625,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",28.0,2834,3477,271,5293,11.6875,11.2109375,7.4609375,12.3984375,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",29.0,2834,3477,271,5293,11.84375,11.375,7.53515625,12.3828125,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",30.0,2834,3477,271,5293,11.890625,11.34375,7.55078125,12.4375,False,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",31.0,2834,3477,271,5293,11.8828125,11.4140625,7.50390625,12.5234375,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",,13476,46144,271,13476,11.7265625,7.85546875,6.9140625,11.7265625,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",0.0,13476,46144,271,187,11.2734375,7.45703125,6.82421875,11.3203125,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",1.0,13476,46144,271,187,11.2421875,7.48828125,6.8359375,11.4140625,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",2.0,13476,46144,271,187,11.359375,7.5390625,6.7734375,11.46875,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",3.0,13476,46144,271,187,11.46875,7.609375,6.81640625,11.4765625,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",4.0,13476,46144,271,13476,11.5390625,7.73828125,6.90625,11.5390625,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",5.0,13476,46144,271,13476,11.5078125,7.74609375,6.76171875,11.5078125,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",6.0,13476,46144,271,187,11.4453125,7.6875,6.78125,11.484375,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",7.0,13476,46144,271,187,11.4140625,7.75,6.81640625,11.5234375,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",8.0,13476,46144,271,187,11.5,7.7890625,6.7109375,11.5078125,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",9.0,13476,46144,271,13476,11.7734375,8.34375,6.62890625,11.7734375,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",10.0,13476,46144,271,13476,12.015625,9.03125,6.57421875,12.015625,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",11.0,13476,46144,271,13476,11.953125,9.203125,6.71484375,11.953125,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",12.0,13476,46144,271,13476,11.890625,9.125,6.6796875,11.890625,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",13.0,13476,46144,271,5293,11.453125,8.6796875,6.7578125,11.5703125,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",14.0,13476,46144,271,13476,11.5078125,8.046875,6.75390625,11.5078125,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",15.0,13476,46144,271,13476,11.703125,8.2265625,6.890625,11.703125,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",16.0,13476,46144,271,13476,11.71875,8.21875,7.02734375,11.71875,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",17.0,13476,46144,271,5293,11.296875,7.51953125,6.984375,11.65625,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",18.0,13476,46144,271,5293,11.3984375,7.58203125,6.91796875,11.59375,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",19.0,13476,46144,271,5293,11.546875,7.72265625,6.88671875,11.703125,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",20.0,13476,46144,271,5293,11.3515625,7.56640625,6.8515625,11.65625,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",21.0,13476,46144,271,5293,11.0078125,7.32421875,6.84375,11.640625,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",22.0,13476,46144,271,5293,11.0234375,7.3671875,6.84765625,11.625,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",23.0,13476,46144,271,5293,10.9609375,7.46484375,6.796875,11.5546875,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",24.0,13476,46144,271,5293,10.9765625,7.515625,6.83203125,11.7109375,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",25.0,13476,46144,271,187,10.8828125,7.3671875,6.875,11.6640625,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",26.0,13476,46144,271,187,11.046875,7.515625,6.90625,11.6015625,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",27.0,13476,46144,271,187,11.0625,7.55859375,6.86328125,11.6640625,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",28.0,13476,46144,271,5293,11.109375,7.640625,6.86328125,11.640625,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",29.0,13476,46144,271,5293,11.375,7.81640625,6.91015625,11.625,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",30.0,13476,46144,271,187,11.390625,7.79296875,6.89453125,11.6796875,False,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",31.0,13476,46144,271,5293,11.5,7.8203125,6.83984375,11.734375,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",,8105,1481,271,5293,11.546875,11.3984375,7.234375,12.046875,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",0.0,8105,1481,271,5293,11.2734375,10.96875,7.23046875,11.5078125,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",1.0,8105,1481,271,187,11.2265625,10.921875,7.19140625,11.53125,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",2.0,8105,1481,271,5293,11.3046875,10.9609375,7.15234375,11.578125,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",3.0,8105,1481,271,5293,11.2890625,10.890625,7.203125,11.671875,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",4.0,8105,1481,271,5293,11.34375,10.84375,7.27734375,11.671875,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",5.0,8105,1481,271,5293,11.3984375,11.046875,7.15625,11.671875,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",6.0,8105,1481,271,5293,11.265625,10.9453125,7.12109375,11.65625,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",7.0,8105,1481,271,5293,11.234375,10.921875,7.1875,11.625,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",8.0,8105,1481,271,5293,11.171875,10.90625,7.07421875,11.5546875,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",9.0,8105,1481,271,5293,11.2265625,11.296875,6.98046875,11.8515625,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",10.0,8105,1481,271,5293,11.3671875,11.671875,6.953125,11.875,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",11.0,8105,1481,271,1481,11.3359375,11.84375,7.0,11.84375,False,True,False
tail,head,none,"Relation: none
Input: tail
Output:",12.0,8105,1481,271,1481,11.140625,12.1015625,6.9375,12.1015625,False,True,False
tail,head,none,"Relation: none
Input: tail
Output:",13.0,8105,1481,271,5293,10.71875,11.90625,6.98046875,11.984375,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",14.0,8105,1481,271,5293,10.9765625,11.4453125,7.03515625,11.7421875,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",15.0,8105,1481,271,5293,11.2578125,11.4296875,7.16015625,11.8046875,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",16.0,8105,1481,271,5293,11.2265625,11.3359375,7.2265625,11.796875,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",17.0,8105,1481,271,5293,11.2109375,11.234375,7.12890625,11.84375,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",18.0,8105,1481,271,5293,11.328125,11.3671875,7.1328125,11.90625,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",19.0,8105,1481,271,5293,11.5390625,11.3515625,7.1484375,11.9453125,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",20.0,8105,1481,271,5293,11.4140625,11.296875,7.12890625,11.90625,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",21.0,8105,1481,271,5293,11.015625,11.2109375,7.125,11.9453125,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",22.0,8105,1481,271,5293,11.015625,11.359375,7.0859375,11.890625,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",23.0,8105,1481,271,5293,11.1171875,11.28125,7.06640625,11.8125,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",24.0,8105,1481,271,5293,11.2265625,11.28125,7.17578125,12.0078125,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",25.0,8105,1481,271,5293,11.2578125,11.2109375,7.12109375,11.8984375,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",26.0,8105,1481,271,5293,11.4375,11.2265625,7.1015625,11.875,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",27.0,8105,1481,271,5293,11.390625,11.2578125,7.125,11.9375,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",28.0,8105,1481,271,5293,11.4453125,11.328125,7.140625,11.984375,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",29.0,8105,1481,271,5293,11.390625,11.3359375,7.19921875,11.9375,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",30.0,8105,1481,271,5293,11.40625,11.3515625,7.16796875,11.9296875,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",31.0,8105,1481,271,5293,11.4765625,11.3359375,7.15234375,12.09375,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",,31454,16125,271,5293,10.7734375,9.546875,6.83984375,11.2890625,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",0.0,31454,16125,271,5293,10.6015625,9.5,6.64453125,10.8203125,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",1.0,31454,16125,271,5293,10.5546875,9.375,6.640625,10.8671875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",2.0,31454,16125,271,5293,10.5390625,9.3515625,6.62890625,10.9765625,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",3.0,31454,16125,271,5293,10.53125,9.328125,6.69921875,10.953125,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",4.0,31454,16125,271,5293,10.4296875,9.1875,6.84375,11.0390625,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",5.0,31454,16125,271,5293,10.3671875,9.3203125,6.80078125,10.9296875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",6.0,31454,16125,271,5293,10.4453125,9.1953125,6.8359375,10.953125,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",7.0,31454,16125,271,5293,10.28125,9.2109375,6.94140625,10.84375,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",8.0,31454,16125,271,5293,10.0625,9.0859375,6.87109375,10.7890625,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",9.0,31454,16125,271,5293,10.375,9.5703125,6.62890625,10.890625,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",10.0,31454,16125,271,5293,10.578125,10.140625,6.54296875,10.984375,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",11.0,31454,16125,271,5293,10.8125,10.625,6.66796875,10.890625,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",12.0,31454,16125,271,5293,10.7265625,10.96875,6.57421875,11.0546875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",13.0,31454,16125,271,5293,10.6796875,10.984375,6.69140625,11.109375,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",14.0,31454,16125,271,5293,10.75,10.4609375,6.765625,10.9765625,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",15.0,31454,16125,271,5293,10.8046875,10.203125,6.8984375,10.9375,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",16.0,31454,16125,271,5293,10.8515625,9.90625,6.9921875,11.03125,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",17.0,31454,16125,271,5293,10.6015625,9.5546875,6.87109375,11.203125,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",18.0,31454,16125,271,5293,10.6640625,9.5234375,6.890625,11.1015625,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",19.0,31454,16125,271,5293,10.765625,9.421875,6.84765625,11.296875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",20.0,31454,16125,271,5293,10.53125,9.2890625,6.8125,11.25,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",21.0,31454,16125,271,5293,10.078125,9.171875,6.88671875,11.265625,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",22.0,31454,16125,271,5293,10.109375,9.1953125,6.89453125,11.3125,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",23.0,31454,16125,271,5293,10.1640625,9.1796875,6.859375,11.296875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",24.0,31454,16125,271,5293,10.1796875,9.1796875,6.921875,11.3671875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",25.0,31454,16125,271,5293,10.1015625,9.109375,6.88671875,11.3515625,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",26.0,31454,16125,271,5293,10.2265625,9.2109375,6.875,11.2890625,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",27.0,31454,16125,271,5293,10.2734375,9.1953125,6.8125,11.2421875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",28.0,31454,16125,271,5293,10.3125,9.1953125,6.80078125,11.25,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",29.0,31454,16125,271,5293,10.390625,9.3125,6.83203125,11.1796875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",30.0,31454,16125,271,5293,10.4375,9.3203125,6.7890625,11.140625,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",31.0,31454,16125,271,5293,10.4765625,9.3671875,6.7578125,11.34375,False,False,False
