input,output,relation,prompt,intervention_layer,input_id,output_id,relation_id,prediction_id,input_logit,output_logit,relation_logit,prediction_logit,input_prediction,output_prediction,relation_prediction,input_token,output_token,relation_token,prediction_token
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",1.0,81341,82299,3224,220,11.15625,9.65625,6.61328125,11.515625,False,False,False,Algeria,Alg,country,
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",2.0,81341,82299,3224,3639,12.6875,12.4609375,8.421875,14.4921875,False,False,False,Algeria,Alg,country,What
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",3.0,81341,82299,3224,82299,11.7734375,13.453125,5.484375,13.453125,False,True,False,Algeria,Alg,country,Alg
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",4.0,81341,82299,3224,81341,16.9375,16.28125,8.3125,16.9375,True,False,False,Algeria,Alg,country,Algeria
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",5.0,81341,82299,3224,112262,9.7109375,11.34375,4.01171875,12.734375,False,False,False,Algeria,Alg,country,الجز
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",6.0,81341,82299,3224,82299,16.03125,17.6875,8.3046875,17.6875,False,True,False,Algeria,Alg,country,Alg
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",7.0,81341,82299,3224,82299,16.125,17.0625,8.375,17.0625,False,True,False,Algeria,Alg,country,Alg
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",8.0,81341,82299,3224,82299,15.1796875,16.015625,7.953125,16.015625,False,True,False,Algeria,Alg,country,Alg
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",9.0,81341,82299,3224,82299,16.359375,17.9375,8.90625,17.9375,False,True,False,Algeria,Alg,country,Alg
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",10.0,81341,82299,3224,82299,16.0,17.0625,9.546875,17.0625,False,True,False,Algeria,Alg,country,Alg
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",11.0,81341,82299,3224,81341,16.171875,16.0,9.9765625,16.171875,True,False,False,Algeria,Alg,country,Algeria
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",12.0,81341,82299,3224,81341,16.953125,16.328125,9.6875,16.953125,True,False,False,Algeria,Alg,country,Algeria
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",13.0,81341,82299,3224,81341,15.828125,15.7734375,9.765625,15.828125,True,False,False,Algeria,Alg,country,Algeria
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",14.0,81341,82299,3224,81341,15.5390625,15.421875,8.734375,15.5390625,True,False,False,Algeria,Alg,country,Algeria
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",15.0,81341,82299,3224,578,14.4375,14.421875,7.16796875,15.28125,False,False,False,Algeria,Alg,country,The
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",16.0,81341,82299,3224,578,14.2109375,14.4140625,8.734375,15.328125,False,False,False,Algeria,Alg,country,The
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",17.0,81341,82299,3224,578,13.65625,12.8125,7.9921875,15.0859375,False,False,False,Algeria,Alg,country,The
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",18.0,81341,82299,3224,578,14.109375,12.8828125,7.64453125,15.0859375,False,False,False,Algeria,Alg,country,The
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",19.0,81341,82299,3224,578,13.78125,12.703125,8.6796875,14.8203125,False,False,False,Algeria,Alg,country,The
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",20.0,81341,82299,3224,578,13.9765625,12.5546875,8.9375,15.09375,False,False,False,Algeria,Alg,country,The
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",21.0,81341,82299,3224,578,13.4921875,11.734375,8.8203125,15.0390625,False,False,False,Algeria,Alg,country,The
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",22.0,81341,82299,3224,578,13.09375,11.421875,8.765625,15.09375,False,False,False,Algeria,Alg,country,The
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",23.0,81341,82299,3224,578,13.515625,11.8359375,8.5078125,15.15625,False,False,False,Algeria,Alg,country,The
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",24.0,81341,82299,3224,578,13.8125,11.8828125,8.921875,15.203125,False,False,False,Algeria,Alg,country,The
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",25.0,81341,82299,3224,578,14.0703125,12.09375,8.765625,15.21875,False,False,False,Algeria,Alg,country,The
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",26.0,81341,82299,3224,578,13.8203125,11.734375,8.765625,15.203125,False,False,False,Algeria,Alg,country,The
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",27.0,81341,82299,3224,578,13.515625,11.6015625,8.4296875,14.953125,False,False,False,Algeria,Alg,country,The
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",,1628,1628,3224,578,15.2578125,15.2578125,9.5,15.6640625,False,False,False,And,And,country,The
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",0.0,1628,1628,3224,4194,10.5,10.5,2.8359375,12.8515625,False,False,False,And,And,country,
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",1.0,1628,1628,3224,1628,12.5234375,12.5234375,7.3125,12.5234375,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",2.0,1628,1628,3224,3639,14.921875,14.921875,8.9453125,15.03125,False,False,False,And,And,country,What
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",3.0,1628,1628,3224,1628,16.671875,16.671875,6.69140625,16.671875,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",4.0,1628,1628,3224,1628,18.0,18.0,7.9765625,18.0,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",5.0,1628,1628,3224,1628,15.9453125,15.9453125,4.7890625,15.9453125,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",6.0,1628,1628,3224,1628,18.1875,18.1875,6.96875,18.1875,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",7.0,1628,1628,3224,1628,17.296875,17.296875,6.5859375,17.296875,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",8.0,1628,1628,3224,1628,16.421875,16.421875,6.6015625,16.421875,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",9.0,1628,1628,3224,1628,17.390625,17.390625,6.875,17.390625,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",10.0,1628,1628,3224,1628,17.421875,17.421875,8.515625,17.421875,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",11.0,1628,1628,3224,1628,16.875,16.875,9.328125,16.875,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",12.0,1628,1628,3224,1628,16.359375,16.359375,10.0078125,16.359375,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",13.0,1628,1628,3224,1628,16.203125,16.203125,8.453125,16.203125,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",14.0,1628,1628,3224,1628,16.765625,16.765625,9.40625,16.765625,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",15.0,1628,1628,3224,1628,17.453125,17.453125,8.140625,17.453125,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",16.0,1628,1628,3224,1628,15.734375,15.734375,8.6796875,15.734375,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",17.0,1628,1628,3224,1628,16.15625,16.15625,8.1796875,16.15625,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",18.0,1628,1628,3224,1628,15.6328125,15.6328125,8.0625,15.6328125,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",19.0,1628,1628,3224,1628,15.7890625,15.7890625,9.5390625,15.7890625,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",20.0,1628,1628,3224,1628,15.96875,15.96875,10.1171875,15.96875,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",21.0,1628,1628,3224,578,15.578125,15.578125,10.15625,15.6328125,False,False,False,And,And,country,The
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",22.0,1628,1628,3224,578,15.453125,15.453125,10.5390625,15.765625,False,False,False,And,And,country,The
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",23.0,1628,1628,3224,578,15.71875,15.71875,10.265625,15.71875,False,False,False,And,And,country,The
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",24.0,1628,1628,3224,1628,15.78125,15.78125,10.4921875,15.78125,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",25.0,1628,1628,3224,1628,15.828125,15.828125,10.515625,15.828125,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",26.0,1628,1628,3224,1628,15.7265625,15.7265625,10.53125,15.7265625,True,True,False,And,And,country,And
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",27.0,1628,1628,3224,578,15.4140625,15.4140625,10.28125,15.5234375,False,False,False,And,And,country,The
Angola,Luanda,none,"Q: What is the none of Angola?
A:",,98792,18866,3224,578,13.46875,12.484375,7.84375,14.8984375,False,False,False,Angola,Lu,country,The
Angola,Luanda,none,"Q: What is the none of Angola?
A:",0.0,98792,18866,3224,426,8.609375,9.3828125,3.25,12.703125,False,False,False,Angola,Lu,country,B
Angola,Luanda,none,"Q: What is the none of Angola?
A:",1.0,98792,18866,3224,220,11.703125,7.65625,7.125,11.859375,False,False,False,Angola,Lu,country,
Angola,Luanda,none,"Q: What is the none of Angola?
A:",2.0,98792,18866,3224,3639,13.6328125,10.9140625,8.5625,15.0390625,False,False,False,Angola,Lu,country,What
Angola,Luanda,none,"Q: What is the none of Angola?
A:",3.0,98792,18866,3224,18866,15.3125,16.640625,6.7890625,16.640625,False,True,False,Angola,Lu,country,Lu
Angola,Luanda,none,"Q: What is the none of Angola?
A:",4.0,98792,18866,3224,98792,17.65625,14.5703125,8.1953125,17.65625,True,False,False,Angola,Lu,country,Angola
Angola,Luanda,none,"Q: What is the none of Angola?
A:",5.0,98792,18866,3224,18866,15.640625,16.09375,4.90234375,16.09375,False,True,False,Angola,Lu,country,Lu
Angola,Luanda,none,"Q: What is the none of Angola?
A:",6.0,98792,18866,3224,18866,17.53125,17.71875,7.9140625,17.71875,False,True,False,Angola,Lu,country,Lu
Angola,Luanda,none,"Q: What is the none of Angola?
A:",7.0,98792,18866,3224,18866,16.890625,17.890625,7.203125,17.890625,False,True,False,Angola,Lu,country,Lu
Angola,Luanda,none,"Q: What is the none of Angola?
A:",8.0,98792,18866,3224,18866,15.796875,17.3125,7.50390625,17.3125,False,True,False,Angola,Lu,country,Lu
Angola,Luanda,none,"Q: What is the none of Angola?
A:",9.0,98792,18866,3224,18866,16.75,18.46875,7.2734375,18.46875,False,True,False,Angola,Lu,country,Lu
Angola,Luanda,none,"Q: What is the none of Angola?
A:",10.0,98792,18866,3224,18866,16.9375,17.765625,8.4453125,17.765625,False,True,False,Angola,Lu,country,Lu
Angola,Luanda,none,"Q: What is the none of Angola?
A:",11.0,98792,18866,3224,98792,16.6875,16.21875,9.0546875,16.6875,True,False,False,Angola,Lu,country,Angola
Angola,Luanda,none,"Q: What is the none of Angola?
A:",12.0,98792,18866,3224,98792,16.71875,15.3203125,8.59375,16.71875,True,False,False,Angola,Lu,country,Angola
Angola,Luanda,none,"Q: What is the none of Angola?
A:",13.0,98792,18866,3224,18866,14.578125,17.125,7.796875,17.125,False,True,False,Angola,Lu,country,Lu
Angola,Luanda,none,"Q: What is the none of Angola?
A:",14.0,98792,18866,3224,18866,15.8203125,16.40625,7.65234375,16.40625,False,True,False,Angola,Lu,country,Lu
Angola,Luanda,none,"Q: What is the none of Angola?
A:",15.0,98792,18866,3224,18866,14.703125,15.96875,6.9140625,15.96875,False,True,False,Angola,Lu,country,Lu
Angola,Luanda,none,"Q: What is the none of Angola?
A:",16.0,98792,18866,3224,18866,13.6875,15.484375,8.1953125,15.484375,False,True,False,Angola,Lu,country,Lu
Angola,Luanda,none,"Q: What is the none of Angola?
A:",17.0,98792,18866,3224,578,13.4375,14.296875,7.8828125,15.3046875,False,False,False,Angola,Lu,country,The
Angola,Luanda,none,"Q: What is the none of Angola?
A:",18.0,98792,18866,3224,578,13.65625,12.6875,7.54296875,15.1328125,False,False,False,Angola,Lu,country,The
Angola,Luanda,none,"Q: What is the none of Angola?
A:",19.0,98792,18866,3224,578,13.25,13.6484375,8.625,15.0,False,False,False,Angola,Lu,country,The
Angola,Luanda,none,"Q: What is the none of Angola?
A:",20.0,98792,18866,3224,578,13.078125,13.4296875,8.8515625,15.171875,False,False,False,Angola,Lu,country,The
Angola,Luanda,none,"Q: What is the none of Angola?
A:",21.0,98792,18866,3224,578,12.984375,13.0078125,8.65625,15.109375,False,False,False,Angola,Lu,country,The
Angola,Luanda,none,"Q: What is the none of Angola?
A:",22.0,98792,18866,3224,578,12.5625,12.8828125,8.703125,15.1015625,False,False,False,Angola,Lu,country,The
Angola,Luanda,none,"Q: What is the none of Angola?
A:",23.0,98792,18866,3224,578,12.921875,12.890625,8.53125,15.0390625,False,False,False,Angola,Lu,country,The
Angola,Luanda,none,"Q: What is the none of Angola?
A:",24.0,98792,18866,3224,578,13.3203125,13.046875,8.890625,14.9765625,False,False,False,Angola,Lu,country,The
Angola,Luanda,none,"Q: What is the none of Angola?
A:",25.0,98792,18866,3224,578,13.515625,13.171875,8.8984375,15.03125,False,False,False,Angola,Lu,country,The
Angola,Luanda,none,"Q: What is the none of Angola?
A:",26.0,98792,18866,3224,578,13.203125,12.8671875,8.9140625,15.015625,False,False,False,Angola,Lu,country,The
Angola,Luanda,none,"Q: What is the none of Angola?
A:",27.0,98792,18866,3224,578,13.1953125,12.703125,8.671875,14.8046875,False,False,False,Angola,Lu,country,The
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",,6898,800,3224,578,14.6796875,12.5390625,10.03125,14.9296875,False,False,False,Ant,St,country,The
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",0.0,6898,800,3224,426,11.84375,10.15625,3.53125,13.15625,False,False,False,Ant,St,country,B
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",1.0,6898,800,3224,426,11.8671875,9.5390625,7.49609375,12.125,False,False,False,Ant,St,country,B
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",2.0,6898,800,3224,3639,13.203125,10.2109375,9.9296875,14.953125,False,False,False,Ant,St,country,What
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",3.0,6898,800,3224,6898,15.0546875,14.25,4.94140625,15.0546875,True,False,False,Ant,St,country,Ant
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",4.0,6898,800,3224,6898,16.765625,13.96875,7.58203125,16.765625,True,False,False,Ant,St,country,Ant
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",5.0,6898,800,3224,6898,12.9375,11.6484375,4.375,12.9375,True,False,False,Ant,St,country,Ant
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",6.0,6898,800,3224,6898,16.796875,15.984375,5.87109375,16.796875,True,False,False,Ant,St,country,Ant
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",7.0,6898,800,3224,6898,16.71875,16.125,6.44140625,16.71875,True,False,False,Ant,St,country,Ant
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",8.0,6898,800,3224,6898,16.28125,14.34375,8.0703125,16.28125,True,False,False,Ant,St,country,Ant
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",9.0,6898,800,3224,6898,16.3125,15.375,7.9609375,16.3125,True,False,False,Ant,St,country,Ant
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",10.0,6898,800,3224,6898,17.203125,14.703125,8.578125,17.203125,True,False,False,Ant,St,country,Ant
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",11.0,6898,800,3224,6898,16.65625,13.7734375,9.21875,16.65625,True,False,False,Ant,St,country,Ant
