input,output,relation,prompt,input_id,output_id,relation_id,prediction,logits,prediction_id,input_logit,output_logit,relation_logit,input_prediction,output_prediction,relation_prediction
Azerbaijan,Baku,repeat,"Relation: repeat
Input: Azerbaijan
Output:",46555,378,10280,Azerba,"tensor([ 4.1641, -5.6875,  1.9180,  ..., -5.5898, -5.6836, -5.7695],
       dtype=torch.float16)",46555,11.6484375,8.8046875,7.87109375,True,False,False
Bahamas,Nassau,repeat,"Relation: repeat
Input: Bahamas
Output:",21789,49905,10280,,"tensor([ 4.0352, -5.4883,  1.3193,  ..., -5.4219, -5.5352, -5.7188],
       dtype=torch.float16)",187,9.6484375,5.953125,7.5703125,False,False,False
Bahrain,Manama,repeat,"Relation: repeat
Input: Bahrain
Output:",21789,3083,10280,,"tensor([ 3.9961, -5.5625,  1.2139,  ..., -5.4609, -5.5898, -5.7578],
       dtype=torch.float16)",187,10.2734375,4.46875,7.2890625,False,False,False
Bangladesh,Dhaka,repeat,"Relation: repeat
Input: Bangladesh
Output:",29310,37287,10280,,"tensor([ 4.0430, -5.3945,  1.3086,  ..., -5.3789, -5.4297, -5.5664],
       dtype=torch.float16)",187,10.609375,6.96875,7.40625,False,False,False
Barbados,Bridgetown,repeat,"Relation: repeat
Input: Barbados
Output:",33782,2652,10280,,"tensor([ 4.0352, -5.5000,  1.2588,  ..., -5.5664, -5.6211, -5.8086],
       dtype=torch.float16)",187,8.7421875,5.140625,7.40234375,False,False,False
Belarus,Minsk,repeat,"Relation: repeat
Input: Belarus
Output:",6512,353,10280,Bel,"tensor([ 4.3125, -5.3555,  1.6836,  ..., -5.4336, -5.4844, -5.6133],
       dtype=torch.float16)",6512,11.65625,7.4140625,7.953125,True,False,False
Belgium,Brussels,repeat,"Relation: repeat
Input: Belgium
Output:",22785,30167,10280,Belgium,"tensor([ 4.0977, -5.2578,  1.4326,  ..., -5.3711, -5.4102, -5.4570],
       dtype=torch.float16)",22785,12.203125,7.625,7.5234375,True,False,False
Belize,Belmopan,repeat,"Relation: repeat
Input: Belize
Output:",6512,6512,10280,Bel,"tensor([ 4.2383, -5.4688,  1.4863,  ..., -5.5977, -5.5977, -5.7383],
       dtype=torch.float16)",6512,10.6796875,10.6796875,7.87109375,True,True,False
Benin,Porto-Novo,repeat,"Relation: repeat
Input: Benin
Output:",6029,6162,10280,Ben,"tensor([ 3.3145, -5.5820,  0.7642,  ..., -5.6484, -5.6758, -5.8164],
       dtype=torch.float16)",6029,10.8515625,4.07421875,7.01953125,True,False,False
Bhutan,Thimphu,repeat,"Relation: repeat
Input: Bhutan
Output:",26165,596,10280,,"tensor([ 4.1758, -5.2891,  1.2266,  ..., -5.3008, -5.3477, -5.5195],
       dtype=torch.float16)",187,10.9296875,6.4921875,6.66015625,False,False,False
Bolivia,La Paz,repeat,"Relation: repeat
Input: Bolivia
Output:",16001,3905,10280,Bol,"tensor([ 3.8828, -5.3555,  1.1348,  ..., -5.3789, -5.5234, -5.5469],
       dtype=torch.float16)",16001,10.9921875,5.92578125,7.6875,True,False,False
Bosnia and Herzegovina,Sarajevo,repeat,"Relation: repeat
Input: Bosnia and Herzegovina
Output:",46795,9997,10280,Bosnia,"tensor([ 4.4453, -5.1055,  1.6602,  ..., -5.1523, -5.1602, -5.3555],
       dtype=torch.float16)",46795,10.9453125,6.60546875,7.2578125,True,False,False
Botswana,Gaborone,repeat,"Relation: repeat
Input: Botswana
Output:",378,443,10280,B,"tensor([ 4.5859, -5.1484,  1.3740,  ..., -5.2188, -5.3203, -5.4336],
       dtype=torch.float16)",378,10.8984375,7.37890625,5.9921875,True,False,False
Brazil,Brasilia,repeat,"Relation: repeat
Input: Brazil
Output:",10869,31574,10280,Brazil,"tensor([ 3.6660, -5.3320,  1.4326,  ..., -5.2852, -5.4531, -5.4297],
       dtype=torch.float16)",10869,11.53125,5.12890625,7.9609375,True,False,False
Brunei,Bandar Seri Begawan,repeat,"Relation: repeat
Input: Brunei
Output:",2652,16804,10280,Br,"tensor([ 4.5547, -5.5664,  0.8438,  ..., -5.4883, -5.5547, -5.6836],
       dtype=torch.float16)",2652,11.3203125,4.3046875,6.98828125,True,False,False
Bulgaria,Sofia,repeat,"Relation: repeat
Input: Bulgaria
Output:",43905,36104,10280,Bulgaria,"tensor([ 4.1602, -5.3438,  1.6738,  ..., -5.4453, -5.4492, -5.5547],
       dtype=torch.float16)",43905,10.9140625,6.51171875,7.890625,True,False,False
Burkina Faso,Ouagadougou,repeat,"Relation: repeat
Input: Burkina Faso
Output:",45262,473,10280,,"tensor([ 3.7363, -5.2109,  0.9927,  ..., -5.2969, -5.3477, -5.4414],
       dtype=torch.float16)",187,10.234375,7.40234375,6.3046875,False,False,False
Burundi,Bujumbura,repeat,"Relation: repeat
Input: Burundi
Output:",7634,378,10280,Bur,"tensor([ 3.9277, -5.1328,  0.9546,  ..., -5.2422, -5.2852, -5.4141],
       dtype=torch.float16)",7634,10.6328125,8.75,7.05078125,True,False,False
Cabo Verde,Praia,repeat,"Relation: repeat
Input: Cabo Verde
Output:",15569,28340,10280,,"tensor([ 4.0977, -5.4180,  1.0703,  ..., -5.4023, -5.4414, -5.6289],
       dtype=torch.float16)",187,9.734375,3.517578125,7.81640625,False,False,False
Cambodia,Phnom Penh,repeat,"Relation: repeat
Input: Cambodia
Output:",41984,1777,10280,Cambodia,"tensor([ 3.5820, -5.3984,  1.1152,  ..., -5.4531, -5.4531, -5.6484],
       dtype=torch.float16)",41984,10.75,7.43359375,7.61328125,True,False,False
Cameroon,Yaounde,repeat,"Relation: repeat
Input: Cameroon
Output:",6039,36523,10280,Cam,"tensor([ 3.3555, -5.5039,  0.7769,  ..., -5.5078, -5.5742, -5.6484],
       dtype=torch.float16)",6039,10.828125,4.671875,5.94140625,True,False,False
Canada,Ottawa,repeat,"Relation: repeat
Input: Canada
Output:",6144,29539,10280,Canada,"tensor([ 4.4922, -5.3438,  1.7852,  ..., -5.3047, -5.4219, -5.5195],
       dtype=torch.float16)",6144,11.5546875,6.0,7.7109375,True,False,False
Central African Republic,Bangui,repeat,"Relation: repeat
Input: Central African Republic
Output:",8170,378,10280,Central,"tensor([ 4.2852, -5.0586,  1.2119,  ..., -5.0742, -5.0234, -5.3398],
       dtype=torch.float16)",8170,12.203125,8.5625,5.890625,True,False,False
Chad,N'Djamena,repeat,"Relation: repeat
Input: Chad
Output:",34884,427,10280,Chad,"tensor([ 4.4258, -5.0195,  1.5498,  ..., -4.9844, -5.0000, -5.2070],
       dtype=torch.float16)",34884,11.8203125,7.54296875,9.375,True,False,False
Chile,Santiago,repeat,"Relation: repeat
Input: Chile
Output:",22755,38436,10280,Chile,"tensor([ 3.3906, -5.3555,  1.3584,  ..., -5.3711, -5.4961, -5.5391],
       dtype=torch.float16)",22755,10.8359375,7.25390625,8.390625,True,False,False
China,Beijing,repeat,"Relation: repeat
Input: China
Output:",4135,18496,10280,China,"tensor([ 4.0273, -5.4531,  1.0674,  ..., -5.3789, -5.5469, -5.5547],
       dtype=torch.float16)",4135,11.15625,7.30859375,7.33203125,True,False,False
Colombia,Bogotá,repeat,"Relation: repeat
Input: Colombia
Output:",31003,27737,10280,Colombia,"tensor([ 3.4277, -5.4180,  1.3721,  ..., -5.5000, -5.5781, -5.6641],
       dtype=torch.float16)",31003,10.71875,6.38671875,7.48828125,True,False,False
Comoros,Moroni,repeat,"Relation: repeat
Input: Comoros
Output:",1176,4922,10280,,"tensor([ 4.3789, -5.2969,  0.9136,  ..., -5.2422, -5.3477, -5.5000],
       dtype=torch.float16)",187,10.3984375,6.875,7.6796875,False,False,False
Congo,Kinshasa,repeat,"Relation: repeat
Input: Congo
Output:",37642,611,10280,Congo,"tensor([ 3.3867, -5.5078,  1.4492,  ..., -5.5195, -5.5703, -5.7461],
       dtype=torch.float16)",37642,10.3671875,6.7109375,8.0703125,True,False,False
Costa Rica,San José,repeat,"Relation: repeat
Input: Costa Rica
Output:",26002,5003,10280,,"tensor([ 3.7305, -5.2930,  1.1768,  ..., -5.3711, -5.4141, -5.5469],
       dtype=torch.float16)",187,10.203125,6.890625,7.4453125,False,False,False
Cote d'Ivoire,Yamoussoukro,repeat,"Relation: repeat
Input: Cote d'Ivoire
Output:",330,714,10280,C,"tensor([ 3.5508, -5.1406,  0.3308,  ..., -5.2344, -5.3047, -5.4102],
       dtype=torch.float16)",330,10.765625,6.84375,6.79296875,True,False,False
Croatia,Zagreb,repeat,"Relation: repeat
Input: Croatia
Output:",42862,49524,10280,Croatia,"tensor([ 4.3594, -5.4492,  1.8379,  ..., -5.4453, -5.5273, -5.6641],
       dtype=torch.float16)",42862,11.296875,6.71484375,8.0078125,True,False,False
Cuba,Havana,repeat,"Relation: repeat
Input: Cuba
Output:",24605,32977,10280,Cuba,"tensor([ 3.7148, -5.2891,  1.5576,  ..., -5.2891, -5.3555, -5.5156],
       dtype=torch.float16)",24605,11.953125,5.9609375,8.7734375,True,False,False
Cyprus,Nicosia,repeat,"Relation: repeat
Input: Cyprus
Output:",44637,12951,10280,,"tensor([ 4.0508, -5.5234,  1.6807,  ..., -5.5664, -5.4805, -5.8164],
       dtype=torch.float16)",187,9.9921875,5.41796875,7.85546875,False,False,False
Czech Republic,Prague,repeat,"Relation: repeat
Input: Czech Republic
Output:",21647,41577,10280,Czech,"tensor([ 4.4062, -5.3594,  1.9639,  ..., -5.3906, -5.4688, -5.4922],
       dtype=torch.float16)",21647,10.9765625,6.78125,7.3125,True,False,False
Democratic Republic of the Congo,Kinshasa,repeat,"Relation: repeat
Input: Democratic Republic of the Congo
Output:",9922,611,10280,Democratic,"tensor([ 3.9297, -5.2227,  1.0889,  ..., -5.3125, -5.2852, -5.4922],
       dtype=torch.float16)",9922,12.9140625,6.34375,6.75390625,True,False,False
Denmark,Copenhagen,repeat,"Relation: repeat
Input: Denmark
Output:",22783,40892,10280,Denmark,"tensor([ 4.0859, -5.2148,  1.6396,  ..., -5.2930, -5.3906, -5.4219],
       dtype=torch.float16)",22783,11.234375,7.203125,7.6015625,True,False,False
Djibouti,Djibouti City,repeat,"Relation: repeat
Input: Djibouti
Output:",43050,43050,10280,,"tensor([ 4.3828, -5.6094,  0.5679,  ..., -5.6289, -5.7227, -5.8555],
       dtype=torch.float16)",187,9.6328125,9.6328125,7.07421875,False,False,False
Dominica,Roseau,repeat,"Relation: repeat
Input: Dominica
Output:",19307,12447,10280,Domin,"tensor([ 4.5234, -5.6641,  1.1748,  ..., -5.7188, -5.7148, -5.9336],
       dtype=torch.float16)",19307,11.296875,2.880859375,7.60546875,True,False,False
Dominican Republic,Santo Domingo,repeat,"Relation: repeat
Input: Dominican Republic
Output:",46406,322,10280,Dominican,"tensor([ 4.0273, -5.3828,  1.1768,  ..., -5.4531, -5.5273, -5.6133],
       dtype=torch.float16)",46406,12.015625,7.203125,7.12109375,True,False,False
Ecuador,Quito,repeat,"Relation: repeat
Input: Ecuador
Output:",40145,1165,10280,Ecuador,"tensor([ 3.7363, -5.4258,  1.3682,  ..., -5.3906, -5.5391, -5.5625],
       dtype=torch.float16)",40145,10.8359375,7.85546875,7.765625,True,False,False
Egypt,Cairo,repeat,"Relation: repeat
Input: Egypt
Output:",10253,37068,10280,Egypt,"tensor([ 3.6562, -5.3594,  1.7646,  ..., -5.2930, -5.4023, -5.5742],
       dtype=torch.float16)",10253,11.2421875,7.359375,8.15625,True,False,False
El Salvador,San Salvador,repeat,"Relation: repeat
Input: El Salvador
Output:",3599,5003,10280,,"tensor([ 3.9336, -5.5156,  1.1982,  ..., -5.5547, -5.6211, -5.7930],
       dtype=torch.float16)",187,10.5078125,7.5078125,8.2265625,False,False,False
Equatorial Guinea,Malabo,repeat,"Relation: repeat
Input: Equatorial Guinea
Output:",8721,5979,10280,Equ,"tensor([ 4.6914, -5.1602,  1.5010,  ..., -5.1680, -5.2109, -5.3594],
       dtype=torch.float16)",8721,11.40625,6.6796875,6.63671875,True,False,False
Eritrea,Asmara,repeat,"Relation: repeat
Input: Eritrea
Output:",444,1284,10280,E,"tensor([ 4.0898, -5.2891,  1.0713,  ..., -5.2539, -5.3516, -5.5117],
       dtype=torch.float16)",444,11.5,6.74609375,7.25,True,False,False
Estonia,Tallinn,repeat,"Relation: repeat
Input: Estonia
Output:",39863,32826,10280,,"tensor([ 4.3086, -5.2383,  1.3574,  ..., -5.3086, -5.3555, -5.5195],
       dtype=torch.float16)",187,10.6796875,5.86328125,8.046875,False,False,False
Eswatini,Mbabane,repeat,"Relation: repeat
Input: Eswatini
Output:",444,353,10280,E,"tensor([ 5.0664, -5.1758,  0.9146,  ..., -5.2539, -5.2930, -5.4805],
       dtype=torch.float16)",444,11.59375,7.6640625,6.19921875,True,False,False
Ethiopia,Addis Ababa,repeat,"Relation: repeat
Input: Ethiopia
Output:",35363,5733,10280,Ethiopia,"tensor([ 3.6328, -5.2656,  1.0469,  ..., -5.3008, -5.4102, -5.4688],
       dtype=torch.float16)",35363,12.046875,7.26953125,6.921875,True,False,False
Fiji,Suva,repeat,"Relation: repeat
Input: Fiji
Output:",401,4137,10280,F,"tensor([ 3.9238, -5.3320,  1.1035,  ..., -5.2383, -5.3867, -5.5742],
       dtype=torch.float16)",401,11.2265625,5.4921875,7.09375,True,False,False
Finland,Helsinki,repeat,"Relation: repeat
Input: Finland
Output:",25270,34159,10280,Finland,"tensor([ 4.0742, -5.2734,  1.2539,  ..., -5.3008, -5.3750, -5.4883],
       dtype=torch.float16)",25270,11.859375,7.0078125,7.2109375,True,False,False
France,Paris,repeat,"Relation: repeat
Input: France
Output:",6181,7785,10280,France,"tensor([ 3.8086, -5.0547,  0.9834,  ..., -5.0977, -5.1914, -5.2773],
       dtype=torch.float16)",6181,12.078125,8.1328125,7.8046875,True,False,False
Gabon,Libreville,repeat,"Relation: repeat
Input: Gabon
Output:",17422,9271,10280,Gab,"tensor([ 3.9199, -5.3594,  0.8789,  ..., -5.3789, -5.4844, -5.5781],
       dtype=torch.float16)",17422,11.7265625,6.4296875,7.03515625,True,False,False
Gambia,Banjul,repeat,"Relation: repeat
Input: Gambia
Output:",41425,16456,10280,Gamb,"tensor([ 3.3301, -5.6211,  0.7095,  ..., -5.6914, -5.6602, -5.8789],
       dtype=torch.float16)",41425,10.4140625,6.88671875,6.51953125,True,False,False
Georgia,Tbilisi,repeat,"Relation: repeat
Input: Georgia
Output:",12096,308,10280,Georgia,"tensor([ 3.5449, -5.4883,  1.3955,  ..., -5.4414, -5.5195, -5.6758],
       dtype=torch.float16)",12096,11.6171875,7.48828125,7.76171875,True,False,False
Germany,Berlin,repeat,"Relation: repeat
Input: Germany
Output:",6176,12911,10280,Germany,"tensor([ 4.0547, -5.1367,  1.3838,  ..., -5.1562, -5.3164, -5.3203],
       dtype=torch.float16)",6176,11.546875,6.0390625,7.86328125,True,False,False
Ghana,Accra,repeat,"Relation: repeat
Input: Ghana
Output:",34905,8874,10280,,"tensor([ 3.8496, -5.4258,  1.5850,  ..., -5.4570, -5.5000, -5.6367],
       dtype=torch.float16)",187,10.28125,6.51171875,7.453125,False,False,False
Greece,Athens,repeat,"Relation: repeat
Input: Greece
Output:",17785,27411,10280,Greece,"tensor([ 3.9746, -5.1367,  1.5049,  ..., -5.2188, -5.2500, -5.4570],
       dtype=torch.float16)",17785,11.3125,6.78125,7.6328125,True,False,False
Grenada,St. George's,repeat,"Relation: repeat
Input: Grenada
Output:",34450,659,10280,,"tensor([ 4.1680, -5.6250,  1.1641,  ..., -5.8047, -5.7773, -5.9766],
       dtype=torch.float16)",187,10.1015625,6.76953125,7.96484375,False,False,False
Guatemala,Guatemala City,repeat,"Relation: repeat
Input: Guatemala
Output:",46560,46560,10280,Guatemala,"tensor([ 3.6875, -5.2148,  1.0439,  ..., -5.2344, -5.2109, -5.4219],
       dtype=torch.float16)",46560,11.453125,11.453125,7.29296875,True,True,False
Guinea,Conakry,repeat,"Relation: repeat
Input: Guinea
Output:",34410,1716,10280,Guinea,"tensor([ 3.4629, -5.2734,  1.4688,  ..., -5.3945, -5.3516, -5.5977],
       dtype=torch.float16)",34410,10.734375,4.92578125,7.8203125,True,False,False
Guinea-Bissau,Bissau,repeat,"Relation: repeat
Input: Guinea-Bissau
Output:",34410,378,10280,Guinea,"tensor([ 4.0859, -4.9844,  0.9385,  ..., -5.1250, -5.0273, -5.2344],
       dtype=torch.float16)",34410,10.8671875,9.515625,6.77734375,True,False,False
Guyana,Georgetown,repeat,"Relation: repeat
Input: Guyana
Output:",22757,3096,10280,,"tensor([ 4.0781, -5.3672,  1.6982,  ..., -5.4609, -5.5156, -5.6602],
       dtype=torch.float16)",187,9.2734375,5.5234375,7.6796875,False,False,False
Haiti,Port-au-Prince,repeat,"Relation: repeat
Input: Haiti
Output:",40906,6162,10280,,"tensor([ 3.5957, -5.2812,  1.3223,  ..., -5.3320, -5.3711, -5.5430],
       dtype=torch.float16)",187,10.0390625,4.58984375,8.140625,False,False,False
Honduras,Tegucigalpa,repeat,"Relation: repeat
Input: Honduras
Output:",44509,308,10280,Hond,"tensor([ 3.7402, -5.3555,  0.9956,  ..., -5.3320, -5.5039, -5.6055],
       dtype=torch.float16)",44509,11.640625,8.140625,7.29296875,True,False,False
Hungary,Budapest,repeat,"Relation: repeat
Input: Hungary
Output:",29171,50086,10280,Hungary,"tensor([ 3.8652, -5.3906,  1.7217,  ..., -5.4141, -5.4609, -5.5742],
       dtype=torch.float16)",29171,10.90625,7.1953125,7.21484375,True,False,False
Iceland,Reykjavik,repeat,"Relation: repeat
Input: Iceland
Output:",28651,1720,10280,Iceland,"tensor([ 3.5488, -5.5195,  1.6914,  ..., -5.4336, -5.5312, -5.6914],
       dtype=torch.float16)",28651,11.46875,8.7265625,8.015625,True,False,False
India,New Delhi,repeat,"Relation: repeat
Input: India
Output:",5427,1457,10280,India,"tensor([ 4.1133, -5.3164,  0.9961,  ..., -5.2969, -5.3242, -5.4570],
       dtype=torch.float16)",5427,11.7265625,7.50390625,7.30078125,True,False,False
Indonesia,Jakarta,repeat,"Relation: repeat
Input: Indonesia
Output:",23340,32319,10280,Indonesia,"tensor([ 4.2578, -5.2930,  1.0850,  ..., -5.2109, -5.2969, -5.4375],
       dtype=torch.float16)",23340,11.1875,6.26171875,7.6484375,True,False,False
Iran,Tehran,repeat,"Relation: repeat
Input: Iran
Output:",7751,35889,10280,Iran,"tensor([ 3.3984, -5.3320,  1.6738,  ..., -5.3359, -5.4258, -5.5742],
       dtype=torch.float16)",7751,10.9609375,7.05859375,7.484375,True,False,False
Iraq,Baghdad,repeat,"Relation: repeat
Input: Iraq
Output:",9256,39759,10280,Iraq,"tensor([ 3.4023, -5.1406,  2.0156,  ..., -5.0352, -5.1094, -5.4219],
       dtype=torch.float16)",9256,11.2890625,7.11328125,7.83984375,True,False,False
Ireland,Dublin,repeat,"Relation: repeat
Input: Ireland
Output:",11011,24523,10280,Ireland,"tensor([ 4.1328, -5.3047,  1.4893,  ..., -5.2695, -5.3555, -5.4844],
       dtype=torch.float16)",11011,11.578125,7.5625,7.6640625,True,False,False
Israel,Jerusalem,repeat,"Relation: repeat
Input: Israel
Output:",5143,17913,10280,Israel,"tensor([ 3.8223, -5.2695,  1.6553,  ..., -5.2617, -5.3633, -5.5508],
       dtype=torch.float16)",5143,10.9296875,7.30078125,7.66796875,True,False,False
Italy,Rome,repeat,"Relation: repeat
Input: Italy
Output:",9972,12300,10280,Italy,"tensor([ 3.9570, -5.2422,  1.1748,  ..., -5.2500, -5.3438, -5.4453],
       dtype=torch.float16)",9972,12.5234375,7.78125,7.43359375,True,False,False
Jamaica,Kingston,repeat,"Relation: repeat
Input: Jamaica
Output:",41198,47706,10280,Jamaica,"tensor([ 4.0156, -5.5703,  1.1240,  ..., -5.5586, -5.6016, -5.7852],
       dtype=torch.float16)",41198,11.453125,5.4609375,8.25,True,False,False
Japan,Tokyo,repeat,"Relation: repeat
Input: Japan
Output:",4047,17413,10280,Japan,"tensor([ 4.1055, -5.5117,  1.4014,  ..., -5.4102, -5.5977, -5.7148],
       dtype=torch.float16)",4047,11.5703125,7.875,7.60546875,True,False,False
Jordan,Amman,repeat,"Relation: repeat
Input: Jordan
Output:",13268,3052,10280,Jordan,"tensor([ 3.3125, -5.5742,  1.3701,  ..., -5.4258, -5.5742, -5.7344],
       dtype=torch.float16)",13268,9.9375,5.02734375,8.734375,True,False,False
Kazakhstan,Astana,repeat,"Relation: repeat
Input: Kazakhstan
Output:",46936,15123,10280,,"tensor([ 4.3164, -5.5273,  1.4980,  ..., -5.4922, -5.4883, -5.6797],
       dtype=torch.float16)",187,10.7421875,5.7421875,7.1953125,False,False,False
Kenya,Nairobi,repeat,"Relation: repeat
Input: Kenya
Output:",27946,427,10280,Kenya,"tensor([ 3.7148, -5.2656,  1.5264,  ..., -5.2227, -5.3281, -5.4766],
       dtype=torch.float16)",27946,11.4765625,8.609375,7.94921875,True,False,False
Kiribati,South Tarawa,repeat,"Relation: repeat
Input: Kiribati
Output:",20799,3684,10280,Kir,"tensor([ 4.3164, -5.6133,  1.0869,  ..., -5.5742, -5.5586, -5.8828],
       dtype=torch.float16)",20799,9.953125,6.8828125,7.65234375,True,False,False
Kosovo,Pristina,repeat,"Relation: repeat
Input: Kosovo
Output:",48863,367,10280,Kosovo,"tensor([ 3.5820, -5.2891,  1.9170,  ..., -5.4570, -5.3750, -5.7812],
       dtype=torch.float16)",48863,10.7109375,7.38671875,8.6015625,True,False,False
Kuwait,Kuwait City,repeat,"Relation: repeat
Input: Kuwait
Output:",46614,46614,10280,Kuwait,"tensor([ 3.8574, -5.5352,  1.6045,  ..., -5.3984, -5.4570, -5.7070],
       dtype=torch.float16)",46614,10.640625,10.640625,8.21875,True,True,False
Kyrgyzstan,Bishkek,repeat,"Relation: repeat
Input: Kyrgyzstan
Output:",611,378,10280,K,"tensor([ 4.7344, -5.2852,  0.8364,  ..., -5.3164, -5.3086, -5.5117],
       dtype=torch.float16)",611,10.8671875,7.96875,6.0703125,True,False,False
Laos,Vientiane,repeat,"Relation: repeat
Input: Laos
Output:",3905,657,10280,La,"tensor([ 3.9590, -5.5820,  0.6460,  ..., -5.6680, -5.6875, -5.8320],
       dtype=torch.float16)",3905,10.6875,6.9140625,7.09765625,True,False,False
Latvia,Riga,repeat,"Relation: repeat
Input: Latvia
Output:",14310,416,10280,Lat,"tensor([ 4.4062, -5.3047,  1.1387,  ..., -5.3281, -5.4297, -5.5234],
       dtype=torch.float16)",14310,12.109375,7.52734375,7.62109375,True,False,False
Lebanon,Beirut,repeat,"Relation: repeat
Input: Lebanon
Output:",28746,2325,10280,Lebanon,"tensor([ 3.3184, -5.4883,  1.3682,  ..., -5.4219, -5.4883, -5.7305],
       dtype=torch.float16)",28746,10.46875,6.29296875,7.85546875,True,False,False
Lesotho,Maseru,repeat,"Relation: repeat
Input: Lesotho
Output:",12029,353,10280,Les,"tensor([ 4.2227, -5.3359,  0.8750,  ..., -5.4531, -5.4766, -5.7148],
       dtype=torch.float16)",12029,10.7265625,7.91796875,6.52734375,True,False,False
Liberia,Monrovia,repeat,"Relation: repeat
Input: Liberia
Output:",15562,4200,10280,Liber,"tensor([ 4.3672, -5.1875,  1.1250,  ..., -5.3008, -5.2734, -5.4922],
       dtype=torch.float16)",15562,10.4609375,6.89453125,6.35546875,True,False,False
Libya,Tripoli,repeat,"Relation: repeat
Input: Libya
Output:",30174,11835,10280,Libya,"tensor([ 3.8789, -5.3516,  1.7773,  ..., -5.3477, -5.3711, -5.6016],
       dtype=torch.float16)",30174,10.828125,6.94921875,8.140625,True,False,False
Liechtenstein,Vaduz,repeat,"Relation: repeat
Input: Liechtenstein
Output:",10615,657,10280,Lie,"tensor([ 4.8906, -5.2188,  1.3652,  ..., -5.3164, -5.3398, -5.4961],
       dtype=torch.float16)",10615,11.546875,7.0,7.1015625,True,False,False
Lithuania,Vilnius,repeat,"Relation: repeat
Input: Lithuania
Output:",40115,40936,10280,,"tensor([ 4.4219, -5.3242,  1.5078,  ..., -5.3711, -5.4688, -5.6406],
       dtype=torch.float16)",187,11.03125,6.30078125,8.296875,False,False,False
Luxembourg,Luxembourg City,repeat,"Relation: repeat
Input: Luxembourg
Output:",44133,44133,10280,,"tensor([ 4.1523, -5.2773,  1.4199,  ..., -5.4102, -5.3906, -5.5391],
       dtype=torch.float16)",187,10.234375,10.234375,7.37109375,False,False,False
Madagascar,Antananarivo,repeat,"Relation: repeat
Input: Madagascar
Output:",6984,9422,10280,,"tensor([ 3.6758, -5.3555,  1.3740,  ..., -5.3164, -5.4141, -5.5820],
       dtype=torch.float16)",187,10.0625,6.484375,7.0390625,False,False,False
Malawi,Lilongwe,repeat,"Relation: repeat
Input: Malawi
Output:",5979,36482,10280,Mal,"tensor([ 4.0312, -5.3242,  0.9648,  ..., -5.4492, -5.4609, -5.6250],
       dtype=torch.float16)",5979,11.515625,3.6796875,6.92578125,True,False,False
