input,output,relation,prompt,intervention_layer,input_id,output_id,relation_id,prediction_id,input_logit,output_logit,relation_logit,prediction_logit,input_prediction,output_prediction,relation_prediction,input_token,output_token,relation_token,prediction_token
valid,invalid,none,"Q: What is the none of valid?
A:",6.0,3588,12078,271,8256,6.96875,6.91796875,6.28125,12.1796875,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",7.0,3588,12078,271,8256,6.6953125,6.59765625,6.3671875,12.2421875,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",8.0,3588,12078,271,8256,6.234375,6.3984375,6.32421875,12.3046875,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",9.0,3588,12078,271,8256,6.5703125,6.32421875,6.41796875,12.2265625,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",10.0,3588,12078,271,8256,6.74609375,6.65625,6.41796875,11.734375,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",11.0,3588,12078,271,8256,7.64453125,6.96484375,6.015625,11.5703125,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",12.0,3588,12078,271,380,7.48046875,6.4609375,5.94140625,11.40625,False,False,False,valid,invalid,an,The
valid,invalid,none,"Q: What is the none of valid?
A:",13.0,3588,12078,271,8256,6.5546875,6.4296875,6.49609375,11.6953125,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",14.0,3588,12078,271,8256,6.46484375,5.484375,6.28515625,11.65625,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",15.0,3588,12078,271,8256,6.546875,6.35546875,5.78515625,11.6796875,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",16.0,3588,12078,271,380,6.359375,6.16796875,5.53125,11.484375,False,False,False,valid,invalid,an,The
valid,invalid,none,"Q: What is the none of valid?
A:",17.0,3588,12078,271,8256,6.0625,6.15234375,5.9375,12.375,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",18.0,3588,12078,271,8256,5.7421875,5.8828125,5.578125,12.109375,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",19.0,3588,12078,271,8256,5.5859375,5.6328125,5.6953125,12.0859375,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",20.0,3588,12078,271,380,6.04296875,5.91015625,5.53515625,11.40625,False,False,False,valid,invalid,an,The
valid,invalid,none,"Q: What is the none of valid?
A:",21.0,3588,12078,271,8256,6.0546875,6.07421875,5.56640625,11.921875,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",22.0,3588,12078,271,8256,5.9921875,5.90234375,5.5703125,11.921875,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",23.0,3588,12078,271,8256,5.703125,5.515625,5.69921875,11.9453125,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",24.0,3588,12078,271,8256,5.94921875,5.71875,5.58984375,12.1796875,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",25.0,3588,12078,271,8256,5.890625,5.62890625,5.51953125,12.0859375,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",26.0,3588,12078,271,8256,5.96484375,5.80859375,5.51953125,11.8828125,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",27.0,3588,12078,271,380,5.59765625,5.47265625,5.48046875,11.390625,False,False,False,valid,invalid,an,The
valid,invalid,none,"Q: What is the none of valid?
A:",28.0,3588,12078,271,8256,5.8671875,5.66015625,5.5546875,11.8359375,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",29.0,3588,12078,271,8256,6.05859375,5.953125,5.5234375,12.03125,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",30.0,3588,12078,271,8256,5.91015625,5.87109375,5.55078125,12.328125,False,False,False,valid,invalid,an,None
valid,invalid,none,"Q: What is the none of valid?
A:",31.0,3588,12078,271,8256,5.7734375,5.703125,5.21484375,12.109375,False,False,False,valid,invalid,an,None
expand,contract,none,"Q: What is the none of expand?
A:",,5645,3310,271,380,8.90625,2.453125,5.390625,12.359375,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",0.0,5645,3310,271,8256,9.7265625,4.25,6.19140625,11.3671875,False,False,False,expand,contract,an,None
expand,contract,none,"Q: What is the none of expand?
A:",1.0,5645,3310,271,8256,9.3984375,3.83203125,5.875,11.5625,False,False,False,expand,contract,an,None
expand,contract,none,"Q: What is the none of expand?
A:",2.0,5645,3310,271,733,9.703125,3.59375,6.22265625,11.40625,False,False,False,expand,contract,an,It
expand,contract,none,"Q: What is the none of expand?
A:",3.0,5645,3310,271,8256,9.4453125,3.689453125,6.125,11.40625,False,False,False,expand,contract,an,None
expand,contract,none,"Q: What is the none of expand?
A:",4.0,5645,3310,271,8256,9.0078125,3.70703125,6.5,11.609375,False,False,False,expand,contract,an,None
expand,contract,none,"Q: What is the none of expand?
A:",5.0,5645,3310,271,8256,9.3359375,3.283203125,6.16015625,12.015625,False,False,False,expand,contract,an,None
expand,contract,none,"Q: What is the none of expand?
A:",6.0,5645,3310,271,8256,9.390625,3.46484375,6.296875,12.359375,False,False,False,expand,contract,an,None
expand,contract,none,"Q: What is the none of expand?
A:",7.0,5645,3310,271,8256,9.140625,3.2890625,6.25,12.25,False,False,False,expand,contract,an,None
expand,contract,none,"Q: What is the none of expand?
A:",8.0,5645,3310,271,733,8.6484375,3.119140625,6.3515625,12.28125,False,False,False,expand,contract,an,It
expand,contract,none,"Q: What is the none of expand?
A:",9.0,5645,3310,271,8256,9.2109375,3.587890625,6.01171875,12.296875,False,False,False,expand,contract,an,None
expand,contract,none,"Q: What is the none of expand?
A:",10.0,5645,3310,271,380,9.0859375,4.5859375,6.0390625,12.1171875,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",11.0,5645,3310,271,8256,9.4375,4.4765625,5.7421875,12.0234375,False,False,False,expand,contract,an,None
expand,contract,none,"Q: What is the none of expand?
A:",12.0,5645,3310,271,380,9.1953125,4.45703125,5.54296875,11.7890625,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",13.0,5645,3310,271,8256,9.28125,5.0859375,6.0546875,12.1015625,False,False,False,expand,contract,an,None
expand,contract,none,"Q: What is the none of expand?
A:",14.0,5645,3310,271,8256,10.046875,3.9375,6.07421875,12.21875,False,False,False,expand,contract,an,None
expand,contract,none,"Q: What is the none of expand?
A:",15.0,5645,3310,271,380,10.0,3.4921875,5.48828125,12.125,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",16.0,5645,3310,271,380,8.7578125,3.005859375,5.20703125,12.140625,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",17.0,5645,3310,271,380,8.890625,2.98046875,5.5390625,12.625,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",18.0,5645,3310,271,380,8.578125,3.099609375,5.0546875,12.5859375,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",19.0,5645,3310,271,380,8.59375,2.86328125,5.44140625,12.3203125,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",20.0,5645,3310,271,380,8.4609375,2.658203125,5.3359375,12.265625,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",21.0,5645,3310,271,380,7.5703125,2.8828125,5.35546875,12.0859375,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",22.0,5645,3310,271,380,7.765625,2.798828125,5.3359375,12.1796875,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",23.0,5645,3310,271,380,8.4296875,2.646484375,5.47265625,12.1953125,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",24.0,5645,3310,271,8256,8.4609375,2.5078125,5.375,12.1953125,False,False,False,expand,contract,an,None
expand,contract,none,"Q: What is the none of expand?
A:",25.0,5645,3310,271,380,8.4609375,2.455078125,5.31640625,12.1875,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",26.0,5645,3310,271,380,8.5390625,2.509765625,5.359375,12.1328125,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",27.0,5645,3310,271,380,8.234375,2.46484375,5.34375,12.125,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",28.0,5645,3310,271,380,8.84375,2.6171875,5.38671875,12.1640625,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",29.0,5645,3310,271,380,9.125,2.583984375,5.37890625,12.2265625,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",30.0,5645,3310,271,380,9.1484375,2.57421875,5.421875,12.578125,False,False,False,expand,contract,an,The
expand,contract,none,"Q: What is the none of expand?
A:",31.0,5645,3310,271,380,8.9609375,2.5390625,5.00390625,12.0625,False,False,False,expand,contract,an,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",,20804,2905,271,733,5.21875,4.578125,5.5390625,12.046875,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",0.0,20804,2905,271,380,7.22265625,6.4140625,6.24609375,10.640625,False,False,False,unrelated,related,an,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",1.0,20804,2905,271,733,6.9296875,5.9609375,5.8515625,10.6796875,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",2.0,20804,2905,271,733,6.4375,5.6171875,6.25390625,11.109375,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",3.0,20804,2905,271,380,6.48046875,5.64453125,6.05859375,10.90625,False,False,False,unrelated,related,an,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",4.0,20804,2905,271,380,6.30078125,5.62109375,6.18359375,11.140625,False,False,False,unrelated,related,an,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",5.0,20804,2905,271,733,6.29296875,5.34765625,5.921875,11.5,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",6.0,20804,2905,271,733,6.77734375,5.5859375,6.11328125,11.453125,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",7.0,20804,2905,271,380,6.65625,5.484375,6.08203125,11.4140625,False,False,False,unrelated,related,an,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",8.0,20804,2905,271,380,6.92578125,5.59375,6.04296875,11.421875,False,False,False,unrelated,related,an,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",9.0,20804,2905,271,733,7.0234375,5.8359375,6.0546875,11.671875,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",10.0,20804,2905,271,380,7.40234375,6.41015625,6.171875,11.3203125,False,False,False,unrelated,related,an,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",11.0,20804,2905,271,733,7.0078125,6.140625,6.08984375,11.5390625,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",12.0,20804,2905,271,380,6.6328125,6.15625,5.921875,11.2578125,False,False,False,unrelated,related,an,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",13.0,20804,2905,271,380,6.63671875,6.14453125,6.06640625,11.1953125,False,False,False,unrelated,related,an,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",14.0,20804,2905,271,380,6.5546875,6.06640625,6.23046875,11.609375,False,False,False,unrelated,related,an,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",15.0,20804,2905,271,380,6.5,5.7109375,5.53515625,11.6015625,False,False,False,unrelated,related,an,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",16.0,20804,2905,271,733,5.56640625,4.8515625,5.23046875,11.6953125,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",17.0,20804,2905,271,733,5.6953125,4.94140625,5.6171875,12.234375,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",18.0,20804,2905,271,733,5.03125,4.25390625,5.45703125,12.1484375,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",19.0,20804,2905,271,733,5.3046875,4.515625,5.5234375,12.03125,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",20.0,20804,2905,271,733,5.1875,4.18359375,5.46484375,11.875,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",21.0,20804,2905,271,733,5.0703125,4.30078125,5.38671875,11.90625,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",22.0,20804,2905,271,733,4.92578125,4.33984375,5.43359375,11.8984375,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",23.0,20804,2905,271,733,4.90625,4.2890625,5.61328125,11.8671875,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",24.0,20804,2905,271,733,5.03125,4.41015625,5.50390625,11.8359375,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",25.0,20804,2905,271,733,5.265625,4.6484375,5.52734375,11.8828125,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",26.0,20804,2905,271,733,5.20703125,4.7109375,5.49609375,11.8359375,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",27.0,20804,2905,271,733,4.91015625,4.47265625,5.38671875,11.8515625,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",28.0,20804,2905,271,733,5.32421875,4.6328125,5.4921875,11.859375,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",29.0,20804,2905,271,733,5.390625,4.55078125,5.46875,11.9140625,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",30.0,20804,2905,271,733,5.171875,4.5078125,5.50390625,12.078125,False,False,False,unrelated,related,an,It
unrelated,related,none,"Q: What is the none of unrelated?
A:",31.0,20804,2905,271,733,5.421875,4.484375,5.171875,11.734375,False,False,False,unrelated,related,an,It
hollow,solid,none,"Q: What is the none of hollow?
A:",,19781,4891,271,380,7.6015625,3.61328125,5.8515625,12.421875,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",0.0,19781,4891,271,380,8.2578125,5.62109375,7.0703125,10.8828125,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",1.0,19781,4891,271,8256,8.171875,5.140625,6.37890625,10.71875,False,False,False,hollow,solid,an,None
hollow,solid,none,"Q: What is the none of hollow?
A:",2.0,19781,4891,271,380,8.453125,5.0390625,6.90234375,10.96875,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",3.0,19781,4891,271,380,7.83203125,5.0234375,6.4609375,11.0,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",4.0,19781,4891,271,380,8.0859375,5.18359375,6.78515625,11.34375,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",5.0,19781,4891,271,380,8.40625,4.24609375,6.6484375,11.7734375,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",6.0,19781,4891,271,380,8.65625,4.375,6.8359375,11.9609375,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",7.0,19781,4891,271,380,8.3046875,4.37109375,6.6796875,11.9921875,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",8.0,19781,4891,271,380,8.015625,4.203125,6.59375,12.078125,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",9.0,19781,4891,271,380,8.421875,4.34375,6.66796875,12.296875,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",10.0,19781,4891,271,380,8.5078125,4.64453125,6.57421875,12.0625,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",11.0,19781,4891,271,380,8.1875,4.37109375,6.30078125,12.09375,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",12.0,19781,4891,271,380,7.8671875,4.28515625,6.05859375,11.921875,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",13.0,19781,4891,271,380,8.4765625,4.73828125,6.2421875,11.984375,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",14.0,19781,4891,271,380,8.3515625,4.7578125,6.4921875,12.171875,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",15.0,19781,4891,271,380,8.2890625,4.56640625,5.96484375,12.171875,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",16.0,19781,4891,271,380,7.85546875,4.11328125,5.4453125,12.2734375,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",17.0,19781,4891,271,380,8.3046875,3.861328125,6.1171875,12.7265625,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",18.0,19781,4891,271,380,7.0234375,3.498046875,5.828125,12.7109375,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",19.0,19781,4891,271,380,7.2890625,3.328125,5.87890625,12.5078125,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",20.0,19781,4891,271,380,7.1640625,3.4453125,5.78515625,12.3515625,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",21.0,19781,4891,271,380,7.37109375,3.017578125,5.90625,12.234375,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",22.0,19781,4891,271,380,7.5546875,3.359375,5.8828125,12.2578125,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",23.0,19781,4891,271,380,7.25,3.25,5.8359375,12.2109375,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",24.0,19781,4891,271,380,7.1640625,3.00390625,5.68359375,12.265625,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",25.0,19781,4891,271,380,7.08203125,3.033203125,5.7734375,12.3125,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",26.0,19781,4891,271,380,7.2265625,3.26953125,5.828125,12.2734375,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",27.0,19781,4891,271,380,6.57421875,3.20703125,5.765625,12.265625,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",28.0,19781,4891,271,380,7.6796875,3.685546875,5.84375,12.328125,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",29.0,19781,4891,271,380,8.0,3.587890625,5.78515625,12.3671875,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",30.0,19781,4891,271,380,7.72265625,3.3828125,5.875,12.65625,False,False,False,hollow,solid,an,The
hollow,solid,none,"Q: What is the none of hollow?
A:",31.0,19781,4891,271,380,7.7265625,3.328125,5.46875,12.1328125,False,False,False,hollow,solid,an,The
difficult,easy,none,"Q: What is the none of difficult?
A:",,2834,3477,271,380,3.27734375,4.9296875,4.29296875,11.5390625,False,False,False,difficult,easy,an,The
difficult,easy,none,"Q: What is the none of difficult?
A:",0.0,2834,3477,271,733,4.87109375,6.3984375,5.06640625,10.6796875,False,False,False,difficult,easy,an,It
difficult,easy,none,"Q: What is the none of difficult?
A:",1.0,2834,3477,271,733,4.83203125,5.94140625,4.796875,10.8125,False,False,False,difficult,easy,an,It
difficult,easy,none,"Q: What is the none of difficult?
A:",2.0,2834,3477,271,733,4.41015625,5.765625,4.88671875,10.875,False,False,False,difficult,easy,an,It
difficult,easy,none,"Q: What is the none of difficult?
A:",3.0,2834,3477,271,733,4.52734375,5.73046875,4.859375,10.953125,False,False,False,difficult,easy,an,It
difficult,easy,none,"Q: What is the none of difficult?
A:",4.0,2834,3477,271,733,4.74609375,6.05078125,4.98828125,11.2265625,False,False,False,difficult,easy,an,It
difficult,easy,none,"Q: What is the none of difficult?
A:",5.0,2834,3477,271,733,4.34375,5.3515625,4.703125,11.2890625,False,False,False,difficult,easy,an,It
difficult,easy,none,"Q: What is the none of difficult?
A:",6.0,2834,3477,271,380,4.90625,5.97265625,4.96484375,11.171875,False,False,False,difficult,easy,an,The
difficult,easy,none,"Q: What is the none of difficult?
A:",7.0,2834,3477,271,380,4.77734375,5.80859375,5.125,11.390625,False,False,False,difficult,easy,an,The
difficult,easy,none,"Q: What is the none of difficult?
A:",8.0,2834,3477,271,380,5.08203125,5.68359375,5.2109375,11.5859375,False,False,False,difficult,easy,an,The
difficult,easy,none,"Q: What is the none of difficult?
A:",9.0,2834,3477,271,380,5.234375,6.01953125,5.28515625,11.6171875,False,False,False,difficult,easy,an,The
difficult,easy,none,"Q: What is the none of difficult?
A:",10.0,2834,3477,271,380,5.52734375,5.83203125,5.671875,11.5546875,False,False,False,difficult,easy,an,The
