input,output,relation,prompt,intervention_layer,input_id,output_id,relation_id,prediction_id,input_logit,output_logit,relation_logit,prediction_logit,input_prediction,output_prediction,relation_prediction,input_token,output_token,relation_token,prediction_token
true,false,none,"Relation: none
Input: true
Output:",13.0,837,905,3276,128001,11.828125,11.28125,4.14453125,13.5390625,False,False,False,true,false,ant,
true,false,none,"Relation: none
Input: true
Output:",14.0,837,905,3276,837,13.9453125,13.21875,4.5,13.9453125,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",15.0,837,905,3276,905,13.7890625,13.859375,5.38671875,13.859375,False,True,False,true,false,ant,false
true,false,none,"Relation: none
Input: true
Output:",16.0,837,905,3276,837,13.2890625,13.203125,4.43359375,13.2890625,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",17.0,837,905,3276,837,13.8203125,13.2109375,4.27734375,13.8203125,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",18.0,837,905,3276,837,14.703125,14.28125,4.01171875,14.703125,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",19.0,837,905,3276,837,14.7109375,14.3359375,4.46875,14.7109375,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",20.0,837,905,3276,837,14.8515625,14.40625,5.25,14.8515625,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",21.0,837,905,3276,837,14.4140625,14.03125,4.1015625,14.4140625,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",22.0,837,905,3276,837,14.3828125,13.8125,4.078125,14.3828125,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",23.0,837,905,3276,837,14.3515625,13.8203125,3.375,14.3515625,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",24.0,837,905,3276,837,13.9453125,13.421875,3.130859375,13.9453125,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",25.0,837,905,3276,837,14.109375,13.5703125,3.42578125,14.109375,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",26.0,837,905,3276,837,13.828125,13.34375,3.771484375,13.828125,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",27.0,837,905,3276,837,13.671875,13.1875,3.736328125,13.671875,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",28.0,837,905,3276,837,13.671875,13.0546875,3.572265625,13.671875,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",29.0,837,905,3276,837,12.6796875,12.0859375,1.7578125,12.6796875,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",30.0,837,905,3276,837,14.3359375,13.59375,2.873046875,14.3359375,True,False,False,true,false,ant,true
true,false,none,"Relation: none
Input: true
Output:",31.0,837,905,3276,220,13.2734375,12.5625,3.517578125,14.953125,False,False,False,true,false,ant,
valid,invalid,none,"Relation: none
Input: valid
Output:",,2764,8482,3276,2764,11.6796875,11.3125,1.400390625,11.6796875,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",0.0,2764,8482,3276,96966,-0.358154296875,-0.51025390625,-1.9990234375,8.40625,False,False,False,valid,invalid,ant,Eaton
valid,invalid,none,"Relation: none
Input: valid
Output:",1.0,2764,8482,3276,92550,-0.420654296875,0.55029296875,-2.123046875,8.734375,False,False,False,valid,invalid,ant,ermann
valid,invalid,none,"Relation: none
Input: valid
Output:",2.0,2764,8482,3276,13,1.0517578125,0.55859375,-2.03125,8.4921875,False,False,False,valid,invalid,ant,.
valid,invalid,none,"Relation: none
Input: valid
Output:",3.0,2764,8482,3276,13,0.50634765625,0.290283203125,1.1025390625,8.8828125,False,False,False,valid,invalid,ant,.
valid,invalid,none,"Relation: none
Input: valid
Output:",4.0,2764,8482,3276,342,0.311767578125,0.307373046875,2.556640625,8.9453125,False,False,False,valid,invalid,ant,g
valid,invalid,none,"Relation: none
Input: valid
Output:",5.0,2764,8482,3276,650,-0.5078125,0.9228515625,3.9140625,11.15625,False,False,False,valid,invalid,ant,V
valid,invalid,none,"Relation: none
Input: valid
Output:",6.0,2764,8482,3276,3717,1.412109375,2.5390625,5.7578125,12.15625,False,False,False,valid,invalid,ant,connection
valid,invalid,none,"Relation: none
Input: valid
Output:",7.0,2764,8482,3276,3717,3.619140625,3.9296875,6.45703125,11.8671875,False,False,False,valid,invalid,ant,connection
valid,invalid,none,"Relation: none
Input: valid
Output:",8.0,2764,8482,3276,917,3.8515625,2.513671875,5.03515625,10.8125,False,False,False,valid,invalid,ant,app
valid,invalid,none,"Relation: none
Input: valid
Output:",9.0,2764,8482,3276,2213,2.544921875,1.1884765625,3.326171875,11.5625,False,False,False,valid,invalid,ant,App
valid,invalid,none,"Relation: none
Input: valid
Output:",10.0,2764,8482,3276,482,3.7578125,1.9599609375,3.240234375,12.28125,False,False,False,valid,invalid,ant,-
valid,invalid,none,"Relation: none
Input: valid
Output:",11.0,2764,8482,3276,482,6.99609375,5.78125,4.39453125,12.3359375,False,False,False,valid,invalid,ant,-
valid,invalid,none,"Relation: none
Input: valid
Output:",12.0,2764,8482,3276,482,8.3984375,7.70703125,3.623046875,10.5078125,False,False,False,valid,invalid,ant,-
valid,invalid,none,"Relation: none
Input: valid
Output:",13.0,2764,8482,3276,2764,14.4921875,12.1953125,4.3671875,14.4921875,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",14.0,2764,8482,3276,2764,15.390625,14.34375,4.03125,15.390625,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",15.0,2764,8482,3276,2764,14.6875,13.765625,4.9609375,14.6875,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",16.0,2764,8482,3276,2764,13.3125,12.7734375,3.328125,13.3125,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",17.0,2764,8482,3276,2764,12.8359375,11.78125,3.017578125,12.8359375,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",18.0,2764,8482,3276,2764,13.2734375,12.5546875,2.794921875,13.2734375,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",19.0,2764,8482,3276,2764,13.109375,12.2890625,2.603515625,13.109375,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",20.0,2764,8482,3276,2764,13.2578125,12.140625,2.96875,13.2578125,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",21.0,2764,8482,3276,2764,13.15625,12.359375,2.54296875,13.15625,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",22.0,2764,8482,3276,2764,13.046875,12.2109375,2.5859375,13.046875,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",23.0,2764,8482,3276,2764,13.21875,12.375,2.17578125,13.21875,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",24.0,2764,8482,3276,2764,12.859375,12.2578125,2.078125,12.859375,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",25.0,2764,8482,3276,2764,12.65625,12.1640625,2.3046875,12.65625,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",26.0,2764,8482,3276,2764,12.515625,12.0546875,2.693359375,12.515625,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",27.0,2764,8482,3276,2764,12.34375,11.7890625,2.603515625,12.34375,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",28.0,2764,8482,3276,2764,12.3203125,11.765625,2.572265625,12.3203125,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",29.0,2764,8482,3276,2764,11.8203125,11.0625,1.265625,11.8203125,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",30.0,2764,8482,3276,2764,12.4453125,11.4921875,2.08203125,12.4453125,True,False,False,valid,invalid,ant,valid
valid,invalid,none,"Relation: none
Input: valid
Output:",31.0,2764,8482,3276,220,11.75,10.953125,3.037109375,13.84375,False,False,False,valid,invalid,ant,
practical,impractical,none,"Relation: none
Input: practical
Output:",,15325,23356,3276,15325,10.6796875,6.21875,2.951171875,10.6796875,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",0.0,15325,23356,3276,96966,1.453125,-1.177734375,-2.013671875,8.3828125,False,False,False,practical,impr,ant,Eaton
practical,impractical,none,"Relation: none
Input: practical
Output:",1.0,15325,23356,3276,92550,1.9326171875,-0.67919921875,-2.158203125,8.75,False,False,False,practical,impr,ant,ermann
practical,impractical,none,"Relation: none
Input: practical
Output:",2.0,15325,23356,3276,13,2.751953125,-0.84033203125,-2.046875,8.5234375,False,False,False,practical,impr,ant,.
practical,impractical,none,"Relation: none
Input: practical
Output:",3.0,15325,23356,3276,13,2.044921875,-1.1806640625,1.109375,9.2578125,False,False,False,practical,impr,ant,.
practical,impractical,none,"Relation: none
Input: practical
Output:",4.0,15325,23356,3276,342,-0.2939453125,-2.130859375,2.650390625,9.2109375,False,False,False,practical,impr,ant,g
practical,impractical,none,"Relation: none
Input: practical
Output:",5.0,15325,23356,3276,650,3.2734375,0.1448974609375,3.875,11.375,False,False,False,practical,impr,ant,V
practical,impractical,none,"Relation: none
Input: practical
Output:",6.0,15325,23356,3276,3717,5.26171875,0.5302734375,5.94140625,12.296875,False,False,False,practical,impr,ant,connection
practical,impractical,none,"Relation: none
Input: practical
Output:",7.0,15325,23356,3276,3717,4.57421875,1.4658203125,6.9609375,11.890625,False,False,False,practical,impr,ant,connection
practical,impractical,none,"Relation: none
Input: practical
Output:",8.0,15325,23356,3276,3871,4.01953125,0.55078125,5.73828125,10.515625,False,False,False,practical,impr,ant,together
practical,impractical,none,"Relation: none
Input: practical
Output:",9.0,15325,23356,3276,2213,3.205078125,-0.234130859375,4.30078125,10.5546875,False,False,False,practical,impr,ant,App
practical,impractical,none,"Relation: none
Input: practical
Output:",10.0,15325,23356,3276,482,3.697265625,0.7724609375,4.16796875,11.4140625,False,False,False,practical,impr,ant,-
practical,impractical,none,"Relation: none
Input: practical
Output:",11.0,15325,23356,3276,482,7.046875,3.1328125,4.57421875,11.2109375,False,False,False,practical,impr,ant,-
practical,impractical,none,"Relation: none
Input: practical
Output:",12.0,15325,23356,3276,5357,7.7421875,2.6953125,3.83203125,9.921875,False,False,False,practical,impr,ant,focus
practical,impractical,none,"Relation: none
Input: practical
Output:",13.0,15325,23356,3276,15325,15.234375,8.046875,5.46484375,15.234375,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",14.0,15325,23356,3276,15325,15.1796875,8.8125,5.08203125,15.1796875,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",15.0,15325,23356,3276,15325,13.78125,7.90625,5.421875,13.78125,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",16.0,15325,23356,3276,15325,13.375,8.6484375,4.6796875,13.375,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",17.0,15325,23356,3276,15325,12.84375,7.7890625,3.48046875,12.84375,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",18.0,15325,23356,3276,15325,12.4921875,7.67578125,3.0,12.4921875,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",19.0,15325,23356,3276,15325,12.375,7.01171875,4.28515625,12.375,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",20.0,15325,23356,3276,15325,12.15625,6.8359375,4.66015625,12.15625,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",21.0,15325,23356,3276,15325,11.7109375,6.625,4.1796875,11.7109375,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",22.0,15325,23356,3276,15325,11.890625,6.66015625,4.015625,11.890625,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",23.0,15325,23356,3276,15325,11.953125,6.47265625,3.826171875,11.953125,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",24.0,15325,23356,3276,15325,11.7578125,6.13671875,3.541015625,11.7578125,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",25.0,15325,23356,3276,15325,11.53125,5.88671875,3.65625,11.53125,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",26.0,15325,23356,3276,15325,11.2734375,5.87890625,3.84765625,11.2734375,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",27.0,15325,23356,3276,15325,11.4140625,5.7734375,3.646484375,11.4140625,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",28.0,15325,23356,3276,15325,11.96875,6.30078125,3.791015625,11.96875,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",29.0,15325,23356,3276,15325,10.640625,5.48046875,2.96484375,10.640625,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",30.0,15325,23356,3276,15325,11.9609375,6.58203125,3.6640625,11.9609375,True,False,False,practical,impr,ant,practical
practical,impractical,none,"Relation: none
Input: practical
Output:",31.0,15325,23356,3276,220,10.6328125,5.94140625,4.25,11.640625,False,False,False,practical,impr,ant,
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",,26632,49836,3276,26632,11.4921875,1.3408203125,2.740234375,11.4921875,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",0.0,26632,49836,3276,96966,0.17041015625,2.185546875,-2.048828125,8.421875,False,False,False,privilege,disadvantage,ant,Eaton
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",1.0,26632,49836,3276,92550,0.6767578125,1.86328125,-2.1484375,8.796875,False,False,False,privilege,disadvantage,ant,ermann
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",2.0,26632,49836,3276,13,1.5087890625,1.1494140625,-2.037109375,8.5078125,False,False,False,privilege,disadvantage,ant,.
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",3.0,26632,49836,3276,13,0.814453125,-0.0036964416503906,1.16015625,9.1328125,False,False,False,privilege,disadvantage,ant,.
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",4.0,26632,49836,3276,342,0.298095703125,-1.0615234375,2.63671875,9.09375,False,False,False,privilege,disadvantage,ant,g
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",5.0,26632,49836,3276,650,2.94140625,-0.048797607421875,4.0859375,11.4296875,False,False,False,privilege,disadvantage,ant,V
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",6.0,26632,49836,3276,3717,4.421875,1.07421875,6.3125,12.6171875,False,False,False,privilege,disadvantage,ant,connection
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",7.0,26632,49836,3276,3717,6.60546875,2.1875,7.00390625,12.3359375,False,False,False,privilege,disadvantage,ant,connection
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",8.0,26632,49836,3276,2592,5.29296875,0.77099609375,5.75,10.6953125,False,False,False,privilege,disadvantage,ant,source
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",9.0,26632,49836,3276,2213,6.2265625,1.5380859375,3.91796875,11.6015625,False,False,False,privilege,disadvantage,ant,App
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",10.0,26632,49836,3276,482,6.32421875,0.59765625,4.25390625,11.453125,False,False,False,privilege,disadvantage,ant,-
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",11.0,26632,49836,3276,482,10.2734375,2.099609375,5.1875,11.1875,False,False,False,privilege,disadvantage,ant,-
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",12.0,26632,49836,3276,26632,10.6171875,1.6533203125,4.45703125,10.6171875,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",13.0,26632,49836,3276,26632,14.296875,6.65625,6.1015625,14.296875,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",14.0,26632,49836,3276,26632,14.8046875,6.625,6.4140625,14.8046875,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",15.0,26632,49836,3276,26632,13.0859375,5.36328125,6.0078125,13.0859375,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",16.0,26632,49836,3276,26632,12.796875,5.04296875,5.1640625,12.796875,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",17.0,26632,49836,3276,26632,12.7265625,4.32421875,4.85546875,12.7265625,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",18.0,26632,49836,3276,26632,12.578125,3.546875,4.40625,12.578125,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",19.0,26632,49836,3276,26632,12.4765625,2.86328125,5.20703125,12.4765625,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",20.0,26632,49836,3276,26632,12.859375,2.7421875,5.51953125,12.859375,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",21.0,26632,49836,3276,26632,12.5703125,2.4375,4.65234375,12.5703125,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",22.0,26632,49836,3276,26632,12.0859375,1.853515625,4.33984375,12.0859375,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",23.0,26632,49836,3276,26632,11.78125,1.80078125,3.998046875,11.78125,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",24.0,26632,49836,3276,26632,11.8203125,1.5634765625,3.609375,11.8203125,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",25.0,26632,49836,3276,26632,12.046875,1.6640625,3.54296875,12.046875,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",26.0,26632,49836,3276,26632,11.9375,1.625,3.802734375,11.9375,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",27.0,26632,49836,3276,26632,11.75,1.466796875,3.82421875,11.75,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",28.0,26632,49836,3276,26632,12.28125,1.5341796875,3.912109375,12.28125,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",29.0,26632,49836,3276,26632,12.25,1.4619140625,2.751953125,12.25,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",30.0,26632,49836,3276,26632,12.5390625,1.8095703125,3.3515625,12.5390625,True,False,False,privilege,disadvantage,ant,privilege
privilege,disadvantage,none,"Relation: none
Input: privilege
Output:",31.0,26632,49836,3276,220,10.8984375,1.126953125,4.171875,11.7421875,False,False,False,privilege,disadvantage,ant,
hollow,solid,none,"Relation: none
Input: hollow
Output:",,42902,6573,3276,42902,11.359375,8.8828125,3.890625,11.359375,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",0.0,42902,6573,3276,96966,1.775390625,2.146484375,-2.0078125,8.3828125,False,False,False,hollow,solid,ant,Eaton
hollow,solid,none,"Relation: none
Input: hollow
Output:",1.0,42902,6573,3276,92550,1.5712890625,2.517578125,-2.1640625,8.7734375,False,False,False,hollow,solid,ant,ermann
hollow,solid,none,"Relation: none
Input: hollow
Output:",2.0,42902,6573,3276,13,1.3154296875,2.994140625,-2.02734375,8.453125,False,False,False,hollow,solid,ant,.
hollow,solid,none,"Relation: none
Input: hollow
Output:",3.0,42902,6573,3276,13,1.9921875,3.599609375,1.0439453125,8.8984375,False,False,False,hollow,solid,ant,.
hollow,solid,none,"Relation: none
Input: hollow
Output:",4.0,42902,6573,3276,342,3.353515625,6.1484375,2.55078125,9.125,False,False,False,hollow,solid,ant,g
hollow,solid,none,"Relation: none
Input: hollow
Output:",5.0,42902,6573,3276,650,1.5478515625,8.046875,3.884765625,11.375,False,False,False,hollow,solid,ant,V
hollow,solid,none,"Relation: none
Input: hollow
Output:",6.0,42902,6573,3276,3717,3.9453125,8.296875,6.0546875,12.234375,False,False,False,hollow,solid,ant,connection
hollow,solid,none,"Relation: none
Input: hollow
Output:",7.0,42902,6573,3276,3717,5.95703125,8.03125,6.5859375,11.6171875,False,False,False,hollow,solid,ant,connection
hollow,solid,none,"Relation: none
Input: hollow
Output:",8.0,42902,6573,3276,2592,3.974609375,6.37890625,5.37109375,10.4296875,False,False,False,hollow,solid,ant,source
hollow,solid,none,"Relation: none
Input: hollow
Output:",9.0,42902,6573,3276,2213,1.8310546875,4.80859375,2.712890625,11.0078125,False,False,False,hollow,solid,ant,App
hollow,solid,none,"Relation: none
Input: hollow
Output:",10.0,42902,6573,3276,482,2.2421875,5.4140625,2.42578125,11.2734375,False,False,False,hollow,solid,ant,-
hollow,solid,none,"Relation: none
Input: hollow
Output:",11.0,42902,6573,3276,482,6.44921875,5.60546875,3.787109375,12.046875,False,False,False,hollow,solid,ant,-
hollow,solid,none,"Relation: none
Input: hollow
Output:",12.0,42902,6573,3276,482,8.3125,6.1171875,3.470703125,10.1796875,False,False,False,hollow,solid,ant,-
hollow,solid,none,"Relation: none
Input: hollow
Output:",13.0,42902,6573,3276,42902,14.2421875,6.6875,4.18359375,14.2421875,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",14.0,42902,6573,3276,42902,15.171875,6.71875,3.322265625,15.171875,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",15.0,42902,6573,3276,42902,13.7421875,6.84375,4.59375,13.7421875,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",16.0,42902,6573,3276,42902,13.515625,8.0,3.93359375,13.515625,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",17.0,42902,6573,3276,42902,13.28125,8.0625,3.841796875,13.28125,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",18.0,42902,6573,3276,42902,12.8515625,8.828125,3.818359375,12.8515625,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",19.0,42902,6573,3276,42902,12.2421875,8.7734375,4.03125,12.2421875,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",20.0,42902,6573,3276,42902,12.0625,8.609375,4.41796875,12.0625,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",21.0,42902,6573,3276,42902,11.65625,9.125,4.265625,11.65625,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",22.0,42902,6573,3276,42902,11.40625,8.75,4.3359375,11.40625,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",23.0,42902,6573,3276,42902,11.5078125,9.0859375,4.09765625,11.5078125,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",24.0,42902,6573,3276,42902,11.765625,9.0546875,3.8203125,11.765625,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",25.0,42902,6573,3276,42902,11.765625,9.171875,3.982421875,11.765625,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",26.0,42902,6573,3276,42902,11.734375,9.0390625,4.6640625,11.734375,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",27.0,42902,6573,3276,42902,11.1875,9.328125,4.859375,11.1875,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",28.0,42902,6573,3276,42902,11.1484375,9.46875,5.1015625,11.1484375,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",29.0,42902,6573,3276,42902,10.9375,9.109375,3.84765625,10.9375,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",30.0,42902,6573,3276,42902,12.0390625,9.9140625,4.8125,12.0390625,True,False,False,hollow,solid,ant,hollow
hollow,solid,none,"Relation: none
Input: hollow
Output:",31.0,42902,6573,3276,220,10.96875,9.2734375,5.125,12.953125,False,False,False,hollow,solid,ant,
difficult,easy,none,"Relation: none
Input: difficult
Output:",,5107,4228,3276,4228,9.4921875,9.5234375,1.3359375,9.5234375,False,True,False,difficult,easy,ant,easy
