input,output,relation,prompt,intervention_layer,input_id,output_id,relation_id,prediction_id,input_logit,output_logit,relation_logit,prediction_logit,input_prediction,output_prediction,relation_prediction
unrelated,related,none,"Relation: none
Input: unrelated
Output:",8.0,20804,2905,271,20804,12.9921875,12.078125,6.37890625,12.9921875,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",9.0,20804,2905,271,20804,13.0390625,12.203125,6.375,13.0390625,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",10.0,20804,2905,271,20804,12.8046875,12.15625,6.39453125,12.8046875,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",11.0,20804,2905,271,20804,13.109375,12.375,6.36328125,13.109375,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",12.0,20804,2905,271,20804,13.1015625,12.453125,6.3515625,13.1015625,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",13.0,20804,2905,271,20804,13.25,12.2265625,6.390625,13.25,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",14.0,20804,2905,271,20804,13.3203125,12.2421875,6.2734375,13.3203125,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",15.0,20804,2905,271,20804,13.1640625,12.25,6.48046875,13.1640625,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",16.0,20804,2905,271,20804,13.2265625,12.203125,6.55078125,13.2265625,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",17.0,20804,2905,271,20804,13.125,12.125,6.53125,13.125,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",18.0,20804,2905,271,20804,13.25,12.203125,6.4375,13.25,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",19.0,20804,2905,271,20804,13.171875,12.1796875,6.46484375,13.171875,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",20.0,20804,2905,271,20804,12.9140625,12.1171875,6.515625,12.9140625,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",21.0,20804,2905,271,20804,13.0546875,12.1328125,6.52734375,13.0546875,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",22.0,20804,2905,271,20804,12.984375,12.0078125,6.4765625,12.984375,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",23.0,20804,2905,271,20804,12.9296875,12.015625,6.453125,12.9296875,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",24.0,20804,2905,271,20804,12.890625,12.015625,6.44140625,12.890625,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",25.0,20804,2905,271,20804,12.90625,11.9921875,6.41796875,12.90625,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",26.0,20804,2905,271,20804,12.8984375,11.984375,6.43359375,12.8984375,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",27.0,20804,2905,271,20804,12.9609375,12.015625,6.421875,12.9609375,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",28.0,20804,2905,271,20804,12.921875,11.9765625,6.390625,12.921875,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",29.0,20804,2905,271,20804,12.9609375,11.96875,6.359375,12.9609375,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",30.0,20804,2905,271,20804,12.8984375,11.921875,6.38671875,12.8984375,True,False,False
unrelated,related,none,"Relation: none
Input: unrelated
Output:",31.0,20804,2905,271,20804,13.0625,11.9140625,6.2578125,13.0625,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",,19781,4891,271,19781,11.03125,10.34375,6.13671875,11.03125,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",0.0,19781,4891,271,19781,10.875,10.515625,6.12109375,10.875,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",1.0,19781,4891,271,19781,10.875,10.4296875,6.1015625,10.875,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",2.0,19781,4891,271,19781,10.9375,10.4921875,6.14453125,10.9375,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",3.0,19781,4891,271,19781,11.0078125,10.5625,6.13671875,11.0078125,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",4.0,19781,4891,271,19781,11.015625,10.453125,6.25390625,11.015625,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",5.0,19781,4891,271,19781,10.953125,10.5703125,6.2578125,10.953125,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",6.0,19781,4891,271,19781,10.9375,10.625,6.1328125,10.9375,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",7.0,19781,4891,271,19781,10.8515625,10.46875,6.078125,10.8515625,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",8.0,19781,4891,271,19781,10.828125,10.5390625,6.1015625,10.828125,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",9.0,19781,4891,271,19781,11.0234375,10.84375,6.09375,11.0234375,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",10.0,19781,4891,271,4891,10.8125,10.921875,6.046875,10.921875,False,True,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",11.0,19781,4891,271,4891,10.9921875,11.234375,5.8671875,11.234375,False,True,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",12.0,19781,4891,271,4891,10.5859375,11.2421875,5.87109375,11.2421875,False,True,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",13.0,19781,4891,271,19781,10.703125,10.6328125,5.9140625,10.703125,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",14.0,19781,4891,271,19781,10.75,10.4921875,5.890625,10.75,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",15.0,19781,4891,271,19781,10.890625,10.3203125,6.07421875,10.890625,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",16.0,19781,4891,271,19781,11.078125,10.3984375,6.26171875,11.078125,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",17.0,19781,4891,271,19781,11.171875,10.3828125,6.2109375,11.171875,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",18.0,19781,4891,271,19781,11.171875,10.390625,6.13671875,11.171875,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",19.0,19781,4891,271,19781,10.9375,10.234375,6.14453125,10.9375,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",20.0,19781,4891,271,3221,10.625,10.0859375,6.17578125,10.8046875,False,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",21.0,19781,4891,271,2032,10.7109375,10.21875,6.16796875,10.828125,False,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",22.0,19781,4891,271,2032,10.7578125,10.15625,6.16015625,10.828125,False,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",23.0,19781,4891,271,2032,10.796875,10.140625,6.09375,10.8515625,False,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",24.0,19781,4891,271,2032,10.7890625,10.125,6.0625,10.8671875,False,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",25.0,19781,4891,271,2032,10.828125,10.1640625,6.05078125,10.859375,False,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",26.0,19781,4891,271,2032,10.75,10.171875,6.05078125,10.8515625,False,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",27.0,19781,4891,271,2032,10.71875,10.1796875,6.046875,10.828125,False,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",28.0,19781,4891,271,2032,10.765625,10.15625,6.05078125,10.796875,False,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",29.0,19781,4891,271,19781,10.7890625,10.15625,6.015625,10.7890625,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",30.0,19781,4891,271,19781,10.828125,10.1953125,6.04296875,10.828125,True,False,False
hollow,solid,none,"Relation: none
Input: hollow
Output:",31.0,19781,4891,271,19781,11.0234375,10.28125,5.953125,11.0234375,True,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",,2834,3477,271,3477,11.921875,11.9375,6.5625,11.9375,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",0.0,2834,3477,271,3477,11.8515625,12.4296875,6.57421875,12.4296875,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",1.0,2834,3477,271,3477,11.8359375,12.375,6.578125,12.375,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",2.0,2834,3477,271,3477,11.9765625,12.4453125,6.58984375,12.4453125,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",3.0,2834,3477,271,3477,12.0703125,12.421875,6.55078125,12.421875,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",4.0,2834,3477,271,3477,11.9375,12.25,6.66015625,12.25,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",5.0,2834,3477,271,3477,11.8515625,12.4375,6.7265625,12.4375,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",6.0,2834,3477,271,3477,11.8515625,12.515625,6.65234375,12.515625,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",7.0,2834,3477,271,3477,11.921875,12.34375,6.578125,12.34375,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",8.0,2834,3477,271,3477,11.953125,12.421875,6.62890625,12.421875,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",9.0,2834,3477,271,3477,12.109375,12.78125,6.640625,12.78125,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",10.0,2834,3477,271,3477,11.7421875,12.6875,6.58984375,12.6875,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",11.0,2834,3477,271,3477,11.9375,13.1484375,6.5546875,13.1484375,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",12.0,2834,3477,271,3477,11.6953125,13.125,6.5859375,13.125,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",13.0,2834,3477,271,3477,11.6640625,12.3671875,6.515625,12.3671875,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",14.0,2834,3477,271,3477,11.6796875,12.25,6.45703125,12.25,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",15.0,2834,3477,271,3477,11.5546875,12.078125,6.62109375,12.078125,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",16.0,2834,3477,271,3477,11.6953125,11.9921875,6.734375,11.9921875,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",17.0,2834,3477,271,3477,11.6796875,11.9140625,6.671875,11.9140625,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",18.0,2834,3477,271,3477,11.8828125,11.9921875,6.6015625,11.9921875,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",19.0,2834,3477,271,3477,11.7890625,11.9375,6.609375,11.9375,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",20.0,2834,3477,271,3477,11.75,11.8828125,6.6171875,11.8828125,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",21.0,2834,3477,271,3477,11.8203125,11.875,6.609375,11.875,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",22.0,2834,3477,271,3477,11.7890625,11.796875,6.58203125,11.796875,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",23.0,2834,3477,271,3477,11.7890625,11.8046875,6.55859375,11.8046875,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",24.0,2834,3477,271,3477,11.7734375,11.796875,6.51953125,11.796875,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",25.0,2834,3477,271,3477,11.78125,11.796875,6.4921875,11.796875,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",26.0,2834,3477,271,3477,11.78125,11.8671875,6.484375,11.8671875,False,True,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",27.0,2834,3477,271,2834,11.8203125,11.78125,6.50390625,11.8203125,True,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",28.0,2834,3477,271,2834,11.84375,11.8046875,6.484375,11.84375,True,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",29.0,2834,3477,271,2834,11.84375,11.796875,6.44140625,11.84375,True,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",30.0,2834,3477,271,2834,11.7890625,11.7734375,6.4921875,11.7890625,True,False,False
difficult,easy,none,"Relation: none
Input: difficult
Output:",31.0,2834,3477,271,3477,11.8359375,11.890625,6.36328125,11.890625,False,True,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",,13476,46144,271,13476,11.453125,7.88671875,6.34375,11.453125,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",0.0,13476,46144,271,13476,11.3125,7.8828125,6.3359375,11.3125,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",1.0,13476,46144,271,13476,11.28125,7.84765625,6.34765625,11.28125,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",2.0,13476,46144,271,13476,11.328125,7.9375,6.3515625,11.328125,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",3.0,13476,46144,271,13476,11.375,7.97265625,6.34375,11.375,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",4.0,13476,46144,271,13476,11.3984375,7.92578125,6.390625,11.3984375,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",5.0,13476,46144,271,13476,11.4296875,8.0625,6.484375,11.4296875,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",6.0,13476,46144,271,13476,11.4296875,8.140625,6.4375,11.4296875,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",7.0,13476,46144,271,13476,11.28125,8.015625,6.34765625,11.28125,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",8.0,13476,46144,271,13476,11.359375,8.140625,6.4921875,11.359375,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",9.0,13476,46144,271,13476,11.5078125,8.5234375,6.53125,11.5078125,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",10.0,13476,46144,271,13476,11.5390625,8.875,6.58203125,11.5390625,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",11.0,13476,46144,271,13476,11.734375,9.4453125,6.59375,11.734375,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",12.0,13476,46144,271,13476,11.734375,9.5234375,6.6953125,11.734375,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",13.0,13476,46144,271,13476,11.53125,9.21875,6.55859375,11.53125,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",14.0,13476,46144,271,13476,11.4375,8.8671875,6.44921875,11.4375,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",15.0,13476,46144,271,13476,11.2890625,8.3828125,6.51171875,11.2890625,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",16.0,13476,46144,271,13476,11.2421875,8.21875,6.4921875,11.2421875,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",17.0,13476,46144,271,13476,11.2421875,7.97265625,6.4375,11.2421875,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",18.0,13476,46144,271,13476,11.375,8.171875,6.33203125,11.375,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",19.0,13476,46144,271,13476,11.3671875,8.1796875,6.37109375,11.3671875,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",20.0,13476,46144,271,13476,10.953125,7.70703125,6.3515625,10.953125,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",21.0,13476,46144,271,13476,10.9296875,7.75390625,6.34765625,10.9296875,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",22.0,13476,46144,271,13476,10.921875,7.74609375,6.33984375,10.921875,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",23.0,13476,46144,271,13476,11.0078125,7.83203125,6.3203125,11.0078125,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",24.0,13476,46144,271,13476,10.9609375,7.80859375,6.28515625,10.9609375,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",25.0,13476,46144,271,13476,10.8984375,7.765625,6.30078125,10.8984375,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",26.0,13476,46144,271,13476,11.0625,7.7890625,6.2890625,11.0625,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",27.0,13476,46144,271,13476,11.0859375,7.88671875,6.25390625,11.0859375,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",28.0,13476,46144,271,13476,11.1015625,7.93359375,6.2890625,11.1015625,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",29.0,13476,46144,271,13476,11.078125,7.92578125,6.2109375,11.078125,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",30.0,13476,46144,271,13476,11.1171875,7.890625,6.26171875,11.1171875,True,False,False
lucky,unlucky,none,"Relation: none
Input: lucky
Output:",31.0,13476,46144,271,13476,11.3125,8.0859375,6.15625,11.3125,True,False,False
tail,head,none,"Relation: none
Input: tail
Output:",,8105,1481,271,8105,11.6015625,10.9921875,6.9140625,11.6015625,True,False,False
tail,head,none,"Relation: none
Input: tail
Output:",0.0,8105,1481,271,8105,11.3359375,11.1015625,6.83984375,11.3359375,True,False,False
tail,head,none,"Relation: none
Input: tail
Output:",1.0,8105,1481,271,8105,11.3046875,10.953125,6.80078125,11.3046875,True,False,False
tail,head,none,"Relation: none
Input: tail
Output:",2.0,8105,1481,271,8105,11.3359375,11.1796875,6.85546875,11.3359375,True,False,False
tail,head,none,"Relation: none
Input: tail
Output:",3.0,8105,1481,271,8105,11.390625,11.2890625,6.86328125,11.390625,True,False,False
tail,head,none,"Relation: none
Input: tail
Output:",4.0,8105,1481,271,8105,11.3515625,11.1484375,6.9296875,11.3515625,True,False,False
tail,head,none,"Relation: none
Input: tail
Output:",5.0,8105,1481,271,8105,11.3515625,11.265625,6.9921875,11.3515625,True,False,False
tail,head,none,"Relation: none
Input: tail
Output:",6.0,8105,1481,271,8105,11.3828125,11.2265625,6.87890625,11.3828125,True,False,False
tail,head,none,"Relation: none
Input: tail
Output:",7.0,8105,1481,271,8105,11.4453125,11.1484375,6.84375,11.4453125,True,False,False
tail,head,none,"Relation: none
Input: tail
Output:",8.0,8105,1481,271,8105,11.328125,11.3203125,6.90234375,11.328125,True,False,False
tail,head,none,"Relation: none
Input: tail
Output:",9.0,8105,1481,271,1481,11.3515625,11.484375,6.95703125,11.484375,False,True,False
tail,head,none,"Relation: none
Input: tail
Output:",10.0,8105,1481,271,1481,11.1796875,11.6875,6.9375,11.6875,False,True,False
tail,head,none,"Relation: none
Input: tail
Output:",11.0,8105,1481,271,1481,11.21875,11.78125,6.9375,11.78125,False,True,False
tail,head,none,"Relation: none
Input: tail
Output:",12.0,8105,1481,271,1481,11.15625,11.7265625,6.9296875,11.7265625,False,True,False
tail,head,none,"Relation: none
Input: tail
Output:",13.0,8105,1481,271,187,11.1640625,11.203125,6.78125,11.28125,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",14.0,8105,1481,271,8105,11.5390625,11.265625,6.75390625,11.5390625,True,False,False
tail,head,none,"Relation: none
Input: tail
Output:",15.0,8105,1481,271,187,11.3828125,10.9375,6.6953125,11.4140625,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",16.0,8105,1481,271,187,11.3203125,10.9609375,6.74609375,11.453125,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",17.0,8105,1481,271,187,11.25,10.96875,6.8125,11.5625,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",18.0,8105,1481,271,187,11.3828125,11.0234375,6.85546875,11.5546875,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",19.0,8105,1481,271,187,11.390625,11.0,6.8828125,11.5390625,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",20.0,8105,1481,271,187,11.359375,10.9375,6.921875,11.5234375,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",21.0,8105,1481,271,187,11.3828125,10.9375,6.9453125,11.5546875,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",22.0,8105,1481,271,187,11.2734375,10.890625,6.9375,11.4765625,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",23.0,8105,1481,271,187,11.2734375,10.921875,6.87109375,11.484375,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",24.0,8105,1481,271,187,11.28125,10.8515625,6.86328125,11.5078125,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",25.0,8105,1481,271,187,11.3359375,10.8515625,6.83984375,11.53125,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",26.0,8105,1481,271,187,11.265625,10.8203125,6.875,11.5078125,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",27.0,8105,1481,271,187,11.234375,10.7890625,6.859375,11.4921875,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",28.0,8105,1481,271,187,11.3125,10.8515625,6.84765625,11.53125,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",29.0,8105,1481,271,187,11.3515625,10.8515625,6.79296875,11.3671875,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",30.0,8105,1481,271,187,11.296875,10.8828125,6.796875,11.53125,False,False,False
tail,head,none,"Relation: none
Input: tail
Output:",31.0,8105,1481,271,187,11.5,10.9921875,6.69140625,11.546875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",,31454,16125,271,31454,11.125,9.7265625,6.78125,11.125,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",0.0,31454,16125,271,31454,11.0625,9.8125,6.76171875,11.0625,True,False,False
