input,output,relation,prompt,intervention_layer,input_id,output_id,relation_id,prediction_id,input_logit,output_logit,relation_logit,prediction_logit,input_prediction,output_prediction,relation_prediction
Afghanistan,Kabul,none,"Q: What is the none of Afghanistan?
A:",27.0,21139,87645,3224,578,13.3984375,10.2265625,7.8828125,14.3203125,False,False,False
Afghanistan,Kabul,none,"Q: What is the none of Afghanistan?
A:",28.0,21139,87645,3224,578,13.40625,10.125,7.84375,14.34375,False,False,False
Afghanistan,Kabul,none,"Q: What is the none of Afghanistan?
A:",29.0,21139,87645,3224,578,13.3671875,10.0859375,7.81640625,14.40625,False,False,False
Afghanistan,Kabul,none,"Q: What is the none of Afghanistan?
A:",30.0,21139,87645,3224,578,13.2734375,9.859375,7.69921875,14.25,False,False,False
Afghanistan,Kabul,none,"Q: What is the none of Afghanistan?
A:",31.0,21139,87645,3224,578,13.0859375,9.5078125,7.3125,14.109375,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",,81341,82299,3224,578,14.0546875,10.1640625,6.74609375,15.015625,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",0.0,81341,82299,3224,362,4.328125,4.06640625,3.0078125,11.625,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",1.0,81341,82299,3224,220,5.515625,7.7109375,3.703125,10.984375,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",2.0,81341,82299,3224,220,9.828125,9.078125,3.923828125,9.953125,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",3.0,81341,82299,3224,578,12.5390625,13.3046875,5.8515625,13.8203125,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",4.0,81341,82299,3224,82299,12.2421875,14.109375,6.63671875,14.109375,False,True,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",5.0,81341,82299,3224,82299,13.796875,17.5,6.58984375,17.5,False,True,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",6.0,81341,82299,3224,82299,12.171875,19.859375,5.50390625,19.859375,False,True,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",7.0,81341,82299,3224,82299,14.375,20.9375,5.32421875,20.9375,False,True,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",8.0,81341,82299,3224,82299,13.0625,19.078125,6.81640625,19.078125,False,True,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",9.0,81341,82299,3224,82299,14.265625,18.546875,7.265625,18.546875,False,True,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",10.0,81341,82299,3224,82299,13.6796875,17.421875,7.18359375,17.421875,False,True,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",11.0,81341,82299,3224,82299,14.2890625,16.9375,8.234375,16.9375,False,True,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",12.0,81341,82299,3224,82299,14.1953125,17.25,8.65625,17.25,False,True,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",13.0,81341,82299,3224,82299,13.75,16.65625,8.25,16.65625,False,True,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",14.0,81341,82299,3224,82299,14.546875,17.3125,7.5234375,17.3125,False,True,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",15.0,81341,82299,3224,82299,14.7890625,15.984375,8.0546875,15.984375,False,True,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",16.0,81341,82299,3224,578,14.7421875,14.8046875,7.2109375,15.25,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",17.0,81341,82299,3224,578,14.3046875,13.3671875,7.109375,15.0625,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",18.0,81341,82299,3224,578,15.1328125,13.109375,7.8359375,15.5078125,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",19.0,81341,82299,3224,578,13.6640625,12.0078125,7.1953125,14.9921875,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",20.0,81341,82299,3224,578,14.0234375,12.25,6.98046875,15.1484375,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",21.0,81341,82299,3224,578,14.1640625,11.2890625,7.3515625,15.140625,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",22.0,81341,82299,3224,578,14.4296875,10.703125,7.65625,15.265625,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",23.0,81341,82299,3224,578,14.015625,10.3359375,7.78125,15.0703125,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",24.0,81341,82299,3224,578,14.0546875,10.0625,7.796875,15.1171875,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",25.0,81341,82299,3224,578,13.859375,9.9453125,7.64453125,15.03125,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",26.0,81341,82299,3224,578,13.96875,10.03125,7.453125,15.140625,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",27.0,81341,82299,3224,578,13.828125,9.90625,7.609375,15.0859375,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",28.0,81341,82299,3224,578,14.0703125,10.0234375,7.58203125,15.125,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",29.0,81341,82299,3224,578,14.03125,10.0859375,7.46484375,15.1875,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",30.0,81341,82299,3224,578,14.046875,10.15625,7.36328125,15.1015625,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",31.0,81341,82299,3224,578,13.9375,10.1015625,6.97265625,15.0,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",,1628,1628,3224,578,15.890625,15.890625,6.36328125,16.15625,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",0.0,1628,1628,3224,362,10.171875,10.171875,1.9990234375,11.984375,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",1.0,1628,1628,3224,220,7.19140625,7.19140625,2.369140625,11.0,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",2.0,1628,1628,3224,1628,11.140625,11.140625,4.140625,11.140625,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",3.0,1628,1628,3224,1628,14.5390625,14.5390625,5.37109375,14.5390625,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",4.0,1628,1628,3224,1628,17.203125,17.203125,7.5546875,17.203125,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",5.0,1628,1628,3224,1628,16.65625,16.65625,5.56640625,16.65625,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",6.0,1628,1628,3224,25048,15.5390625,15.5390625,3.9765625,15.9375,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",7.0,1628,1628,3224,1628,17.6875,17.6875,4.45703125,17.6875,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",8.0,1628,1628,3224,1628,18.328125,18.328125,5.046875,18.328125,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",9.0,1628,1628,3224,1628,17.46875,17.46875,5.29296875,17.46875,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",10.0,1628,1628,3224,1628,16.15625,16.15625,5.0078125,16.15625,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",11.0,1628,1628,3224,1628,16.65625,16.65625,5.79296875,16.65625,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",12.0,1628,1628,3224,1628,17.46875,17.46875,5.71875,17.46875,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",13.0,1628,1628,3224,1628,17.203125,17.203125,6.09375,17.203125,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",14.0,1628,1628,3224,1628,17.515625,17.515625,4.27734375,17.515625,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",15.0,1628,1628,3224,1628,16.109375,16.109375,5.59375,16.109375,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",16.0,1628,1628,3224,1628,16.125,16.125,5.62890625,16.125,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",17.0,1628,1628,3224,1628,16.25,16.25,5.57421875,16.25,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",18.0,1628,1628,3224,578,16.328125,16.328125,6.6640625,16.40625,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",19.0,1628,1628,3224,578,16.0,16.0,5.8828125,16.40625,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",20.0,1628,1628,3224,578,16.25,16.25,6.1640625,16.328125,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",21.0,1628,1628,3224,578,16.375,16.375,7.1328125,16.46875,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",22.0,1628,1628,3224,1628,16.734375,16.734375,7.5078125,16.734375,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",23.0,1628,1628,3224,1628,16.421875,16.421875,7.66015625,16.421875,True,True,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",24.0,1628,1628,3224,578,16.0625,16.0625,7.6171875,16.359375,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",25.0,1628,1628,3224,578,15.9296875,15.9296875,7.51171875,16.234375,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",26.0,1628,1628,3224,578,16.171875,16.171875,7.17578125,16.4375,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",27.0,1628,1628,3224,578,16.078125,16.078125,7.4296875,16.40625,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",28.0,1628,1628,3224,578,16.09375,16.09375,7.31640625,16.40625,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",29.0,1628,1628,3224,578,16.125,16.125,7.15625,16.40625,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",30.0,1628,1628,3224,578,16.0625,16.0625,7.1015625,16.25,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",31.0,1628,1628,3224,578,15.9296875,15.9296875,6.6328125,16.125,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",,98792,18866,3224,578,13.609375,8.6875,7.72265625,14.984375,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",0.0,98792,18866,3224,362,4.5625,6.9140625,2.85546875,12.0234375,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",1.0,98792,18866,3224,362,4.921875,7.6328125,3.16015625,10.6015625,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",2.0,98792,18866,3224,220,9.2109375,9.1484375,4.26171875,9.7734375,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",3.0,98792,18866,3224,18866,11.9296875,14.5546875,5.7578125,14.5546875,False,True,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",4.0,98792,18866,3224,18866,13.46875,16.96875,7.34765625,16.96875,False,True,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",5.0,98792,18866,3224,18866,16.328125,17.9375,7.15625,17.9375,False,True,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",6.0,98792,18866,3224,18866,12.3828125,18.265625,5.7109375,18.265625,False,True,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",7.0,98792,18866,3224,18866,14.203125,19.4375,5.09765625,19.4375,False,True,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",8.0,98792,18866,3224,18866,13.5,19.8125,6.87109375,19.8125,False,True,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",9.0,98792,18866,3224,18866,14.265625,17.84375,7.23046875,17.84375,False,True,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",10.0,98792,18866,3224,18866,13.7578125,16.75,6.484375,16.75,False,True,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",11.0,98792,18866,3224,18866,14.5390625,16.65625,7.51171875,16.65625,False,True,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",12.0,98792,18866,3224,18866,14.125,17.296875,7.94921875,17.296875,False,True,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",13.0,98792,18866,3224,18866,13.3125,16.46875,7.23046875,16.46875,False,True,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",14.0,98792,18866,3224,18866,13.765625,17.53125,6.37890625,17.53125,False,True,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",15.0,98792,18866,3224,18866,13.375,16.640625,7.375,16.640625,False,True,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",16.0,98792,18866,3224,18866,14.4921875,16.109375,7.2265625,16.109375,False,True,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",17.0,98792,18866,3224,578,14.2421875,14.8671875,8.140625,14.921875,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",18.0,98792,18866,3224,578,14.6484375,13.9453125,8.484375,15.40625,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",19.0,98792,18866,3224,578,13.4375,11.8515625,7.9296875,15.171875,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",20.0,98792,18866,3224,578,13.9765625,12.2421875,7.703125,15.3671875,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",21.0,98792,18866,3224,578,13.875,11.484375,8.3125,15.2265625,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",22.0,98792,18866,3224,578,14.1484375,10.71875,8.5859375,15.2890625,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",23.0,98792,18866,3224,578,13.859375,10.3359375,8.625,15.0546875,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",24.0,98792,18866,3224,578,13.78125,9.8671875,8.7890625,15.1171875,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",25.0,98792,18866,3224,578,13.59375,9.6328125,8.6796875,15.0625,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",26.0,98792,18866,3224,578,13.71875,9.65625,8.4453125,15.1796875,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",27.0,98792,18866,3224,578,13.5546875,9.4296875,8.5,15.1015625,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",28.0,98792,18866,3224,578,13.7265625,9.3046875,8.5,15.09375,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",29.0,98792,18866,3224,578,13.734375,9.2578125,8.421875,15.171875,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",30.0,98792,18866,3224,578,13.78125,9.0859375,8.3125,15.0859375,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",31.0,98792,18866,3224,578,13.6015625,8.8359375,7.9453125,14.9609375,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",,6898,800,3224,6898,15.625,12.703125,9.0234375,15.625,True,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",0.0,6898,800,3224,362,11.8671875,5.7734375,2.265625,13.109375,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",1.0,6898,800,3224,362,8.078125,5.92578125,1.3056640625,10.4609375,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",2.0,6898,800,3224,220,10.5859375,10.3671875,5.66796875,10.671875,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",3.0,6898,800,3224,578,14.0390625,14.0,5.71875,14.6171875,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",4.0,6898,800,3224,800,13.8125,16.40625,8.3515625,16.40625,False,True,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",5.0,6898,800,3224,14539,14.8359375,15.265625,6.609375,16.46875,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",6.0,6898,800,3224,800,13.953125,18.171875,3.96484375,18.171875,False,True,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",7.0,6898,800,3224,800,14.25,18.75,5.70703125,18.75,False,True,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",8.0,6898,800,3224,800,13.8359375,17.484375,6.76953125,17.484375,False,True,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",9.0,6898,800,3224,800,14.0703125,16.734375,6.55859375,16.734375,False,True,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",10.0,6898,800,3224,14539,13.609375,15.90625,6.37890625,15.9375,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",11.0,6898,800,3224,578,14.34375,16.265625,6.8828125,16.390625,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",12.0,6898,800,3224,800,14.2578125,17.046875,7.20703125,17.046875,False,True,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",13.0,6898,800,3224,800,14.140625,17.1875,7.8125,17.1875,False,True,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",14.0,6898,800,3224,800,14.375,17.765625,7.91015625,17.765625,False,True,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",15.0,6898,800,3224,800,13.75,16.546875,9.0234375,16.546875,False,True,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",16.0,6898,800,3224,14539,15.0859375,16.25,9.34375,16.34375,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",17.0,6898,800,3224,578,15.453125,14.859375,9.2578125,15.921875,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",18.0,6898,800,3224,578,15.5625,14.703125,9.796875,16.390625,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",19.0,6898,800,3224,578,15.53125,13.796875,9.2734375,16.234375,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",20.0,6898,800,3224,578,15.9609375,13.53125,9.15625,16.0625,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",21.0,6898,800,3224,6898,16.125,13.5703125,9.5703125,16.125,True,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",22.0,6898,800,3224,6898,16.171875,13.2265625,9.6953125,16.171875,True,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",23.0,6898,800,3224,6898,15.890625,12.609375,9.5,15.890625,True,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",24.0,6898,800,3224,578,15.6875,12.6640625,9.6796875,15.7109375,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",25.0,6898,800,3224,578,15.578125,12.46875,9.703125,15.6015625,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",26.0,6898,800,3224,6898,15.8359375,12.6015625,9.609375,15.8359375,True,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",27.0,6898,800,3224,6898,15.7265625,12.6484375,9.7734375,15.7265625,True,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",28.0,6898,800,3224,6898,15.859375,12.7421875,9.7734375,15.859375,True,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",29.0,6898,800,3224,6898,15.84375,12.9375,9.65625,15.84375,True,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",30.0,6898,800,3224,6898,15.75,12.8046875,9.6484375,15.75,True,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",31.0,6898,800,3224,6898,15.7421875,12.703125,9.265625,15.7421875,True,False,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",,72630,816,3224,578,14.71875,11.6796875,6.97265625,15.640625,False,False,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",0.0,72630,816,3224,362,3.41015625,8.125,2.640625,11.7578125,False,False,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",1.0,72630,816,3224,220,3.294921875,8.3515625,2.8671875,10.8359375,False,False,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",2.0,72630,816,3224,816,9.296875,10.6796875,4.01171875,10.6796875,False,True,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",3.0,72630,816,3224,816,12.9921875,14.9921875,5.47265625,14.9921875,False,True,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",4.0,72630,816,3224,816,13.21875,16.5,5.4921875,16.5,False,True,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",5.0,72630,816,3224,816,14.015625,17.21875,6.0390625,17.21875,False,True,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",6.0,72630,816,3224,816,10.546875,19.9375,4.140625,19.9375,False,True,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",7.0,72630,816,3224,816,12.6640625,20.4375,5.26953125,20.4375,False,True,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",8.0,72630,816,3224,816,12.671875,20.03125,5.64453125,20.03125,False,True,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",9.0,72630,816,3224,816,12.8359375,18.609375,6.078125,18.609375,False,True,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",10.0,72630,816,3224,816,12.8359375,17.65625,5.61328125,17.65625,False,True,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",11.0,72630,816,3224,816,14.421875,17.5625,5.31640625,17.5625,False,True,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",12.0,72630,816,3224,816,14.2265625,17.671875,6.03515625,17.671875,False,True,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",13.0,72630,816,3224,816,13.6484375,17.890625,6.08203125,17.890625,False,True,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",14.0,72630,816,3224,816,13.9375,19.140625,6.96875,19.140625,False,True,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",15.0,72630,816,3224,816,14.40625,17.84375,8.0,17.84375,False,True,False
