input,output,relation,prompt,input_id,output_id,relation_id,prediction,logits,prediction_id,input_logit,output_logit,relation_logit,input_prediction,output_prediction,relation_prediction
Belarus,Minsk,country-capital,"Q: What is the country-capital of Belarus?
A:",70606,386,3224,M,"tensor([ 2.9160,  3.0430,  1.5762,  ..., -2.6309, -2.6309, -2.6289],
       dtype=torch.float16)",386,17.609375,18.953125,13.234375,False,True,False
Belgium,Brussels,country-capital,"Q: What is the country-capital of Belgium?
A:",34061,38269,3224,Brussels,"tensor([ 2.9492,  2.4551,  2.2305,  ..., -3.7910, -3.7910, -3.7910],
       dtype=torch.float16)",38269,17.75,18.828125,12.90625,False,True,False
Belize,Belmopan,country-capital,"Q: What is the country-capital of Belize?
A:",98104,7984,3224,The,"tensor([ 3.3418,  2.8887,  2.8262,  ..., -2.7168, -2.7168, -2.7168],
       dtype=torch.float16)",578,18.0625,17.296875,13.2421875,False,False,False
Benin,Porto-Novo,country-capital,"Q: What is the country-capital of Benin?
A:",7505,70798,3224,Porto,"tensor([ 3.3613,  3.6406,  2.1699,  ..., -3.0684, -3.0664, -3.0684],
       dtype=torch.float16)",70798,17.671875,19.234375,12.28125,False,True,False
Bhutan,Thimphu,country-capital,"Q: What is the country-capital of Bhutan?
A:",31930,666,3224,Th,"tensor([ 2.1621,  3.3809,  2.0215,  ..., -4.8867, -4.8828, -4.8867],
       dtype=torch.float16)",666,17.265625,19.078125,12.6328125,False,True,False
Bolivia,La Paz,country-capital,"Q: What is the country-capital of Bolivia?
A:",77710,5034,3224,La,"tensor([ 2.5508,  2.6543,  1.6797,  ..., -3.7344, -3.7344, -3.7344],
       dtype=torch.float16)",5034,17.59375,18.265625,12.8671875,False,True,False
Bosnia and Herzegovina,Sarajevo,country-capital,"Q: What is the country-capital of Bosnia and Herzegovina?
A:",77428,13951,3224,Sar,"tensor([ 3.5391,  3.0723,  3.5391,  ..., -4.2305, -4.2305, -4.2305],
       dtype=torch.float16)",13951,17.484375,19.21875,12.2578125,False,True,False
Botswana,Gaborone,country-capital,"Q: What is the country-capital of Botswana?
A:",23869,480,3224,G,"tensor([ 3.0430,  3.3281,  2.6426,  ..., -4.6094, -4.6094, -4.6094],
       dtype=torch.float16)",480,17.859375,19.15625,12.328125,False,True,False
Brazil,Brasilia,country-capital,"Q: What is the country-capital of Brazil?
A:",16327,62224,3224,Bras,"tensor([ 2.4121,  2.3887,  2.4590,  ..., -3.6641, -3.6621, -3.6621],
       dtype=torch.float16)",62224,18.140625,18.671875,12.671875,False,True,False
Brunei,Bandar Seri Begawan,country-capital,"Q: What is the country-capital of Brunei?
A:",3320,17366,3224,Band,"tensor([ 2.1113,  2.8145,  2.7090,  ..., -3.4473, -3.4473, -3.4473],
       dtype=torch.float16)",17366,18.71875,18.9375,12.9453125,False,True,False
Bulgaria,Sofia,country-capital,"Q: What is the country-capital of Bulgaria?
A:",59819,79663,3224,Sofia,"tensor([ 2.5547,  2.7480,  2.5020,  ..., -3.4629, -3.4629, -3.4629],
       dtype=torch.float16)",79663,18.21875,19.265625,13.7109375,False,True,False
Burkina Faso,Ouagadougou,country-capital,"Q: What is the country-capital of Burkina Faso?
A:",71740,69327,3224,Ou,"tensor([ 3.7148,  3.7598,  2.4336,  ..., -3.5488, -3.5488, -3.5488],
       dtype=torch.float16)",69327,17.828125,19.34375,13.15625,False,True,False
Burundi,Bujumbura,country-capital,"Q: What is the country-capital of Burundi?
A:",12649,426,3224,B,"tensor([ 3.5371,  2.9805,  3.5371,  ..., -3.7539, -3.7539, -3.7539],
       dtype=torch.float16)",426,18.546875,19.625,13.5859375,False,True,False
Cabo Verde,Praia,country-capital,"Q: What is the country-capital of Cabo Verde?
A:",27200,41465,3224,Pra,"tensor([ 2.9258,  2.3164,  2.4980,  ..., -4.7109, -4.7109, -4.7109],
       dtype=torch.float16)",41465,16.671875,18.703125,11.375,False,True,False
Cambodia,Phnom Penh,country-capital,"Q: What is the country-capital of Cambodia?
A:",62138,2405,3224,Ph,"tensor([ 2.5488,  2.7539,  2.5508,  ..., -3.9121, -3.9121, -3.9121],
       dtype=torch.float16)",2405,17.671875,18.734375,11.9140625,False,True,False
Cameroon,Yaounde,country-capital,"Q: What is the country-capital of Cameroon?
A:",95108,40484,3224,Ya,"tensor([ 3.8438,  3.2754,  2.7832,  ..., -3.3379, -3.3379, -3.3379],
       dtype=torch.float16)",40484,18.0625,18.96875,13.171875,False,True,False
Canada,Ottawa,country-capital,"Q: What is the country-capital of Canada?
A:",7008,33266,3224,Ottawa,"tensor([ 2.5020,  2.5508,  3.0449,  ..., -5.6172, -5.6172, -5.6172],
       dtype=torch.float16)",33266,17.234375,17.75,11.5546875,False,True,False
Central African Republic,Bangui,country-capital,"Q: What is the country-capital of Central African Republic?
A:",10913,17343,3224,Bang,"tensor([ 3.2363,  2.6387,  2.8984,  ..., -4.4609, -4.4609, -4.4609],
       dtype=torch.float16)",17343,17.875,19.6875,13.15625,False,True,False
Chad,N'Djamena,country-capital,"Q: What is the country-capital of Chad?
A:",43130,452,3224,N,"tensor([ 3.2188,  3.5332,  3.0273,  ..., -3.3770, -3.3770, -3.3770],
       dtype=torch.float16)",452,17.90625,19.390625,12.421875,False,True,False
Chile,Santiago,country-capital,"Q: What is the country-capital of Chile?
A:",34100,55678,3224,The,"tensor([ 2.9004,  2.7930,  2.9648,  ..., -3.6211, -3.6211, -3.6211],
       dtype=torch.float16)",578,17.4375,18.453125,13.2421875,False,False,False
China,Beijing,country-capital,"Q: What is the country-capital of China?
A:",5734,27647,3224,Beijing,"tensor([ 1.4873,  1.5098,  0.8584,  ..., -6.5039, -6.5039, -6.5039],
       dtype=torch.float16)",27647,16.28125,17.390625,10.0390625,False,True,False
Colombia,Bogotá,country-capital,"Q: What is the country-capital of Colombia?
A:",39133,42648,3224,Bog,"tensor([ 2.1719,  2.0820,  2.7363,  ..., -4.4727, -4.4727, -4.4727],
       dtype=torch.float16)",42648,17.6875,19.078125,11.953125,False,True,False
Comoros,Moroni,country-capital,"Q: What is the country-capital of Comoros?
A:",1219,8613,3224,Mor,"tensor([ 2.9570,  3.2949,  3.0879,  ..., -5.2344, -5.2344, -5.2344],
       dtype=torch.float16)",8613,16.859375,19.375,10.71875,False,True,False
Congo,Kinshasa,country-capital,"Q: What is the country-capital of Congo?
A:",54932,31991,3224,Braz,"tensor([ 2.5098,  2.7148,  3.5527,  ..., -4.4219, -4.4219, -4.4219],
       dtype=torch.float16)",73411,16.734375,17.953125,11.9453125,False,False,False
Costa Rica,San José,country-capital,"Q: What is the country-capital of Costa Rica?
A:",32380,5960,3224,San,"tensor([ 2.8203,  2.7129,  2.0137,  ..., -3.9180, -3.9180, -3.9180],
       dtype=torch.float16)",5960,17.265625,19.109375,12.1796875,False,True,False
Cote d'Ivoire,Yamoussoukro,country-capital,"Q: What is the country-capital of Cote d'Ivoire?
A:",356,34654,3224,Yam,"tensor([ 2.9160,  2.9688,  1.4844,  ..., -3.5762, -3.5762, -3.5762],
       dtype=torch.float16)",34654,17.96875,19.1875,13.734375,False,True,False
Croatia,Zagreb,country-capital,"Q: What is the country-capital of Croatia?
A:",58311,89718,3224,Zag,"tensor([ 2.7402,  2.2051,  2.4238,  ..., -3.5195, -3.5195, -3.5195],
       dtype=torch.float16)",89718,17.75,19.03125,12.921875,False,True,False
Cuba,Havana,country-capital,"Q: What is the country-capital of Cuba?
A:",32777,86975,3224,Havana,"tensor([ 2.6855,  3.2480,  3.4727,  ..., -3.8418, -3.8418, -3.8418],
       dtype=torch.float16)",86975,17.3125,18.765625,13.3828125,False,True,False
Cyprus,Nicosia,country-capital,"Q: What is the country-capital of Cyprus?
A:",57784,452,3224,N,"tensor([ 2.2930,  1.8535,  1.8018,  ..., -3.4941, -3.4941, -3.4941],
       dtype=torch.float16)",452,17.9375,18.921875,12.5390625,False,True,False
Czech Republic,Prague,country-capital,"Q: What is the country-capital of Czech Republic?
A:",34250,68389,3224,Prague,"tensor([ 2.7969,  1.7510,  2.5723,  ..., -2.9531, -2.9531, -2.9531],
       dtype=torch.float16)",68389,17.9375,18.859375,13.6640625,False,True,False
Democratic Republic of the Congo,Kinshasa,country-capital,"Q: What is the country-capital of Democratic Republic of the Congo?
A:",11650,31991,3224,Kin,"tensor([ 3.2188,  3.9688,  4.2773,  ..., -3.9258, -3.9258, -3.9238],
       dtype=torch.float16)",31991,18.921875,19.3125,11.546875,False,True,False
Denmark,Copenhagen,country-capital,"Q: What is the country-capital of Denmark?
A:",35440,64161,3224,Copenhagen,"tensor([ 2.2793,  2.0195,  2.2598,  ..., -3.4219, -3.4219, -3.4219],
       dtype=torch.float16)",64161,17.875,18.765625,12.1640625,False,True,False
Djibouti,Djibouti City,country-capital,"Q: What is the country-capital of Djibouti?
A:",52162,52162,3224,Dj,"tensor([ 3.0898,  3.1953,  2.6816,  ..., -2.7090, -2.7090, -2.7090],
       dtype=torch.float16)",52162,21.015625,21.015625,13.21875,True,True,False
Dominica,Roseau,country-capital,"Q: What is the country-capital of Dominica?
A:",23286,16344,3224,Rose,"tensor([ 2.7383,  2.9492,  2.1152,  ..., -4.3242, -4.3242, -4.3242],
       dtype=torch.float16)",16344,17.15625,19.109375,13.703125,False,True,False
Dominican Republic,Santo Domingo,country-capital,"Q: What is the country-capital of Dominican Republic?
A:",67113,77737,3224,The,"tensor([ 3.3457,  3.1191,  3.1426,  ..., -2.8906, -2.8906, -2.8906],
       dtype=torch.float16)",578,16.78125,17.203125,13.828125,False,False,False
Ecuador,Quito,country-capital,"Q: What is the country-capital of Ecuador?
A:",55091,1229,3224,Q,"tensor([ 2.9004,  3.1895,  3.0742,  ..., -4.4648, -4.4648, -4.4648],
       dtype=torch.float16)",1229,17.859375,18.671875,12.0390625,False,True,False
Egypt,Cairo,country-capital,"Q: What is the country-capital of Egypt?
A:",15212,53650,3224,Cairo,"tensor([ 1.9482,  1.5908,  1.6123,  ..., -3.8145, -3.8145, -3.8145],
       dtype=torch.float16)",53650,18.171875,19.265625,12.921875,False,True,False
El Salvador,San Salvador,country-capital,"Q: What is the country-capital of El Salvador?
A:",4072,5960,3224,San,"tensor([ 4.4648,  3.5137,  4.1797,  ..., -3.7988, -3.7969, -3.7969],
       dtype=torch.float16)",5960,18.15625,19.234375,12.3046875,False,True,False
Equatorial Guinea,Malabo,country-capital,"Q: What is the country-capital of Equatorial Guinea?
A:",11964,8560,3224,Mal,"tensor([ 3.6152,  2.6094,  4.2734,  ..., -5.6602, -5.6602, -5.6602],
       dtype=torch.float16)",8560,16.703125,18.859375,12.3671875,False,True,False
Eritrea,Asmara,country-capital,"Q: What is the country-capital of Eritrea?
A:",469,1666,3224,As,"tensor([ 1.6182,  1.7471,  1.7695,  ..., -3.5859, -3.5859, -3.5859],
       dtype=torch.float16)",1666,18.328125,19.578125,14.359375,False,True,False
Estonia,Tallinn,country-capital,"Q: What is the country-capital of Estonia?
A:",69462,42202,3224,Tall,"tensor([ 3.3066,  2.4023,  3.3301,  ..., -3.3633, -3.3633, -3.3633],
       dtype=torch.float16)",42202,17.75,18.859375,13.2890625,False,True,False
Eswatini,Mbabane,country-capital,"Q: What is the country-capital of Eswatini?
A:",469,386,3224,M,"tensor([ 2.2578,  3.1582,  0.8525,  ..., -4.1406, -4.1406, -4.1406],
       dtype=torch.float16)",386,18.390625,18.640625,14.046875,False,True,False
Ethiopia,Addis Ababa,country-capital,"Q: What is the country-capital of Ethiopia?
A:",60457,2758,3224,Add,"tensor([ 2.3223,  2.3633,  2.5703,  ..., -3.4473, -3.4473, -3.4473],
       dtype=torch.float16)",2758,18.03125,19.125,13.4765625,False,True,False
Fiji,Suva,country-capital,"Q: What is the country-capital of Fiji?
A:",86196,17360,3224,Su,"tensor([ 2.9277,  3.3496,  2.9492,  ..., -2.9414, -2.9414, -2.9395],
       dtype=torch.float16)",17360,17.53125,19.25,13.0,False,True,False
Finland,Helsinki,country-capital,"Q: What is the country-capital of Finland?
A:",37355,77434,3224,Helsinki,"tensor([ 3.0703,  2.8125,  3.1230,  ..., -3.5820, -3.5820, -3.5801],
       dtype=torch.float16)",77434,18.078125,18.703125,13.140625,False,True,False
France,Paris,country-capital,"Q: What is the country-capital of France?
A:",9822,12366,3224,Paris,"tensor([ 2.2637,  1.5918,  1.8525,  ..., -4.2617, -4.2617, -4.2617],
       dtype=torch.float16)",12366,17.484375,19.046875,12.8046875,False,True,False
Gabon,Libreville,country-capital,"Q: What is the country-capital of Gabon?
A:",24664,5806,3224,Lib,"tensor([ 3.9922,  3.1465,  4.3203,  ..., -3.8477, -3.8477, -3.8477],
       dtype=torch.float16)",5806,18.890625,18.90625,13.6875,False,True,False
Gambia,Banjul,country-capital,"Q: What is the country-capital of Gambia?
A:",480,23565,3224,Ban,"tensor([ 3.5645,  3.8691,  3.5156,  ..., -3.6855, -3.6855, -3.6855],
       dtype=torch.float16)",23565,17.96875,19.0,13.6328125,False,True,False
Georgia,Tbilisi,country-capital,"Q: What is the country-capital of Georgia?
A:",16272,350,3224,T,"tensor([ 2.6582,  2.5059,  2.4980,  ..., -4.5312, -4.5312, -4.5312],
       dtype=torch.float16)",350,17.03125,18.453125,12.765625,False,True,False
Germany,Berlin,country-capital,"Q: What is the country-capital of Germany?
A:",10057,20437,3224,Berlin,"tensor([ 1.7783,  2.4785,  2.4727,  ..., -4.4688, -4.4688, -4.4688],
       dtype=torch.float16)",20437,17.21875,18.390625,12.40625,False,True,False
Ghana,Accra,country-capital,"Q: What is the country-capital of Ghana?
A:",48668,11683,3224,Acc,"tensor([ 3.1680,  3.1074,  2.1836,  ..., -4.0742, -4.0742, -4.0742],
       dtype=torch.float16)",11683,17.625,18.78125,13.734375,False,True,False
Greece,Athens,country-capital,"Q: What is the country-capital of Greece?
A:",25431,46926,3224,Athens,"tensor([ 2.5312,  2.0078,  1.2129,  ..., -4.7305, -4.7305, -4.7305],
       dtype=torch.float16)",46926,17.78125,18.546875,12.9921875,False,True,False
Grenada,St. George's,country-capital,"Q: What is the country-capital of Grenada?
A:",39224,800,3224,St,"tensor([ 2.3496,  2.6484,  3.0508,  ..., -4.2695, -4.2695, -4.2695],
       dtype=torch.float16)",800,16.625,18.71875,14.203125,False,True,False
Guatemala,Guatemala City,country-capital,"Q: What is the country-capital of Guatemala?
A:",63078,63078,3224,Guatemala,"tensor([ 2.6191,  3.3730,  2.5586,  ..., -2.5000, -2.5000, -2.5000],
       dtype=torch.float16)",63078,19.703125,19.703125,12.84375,True,True,False
Guinea,Conakry,country-capital,"Q: What is the country-capital of Guinea?
A:",48903,1221,3224,Con,"tensor([ 3.1367,  3.3789,  2.9746,  ..., -4.3047, -4.3047, -4.3047],
       dtype=torch.float16)",1221,17.5625,18.953125,12.421875,False,True,False
Guinea-Bissau,Bissau,country-capital,"Q: What is the country-capital of Guinea-Bissau?
A:",48903,426,3224,B,"tensor([ 3.1914,  2.7402,  3.1133,  ..., -3.8301, -3.8301, -3.8301],
       dtype=torch.float16)",426,18.453125,19.828125,13.640625,False,True,False
Guyana,Georgetown,country-capital,"Q: What is the country-capital of Guyana?
A:",26340,66039,3224,Guy,"tensor([ 3.2520,  3.8789,  4.7109,  ..., -4.0430, -4.0430, -4.0430],
       dtype=torch.float16)",26340,18.515625,18.5,12.9453125,True,False,False
Haiti,Port-au-Prince,country-capital,"Q: What is the country-capital of Haiti?
A:",56290,5896,3224,Port,"tensor([ 3.1836,  3.3809,  3.5078,  ..., -3.3906, -3.3906, -3.3906],
       dtype=torch.float16)",5896,18.171875,18.78125,12.7421875,False,True,False
Honduras,Tegucigalpa,country-capital,"Q: What is the country-capital of Honduras?
A:",71415,350,3224,T,"tensor([ 4.1953,  3.6094,  3.7051,  ..., -2.7324, -2.7324, -2.7324],
       dtype=torch.float16)",350,18.546875,19.15625,11.953125,False,True,False
Hungary,Budapest,country-capital,"Q: What is the country-capital of Hungary?
A:",43876,70695,3224,Budapest,"tensor([ 2.2637,  3.0527,  2.1055,  ..., -3.0332, -3.0332, -3.0332],
       dtype=torch.float16)",70695,18.671875,19.875,12.4375,False,True,False
Iceland,Reykjavik,country-capital,"Q: What is the country-capital of Iceland?
A:",39496,49312,3224,Rey,"tensor([ 3.5957,  3.0176,  2.7188,  ..., -4.6055, -4.6055, -4.6055],
       dtype=torch.float16)",49312,17.421875,19.359375,11.890625,False,True,False
India,New Delhi,country-capital,"Q: What is the country-capital of India?
A:",6890,1561,3224,New,"tensor([ 2.6074,  2.2031,  2.4121,  ..., -6.0391, -6.0391, -6.0391],
       dtype=torch.float16)",1561,17.046875,18.0,10.1796875,False,True,False
Indonesia,Jakarta,country-capital,"Q: What is the country-capital of Indonesia?
A:",24922,64133,3224,Jakarta,"tensor([ 2.4609,  2.6113,  1.8125,  ..., -3.9844, -3.9844, -3.9844],
       dtype=torch.float16)",64133,18.265625,18.640625,12.1328125,False,True,False
Iran,Tehran,country-capital,"Q: What is the country-capital of Iran?
A:",10471,53795,3224,Tehran,"tensor([ 2.1328,  2.2988,  1.7900,  ..., -5.7070, -5.7070, -5.7070],
       dtype=torch.float16)",53795,17.421875,19.28125,13.0859375,False,True,False
Iraq,Baghdad,country-capital,"Q: What is the country-capital of Iraq?
A:",11340,56318,3224,Baghdad,"tensor([ 1.6064,  2.3027,  2.6367,  ..., -4.2773, -4.2773, -4.2773],
       dtype=torch.float16)",56318,18.609375,18.984375,13.0703125,False,True,False
Ireland,Dublin,country-capital,"Q: What is the country-capital of Ireland?
A:",14990,33977,3224,Dublin,"tensor([ 2.5723,  2.3496,  1.9062,  ..., -3.4941, -3.4941, -3.4941],
       dtype=torch.float16)",33977,17.625,18.96875,12.21875,False,True,False
Israel,Jerusalem,country-capital,"Q: What is the country-capital of Israel?
A:",6921,26523,3224,Jerusalem,"tensor([ 1.7910,  2.1836,  0.7393,  ..., -5.4883, -5.4883, -5.4883],
       dtype=torch.float16)",26523,17.59375,18.421875,11.4140625,False,True,False
Italy,Rome,country-capital,"Q: What is the country-capital of Italy?
A:",15704,22463,3224,Rome,"tensor([ 2.1504,  1.2939,  1.5703,  ..., -4.2109, -4.2109, -4.2109],
       dtype=torch.float16)",22463,17.609375,18.5,12.6953125,False,True,False
Jamaica,Kingston,country-capital,"Q: What is the country-capital of Jamaica?
A:",57275,63569,3224,The,"tensor([ 3.0918,  3.3887,  2.6875,  ..., -3.6875, -3.6875, -3.6875],
       dtype=torch.float16)",578,17.71875,18.34375,12.4921875,False,False,False
Japan,Tokyo,country-capital,"Q: What is the country-capital of Japan?
A:",6457,27286,3224,Tokyo,"tensor([ 2.3262,  1.6348,  1.6523,  ..., -5.5586, -5.5586, -5.5586],
       dtype=torch.float16)",27286,17.890625,18.546875,12.0625,False,True,False
Jordan,Amman,country-capital,"Q: What is the country-capital of Jordan?
A:",17527,3383,3224,Am,"tensor([ 1.3213,  1.6377,  0.8022,  ..., -3.7852, -3.7852, -3.7852],
       dtype=torch.float16)",3383,18.390625,19.03125,13.0078125,False,True,False
Kazakhstan,Astana,country-capital,"Q: What is the country-capital of Kazakhstan?
A:",73537,20717,3224,Ast,"tensor([ 2.8867,  2.7520,  1.7930,  ..., -3.3789, -3.3789, -3.3789],
       dtype=torch.float16)",20717,17.921875,18.453125,12.8203125,False,True,False
Kenya,Nairobi,country-capital,"Q: What is the country-capital of Kenya?
A:",37766,97625,3224,Nairobi,"tensor([ 3.0508,  3.0742,  2.7754,  ..., -3.5195, -3.5195, -3.5195],
       dtype=torch.float16)",97625,18.546875,19.5,12.390625,False,True,False
Kiribati,South Tarawa,country-capital,"Q: What is the country-capital of Kiribati?
A:",26608,4987,3224,Tar,"tensor([ 2.5117,  2.4336,  3.6543,  ..., -4.7891, -4.7891, -4.7891],
       dtype=torch.float16)",24912,17.96875,18.15625,11.2265625,False,False,False
Kosovo,Pristina,country-capital,"Q: What is the country-capital of Kosovo?
A:",80997,2394,3224,Pr,"tensor([ 3.9141,  3.3008,  3.1465,  ..., -4.0195, -4.0195, -4.0195],
       dtype=torch.float16)",2394,17.859375,18.46875,11.109375,False,True,False
Kuwait,Kuwait City,country-capital,"Q: What is the country-capital of Kuwait?
A:",57111,57111,3224,Kuwait,"tensor([ 2.5879,  2.8516,  2.8262,  ..., -2.7520, -2.7520, -2.7520],
       dtype=torch.float16)",57111,19.59375,19.59375,13.6875,True,True,False
Kyrgyzstan,Bishkek,country-capital,"Q: What is the country-capital of Kyrgyzstan?
A:",23727,426,3224,B,"tensor([ 2.8105,  3.2012,  1.9385,  ..., -3.2363, -3.2344, -3.2344],
       dtype=torch.float16)",426,17.375,19.546875,12.8671875,False,True,False
Laos,Vientiane,country-capital,"Q: What is the country-capital of Laos?
A:",96844,650,3224,V,"tensor([ 3.3477,  3.8340,  1.7568,  ..., -3.7461, -3.7461, -3.7461],
       dtype=torch.float16)",650,18.59375,18.890625,13.515625,False,True,False
Latvia,Riga,country-capital,"Q: What is the country-capital of Latvia?
A:",79258,432,3224,R,"tensor([ 2.5547,  2.6309,  2.8438,  ..., -2.6973, -2.6973, -2.6973],
       dtype=torch.float16)",432,18.34375,19.609375,13.9609375,False,True,False
Lebanon,Beirut,country-capital,"Q: What is the country-capital of Lebanon?
A:",40371,95411,3224,The,"tensor([ 1.8447,  2.2910,  1.5459,  ..., -3.0605, -3.0605, -3.0605],
       dtype=torch.float16)",578,18.640625,18.84375,13.1875,False,False,False
Lesotho,Maseru,country-capital,"Q: What is the country-capital of Lesotho?
A:",11876,386,3224,M,"tensor([ 2.6914,  3.4805,  2.6836,  ..., -3.9121, -3.9121, -3.9121],
       dtype=torch.float16)",386,17.28125,19.625,13.3828125,False,True,False
Liberia,Monrovia,country-capital,"Q: What is the country-capital of Liberia?
A:",84625,3206,3224,Mon,"tensor([ 2.3770,  2.4766,  2.1270,  ..., -3.8398, -3.8398, -3.8398],
       dtype=torch.float16)",3206,16.890625,19.0625,13.09375,False,True,False
Libya,Tripoli,country-capital,"Q: What is the country-capital of Libya?
A:",38059,27852,3224,Trip,"tensor([ 2.2344,  1.6104,  1.5430,  ..., -4.1445, -4.1445, -4.1445],
       dtype=torch.float16)",27852,18.109375,18.890625,12.21875,False,True,False
Liechtenstein,Vaduz,country-capital,"Q: What is the country-capital of Liechtenstein?
A:",22213,93212,3224,Vad,"tensor([ 2.6191,  3.1191,  2.3613,  ..., -3.8730, -3.8730, -3.8730],
       dtype=torch.float16)",93212,17.171875,19.5,12.09375,False,True,False
Lithuania,Vilnius,country-capital,"Q: What is the country-capital of Lithuania?
A:",71606,64749,3224,Vil,"tensor([ 2.9355,  2.6211,  2.2793,  ..., -3.2422, -3.2422, -3.2422],
       dtype=torch.float16)",64749,18.171875,19.65625,13.65625,False,True,False
Luxembourg,Luxembourg City,country-capital,"Q: What is the country-capital of Luxembourg?
A:",65971,65971,3224,Luxembourg,"tensor([ 2.8027,  2.0879,  2.5469,  ..., -2.5098, -2.5098, -2.5098],
       dtype=torch.float16)",65971,20.140625,20.140625,12.5,True,True,False
Madagascar,Antananarivo,country-capital,"Q: What is the country-capital of Madagascar?
A:",95728,6898,3224,Ant,"tensor([ 3.3125,  2.5645,  2.0879,  ..., -3.8262, -3.8262, -3.8242],
       dtype=torch.float16)",6898,18.1875,18.953125,13.1953125,False,True,False
Malawi,Lilongwe,country-capital,"Q: What is the country-capital of Malawi?
A:",8560,41578,3224,Lil,"tensor([ 2.1133,  2.0957,  1.5596,  ..., -4.1992, -4.1992, -4.1992],
       dtype=torch.float16)",41578,18.859375,20.34375,14.140625,False,True,False
