input,output,relation,prompt,input_id,output_id,relation_id,prediction,logits,prediction_id,input_logit,output_logit,relation_logit,input_prediction,output_prediction,relation_prediction
Bolivia,La Paz,none,"Q: What is the none of Bolivia?
A:",77710,5034,7000,The,"tensor([ 1.2002,  1.0547,  0.2445,  ..., -5.8672, -5.8672, -5.8672],
       dtype=torch.float16)",578,14.7421875,10.703125,12.5390625,False,False,False
Bosnia and Herzegovina,Sarajevo,none,"Q: What is the none of Bosnia and Herzegovina?
A:",77428,13951,7000,Bosnia,"tensor([ 0.3074,  0.0910,  0.1829,  ..., -6.5586, -6.5586, -6.5586],
       dtype=torch.float16)",77428,14.8515625,12.4375,11.6015625,True,False,False
Botswana,Gaborone,none,"Q: What is the none of Botswana?
A:",23869,480,7000,Bot,"tensor([ 1.1924, -0.0797,  0.6406,  ..., -7.4609, -7.4609, -7.4609],
       dtype=torch.float16)",23869,15.515625,11.3984375,11.4609375,True,False,False
Brazil,Brasilia,none,"Q: What is the none of Brazil?
A:",16327,62224,7000,The,"tensor([ 0.3708, -0.1748, -0.2642,  ..., -6.3672, -6.3672, -6.3672],
       dtype=torch.float16)",578,14.2421875,9.5,12.0625,False,False,False
Brunei,Bandar Seri Begawan,none,"Q: What is the none of Brunei?
A:",3320,17366,7000,Br,"tensor([ 0.7271,  0.2269, -0.7998,  ..., -6.9492, -6.9492, -6.9492],
       dtype=torch.float16)",3320,15.3125,9.7265625,12.296875,True,False,False
Bulgaria,Sofia,none,"Q: What is the none of Bulgaria?
A:",59819,79663,7000,The,"tensor([ 0.9038,  0.6694,  0.2737,  ..., -6.8359, -6.8359, -6.8359],
       dtype=torch.float16)",578,14.921875,10.78125,12.546875,False,False,False
Burkina Faso,Ouagadougou,none,"Q: What is the none of Burkina Faso?
A:",71740,69327,7000,The,"tensor([ 0.6948,  0.0453, -0.8984,  ..., -6.3906, -6.3906, -6.3906],
       dtype=torch.float16)",578,15.0859375,10.125,12.2421875,False,False,False
Burundi,Bujumbura,none,"Q: What is the none of Burundi?
A:",12649,426,7000,The,"tensor([ 0.6045, -0.3970, -0.0198,  ..., -7.8516, -7.8516, -7.8516],
       dtype=torch.float16)",578,14.1953125,11.375,11.59375,False,False,False
Cabo Verde,Praia,none,"Q: What is the none of Cabo Verde?
A:",27200,41465,7000,The,"tensor([ 2.2383,  0.9404,  1.0400,  ..., -6.6797, -6.6797, -6.6797],
       dtype=torch.float16)",578,13.96875,10.890625,10.8359375,False,False,False
Cambodia,Phnom Penh,none,"Q: What is the none of Cambodia?
A:",62138,2405,7000,The,"tensor([ 0.8569,  0.7188,  0.2791,  ..., -7.3242, -7.3242, -7.3242],
       dtype=torch.float16)",578,14.3203125,10.7890625,11.5625,False,False,False
Cameroon,Yaounde,none,"Q: What is the none of Cameroon?
A:",95108,40484,7000,The,"tensor([ 1.0225,  0.2988,  0.2113,  ..., -5.9414, -5.9414, -5.9414],
       dtype=torch.float16)",578,14.09375,7.0859375,12.0859375,False,False,False
Canada,Ottawa,none,"Q: What is the none of Canada?
A:",7008,33266,7000,The,"tensor([ 0.5942,  0.7686, -0.1094,  ..., -7.5859, -7.5859, -7.5859],
       dtype=torch.float16)",578,13.8671875,9.015625,11.546875,False,False,False
Central African Republic,Bangui,none,"Q: What is the none of Central African Republic?
A:",10913,17343,7000,The,"tensor([-0.9468, -0.9536, -0.4602,  ..., -6.6172, -6.6133, -6.6133],
       dtype=torch.float16)",578,14.75,7.53515625,12.859375,False,False,False
Chad,N'Djamena,none,"Q: What is the none of Chad?
A:",43130,452,7000,Chad,"tensor([-1.6543, -2.3867, -1.7471,  ..., -8.2188, -8.2188, -8.2188],
       dtype=torch.float16)",43130,14.28125,8.859375,9.90625,True,False,False
Chile,Santiago,none,"Q: What is the none of Chile?
A:",34100,55678,7000,The,"tensor([ 1.0430,  0.6479, -0.0904,  ..., -5.6445, -5.6445, -5.6445],
       dtype=torch.float16)",578,14.6953125,9.7890625,12.2265625,False,False,False
China,Beijing,none,"Q: What is the none of China?
A:",5734,27647,7000,The,"tensor([-0.8452, -1.2695, -0.8833,  ..., -8.9219, -8.9219, -8.9219],
       dtype=torch.float16)",578,12.828125,8.390625,10.5625,False,False,False
Colombia,Bogotá,none,"Q: What is the none of Colombia?
A:",39133,42648,7000,The,"tensor([ 0.8276,  0.7759,  0.3777,  ..., -5.7070, -5.7070, -5.7070],
       dtype=torch.float16)",578,14.78125,11.2578125,12.4375,False,False,False
Comoros,Moroni,none,"Q: What is the none of Comoros?
A:",1219,8613,7000,The,"tensor([ 0.2515, -0.8018, -0.8174,  ..., -7.6289, -7.6289, -7.6289],
       dtype=torch.float16)",578,13.8046875,9.4296875,11.46875,False,False,False
Congo,Kinshasa,none,"Q: What is the none of Congo?
A:",54932,31991,7000,The,"tensor([ 0.7471, -0.8003, -0.0228,  ..., -7.2344, -7.2344, -7.2344],
       dtype=torch.float16)",578,12.953125,9.5859375,11.140625,False,False,False
Costa Rica,San José,none,"Q: What is the none of Costa Rica?
A:",32380,5960,7000,The,"tensor([ 1.4004,  0.7964,  0.5264,  ..., -6.1992, -6.1992, -6.1992],
       dtype=torch.float16)",578,14.8671875,12.2109375,11.9296875,False,False,False
Cote d'Ivoire,Yamoussoukro,none,"Q: What is the none of Cote d'Ivoire?
A:",356,34654,7000,The,"tensor([-0.0497, -0.7881, -1.1104,  ..., -7.8359, -7.8359, -7.8359],
       dtype=torch.float16)",578,14.1328125,7.859375,11.5390625,False,False,False
Croatia,Zagreb,none,"Q: What is the none of Croatia?
A:",58311,89718,7000,The,"tensor([ 0.9141, -0.2959,  0.3665,  ..., -6.0547, -6.0547, -6.0547],
       dtype=torch.float16)",578,14.46875,8.921875,11.8125,False,False,False
Cuba,Havana,none,"Q: What is the none of Cuba?
A:",32777,86975,7000,The,"tensor([ 6.4551e-01,  4.8340e-01, -2.0733e-03,  ..., -7.2578e+00,
        -7.2578e+00, -7.2578e+00], dtype=torch.float16)",578,14.2265625,10.03125,11.5546875,False,False,False
Cyprus,Nicosia,none,"Q: What is the none of Cyprus?
A:",57784,452,7000,The,"tensor([ 0.6577, -0.2717, -0.4236,  ..., -7.5820, -7.5820, -7.5820],
       dtype=torch.float16)",578,14.3671875,11.640625,11.640625,False,False,False
Czech Republic,Prague,none,"Q: What is the none of Czech Republic?
A:",34250,68389,7000,The,"tensor([ 0.5332, -0.7788,  0.4341,  ..., -6.5391, -6.5391, -6.5352],
       dtype=torch.float16)",578,15.015625,11.6328125,11.7890625,False,False,False
Democratic Republic of the Congo,Kinshasa,none,"Q: What is the none of Democratic Republic of the Congo?
A:",11650,31991,7000,The,"tensor([-0.0729,  0.4832,  0.5435,  ..., -6.8164, -6.8164, -6.8164],
       dtype=torch.float16)",578,14.3828125,10.1484375,12.0234375,False,False,False
Denmark,Copenhagen,none,"Q: What is the none of Denmark?
A:",35440,64161,7000,The,"tensor([ 0.2864, -0.2430, -0.7510,  ..., -6.8516, -6.8516, -6.8516],
       dtype=torch.float16)",578,14.140625,10.4140625,11.484375,False,False,False
Djibouti,Djibouti City,none,"Q: What is the none of Djibouti?
A:",52162,52162,7000,The,"tensor([-0.1257, -1.1113, -0.8589,  ..., -6.7656, -6.7656, -6.7656],
       dtype=torch.float16)",578,15.2265625,15.2265625,12.2421875,False,False,False
Dominica,Roseau,none,"Q: What is the none of Dominica?
A:",23286,16344,7000,The,"tensor([ 2.0332,  0.8452, -0.1132,  ..., -5.5391, -5.5391, -5.5391],
       dtype=torch.float16)",578,15.4296875,11.703125,12.625,False,False,False
Dominican Republic,Santo Domingo,none,"Q: What is the none of Dominican Republic?
A:",67113,77737,7000,The,"tensor([ 1.8662,  2.1016,  0.4878,  ..., -5.2227, -5.2227, -5.2227],
       dtype=torch.float16)",578,14.859375,12.0234375,12.5078125,False,False,False
Ecuador,Quito,none,"Q: What is the none of Ecuador?
A:",55091,1229,7000,The,"tensor([ 2.0801,  1.6719,  1.0820,  ..., -5.2227, -5.2227, -5.2227],
       dtype=torch.float16)",578,15.4609375,12.359375,12.8125,False,False,False
Egypt,Cairo,none,"Q: What is the none of Egypt?
A:",15212,53650,7000,The,"tensor([-0.3467, -0.7065, -0.4739,  ..., -7.2578, -7.2578, -7.2578],
       dtype=torch.float16)",578,12.9453125,9.0390625,11.8515625,False,False,False
El Salvador,San Salvador,none,"Q: What is the none of El Salvador?
A:",4072,5960,7000,El,"tensor([ 1.1934,  0.9409,  0.4229,  ..., -6.4297, -6.4297, -6.4297],
       dtype=torch.float16)",4072,15.4921875,11.546875,12.0,True,False,False
Equatorial Guinea,Malabo,none,"Q: What is the none of Equatorial Guinea?
A:",11964,8560,7000,The,"tensor([ 1.4795, -0.0250,  0.5029,  ..., -7.0508, -7.0508, -7.0508],
       dtype=torch.float16)",578,14.125,12.7265625,12.0078125,False,False,False
Eritrea,Asmara,none,"Q: What is the none of Eritrea?
A:",469,1666,7000,The,"tensor([-0.7676, -1.2031, -1.3281,  ..., -8.0156, -8.0078, -8.0078],
       dtype=torch.float16)",578,13.7578125,10.828125,10.9765625,False,False,False
Estonia,Tallinn,none,"Q: What is the none of Estonia?
A:",69462,42202,7000,The,"tensor([ 1.4434,  0.0308,  0.1664,  ..., -6.3672, -6.3672, -6.3672],
       dtype=torch.float16)",578,14.921875,10.4765625,12.7109375,False,False,False
Eswatini,Mbabane,none,"Q: What is the none of Eswatini?
A:",469,386,7000,The,"tensor([ 0.0555,  0.1138, -0.8418,  ..., -7.4141, -7.4141, -7.4141],
       dtype=torch.float16)",578,15.3359375,10.828125,11.078125,False,False,False
Ethiopia,Addis Ababa,none,"Q: What is the none of Ethiopia?
A:",60457,2758,7000,The,"tensor([ 0.9888, -0.0297,  0.1242,  ..., -6.8867, -6.8867, -6.8867],
       dtype=torch.float16)",578,13.890625,10.3671875,11.8125,False,False,False
Fiji,Suva,none,"Q: What is the none of Fiji?
A:",86196,17360,7000,The,"tensor([ 2.1484,  0.3862,  0.2947,  ..., -6.5000, -6.5000, -6.5000],
       dtype=torch.float16)",578,14.1875,9.5234375,11.7890625,False,False,False
Finland,Helsinki,none,"Q: What is the none of Finland?
A:",37355,77434,7000,The,"tensor([ 0.9541,  0.2537, -0.1225,  ..., -7.6094, -7.6094, -7.6094],
       dtype=torch.float16)",578,14.2578125,10.1171875,11.6640625,False,False,False
France,Paris,none,"Q: What is the none of France?
A:",9822,12366,7000,The,"tensor([-0.0087, -1.0332, -1.0801,  ..., -7.6641, -7.6641, -7.6641],
       dtype=torch.float16)",578,13.0,10.1171875,11.265625,False,False,False
Gabon,Libreville,none,"Q: What is the none of Gabon?
A:",24664,5806,7000,The,"tensor([ 0.6206, -0.3909, -0.3730,  ..., -7.9688, -7.9688, -7.9688],
       dtype=torch.float16)",578,14.6796875,9.0703125,11.28125,False,False,False
Gambia,Banjul,none,"Q: What is the none of Gambia?
A:",480,23565,7000,The,"tensor([ 1.8135,  0.9404,  1.0312,  ..., -7.3750, -7.3750, -7.3750],
       dtype=torch.float16)",578,14.5234375,10.125,11.6171875,False,False,False
Georgia,Tbilisi,none,"Q: What is the none of Georgia?
A:",16272,350,7000,The,"tensor([ 0.1299, -0.6685, -1.0312,  ..., -8.7812, -8.7812, -8.7812],
       dtype=torch.float16)",578,12.875,8.71875,11.0234375,False,False,False
Germany,Berlin,none,"Q: What is the none of Germany?
A:",10057,20437,7000,The,"tensor([-0.9907, -1.5439, -1.1299,  ..., -8.3672, -8.3672, -8.3672],
       dtype=torch.float16)",578,12.75,9.2265625,10.828125,False,False,False
Ghana,Accra,none,"Q: What is the none of Ghana?
A:",48668,11683,7000,The,"tensor([ 1.0742, -0.2404, -0.2026,  ..., -6.7734, -6.7734, -6.7734],
       dtype=torch.float16)",578,14.25,10.015625,11.8828125,False,False,False
Greece,Athens,none,"Q: What is the none of Greece?
A:",25431,46926,7000,The,"tensor([ 0.9170, -0.5947, -1.2334,  ..., -8.3672, -8.3672, -8.3672],
       dtype=torch.float16)",578,13.71875,9.7109375,11.21875,False,False,False
Grenada,St. George's,none,"Q: What is the none of Grenada?
A:",39224,800,7000,Gren,"tensor([ 1.3477,  0.8926, -0.4260,  ..., -6.7812, -6.7812, -6.7812],
       dtype=torch.float16)",39224,14.9375,12.75,11.734375,True,False,False
Guatemala,Guatemala City,none,"Q: What is the none of Guatemala?
A:",63078,63078,7000,The,"tensor([ 0.9551,  0.8457,  0.6255,  ..., -5.4609, -5.4609, -5.4609],
       dtype=torch.float16)",578,15.1328125,15.1328125,12.625,False,False,False
Guinea,Conakry,none,"Q: What is the none of Guinea?
A:",48903,1221,7000,Guinea,"tensor([ 0.9243, -0.7588, -0.4216,  ..., -6.9922, -6.9922, -6.9922],
       dtype=torch.float16)",48903,15.328125,8.7578125,11.3515625,True,False,False
Guinea-Bissau,Bissau,none,"Q: What is the none of Guinea-Bissau?
A:",48903,426,7000,Guinea,"tensor([ 0.0984, -1.5215, -1.4746,  ..., -6.0234, -6.0234, -6.0234],
       dtype=torch.float16)",48903,16.453125,12.8359375,12.953125,True,False,False
Guyana,Georgetown,none,"Q: What is the none of Guyana?
A:",26340,66039,7000,The,"tensor([ 1.3506,  0.6953,  0.5020,  ..., -6.6953, -6.6953, -6.6953],
       dtype=torch.float16)",578,15.140625,9.2734375,12.3671875,False,False,False
Haiti,Port-au-Prince,none,"Q: What is the none of Haiti?
A:",56290,5896,7000,The,"tensor([ 0.7578,  0.3752, -0.5405,  ..., -7.0078, -7.0078, -7.0078],
       dtype=torch.float16)",578,13.9375,9.984375,11.40625,False,False,False
Honduras,Tegucigalpa,none,"Q: What is the none of Honduras?
A:",71415,350,7000,The,"tensor([ 1.4346,  0.9521,  0.6328,  ..., -5.0117, -5.0117, -5.0117],
       dtype=torch.float16)",578,14.96875,11.2734375,12.46875,False,False,False
Hungary,Budapest,none,"Q: What is the none of Hungary?
A:",43876,70695,7000,The,"tensor([-0.3308, -0.5762, -0.3552,  ..., -6.9258, -6.9258, -6.9258],
       dtype=torch.float16)",578,14.34375,11.1796875,12.2421875,False,False,False
Iceland,Reykjavik,none,"Q: What is the none of Iceland?
A:",39496,49312,7000,The,"tensor([ 2.2344,  1.0557,  0.5420,  ..., -5.9688, -5.9688, -5.9688],
       dtype=torch.float16)",578,15.625,10.8984375,12.296875,False,False,False
India,New Delhi,none,"Q: What is the none of India?
A:",6890,1561,7000,The,"tensor([ 0.8394, -1.0059, -0.9429,  ..., -7.2500, -7.2500, -7.2500],
       dtype=torch.float16)",578,14.0703125,9.6484375,11.546875,False,False,False
Indonesia,Jakarta,none,"Q: What is the none of Indonesia?
A:",24922,64133,7000,The,"tensor([ 1.6953,  0.5562,  0.5229,  ..., -6.2422, -6.2422, -6.2422],
       dtype=torch.float16)",578,14.953125,10.59375,11.78125,False,False,False
Iran,Tehran,none,"Q: What is the none of Iran?
A:",10471,53795,7000,The,"tensor([-0.1045, -1.5498, -0.3591,  ..., -8.1641, -8.1641, -8.1641],
       dtype=torch.float16)",578,12.9453125,9.1328125,11.0546875,False,False,False
Iraq,Baghdad,none,"Q: What is the none of Iraq?
A:",11340,56318,7000,The,"tensor([-1.2910, -1.3340, -1.1289,  ..., -7.5234, -7.5234, -7.5234],
       dtype=torch.float16)",578,13.0625,10.3515625,10.6953125,False,False,False
Ireland,Dublin,none,"Q: What is the none of Ireland?
A:",14990,33977,7000,The,"tensor([ 0.5825, -0.5591, -0.9297,  ..., -7.9922, -7.9922, -7.9922],
       dtype=torch.float16)",578,13.375,8.4296875,11.859375,False,False,False
Israel,Jerusalem,none,"Q: What is the none of Israel?
A:",6921,26523,7000,The,"tensor([-0.5166, -0.8667, -1.0264,  ..., -8.0469, -8.0469, -8.0469],
       dtype=torch.float16)",578,11.6484375,8.9765625,10.0,False,False,False
Italy,Rome,none,"Q: What is the none of Italy?
A:",15704,22463,7000,The,"tensor([ 0.3984, -0.8789, -0.5669,  ..., -7.0508, -7.0508, -7.0508],
       dtype=torch.float16)",578,13.7890625,11.171875,11.4765625,False,False,False
Jamaica,Kingston,none,"Q: What is the none of Jamaica?
A:",57275,63569,7000,The,"tensor([ 1.3457,  0.5024, -0.0856,  ..., -6.3867, -6.3867, -6.3867],
       dtype=torch.float16)",578,14.3828125,10.6015625,12.8203125,False,False,False
Japan,Tokyo,none,"Q: What is the none of Japan?
A:",6457,27286,7000,The,"tensor([ 0.2224, -1.4209, -1.3486,  ..., -8.7344, -8.7344, -8.7344],
       dtype=torch.float16)",578,13.296875,9.1484375,11.140625,False,False,False
Jordan,Amman,none,"Q: What is the none of Jordan?
A:",17527,3383,7000,The,"tensor([ 0.4260, -0.8218,  0.4636,  ..., -8.8828, -8.8828, -8.8828],
       dtype=torch.float16)",578,13.1328125,7.75390625,10.15625,False,False,False
Kazakhstan,Astana,none,"Q: What is the none of Kazakhstan?
A:",73537,20717,7000,The,"tensor([ 0.5923,  0.1344,  0.0095,  ..., -6.9609, -6.9609, -6.9609],
       dtype=torch.float16)",578,14.9765625,10.5546875,12.65625,False,False,False
Kenya,Nairobi,none,"Q: What is the none of Kenya?
A:",37766,97625,7000,The,"tensor([ 1.2451,  0.0080,  0.7568,  ..., -6.2969, -6.2969, -6.2969],
       dtype=torch.float16)",578,14.1796875,9.1953125,12.0625,False,False,False
Kiribati,South Tarawa,none,"Q: What is the none of Kiribati?
A:",26608,4987,7000,Kir,"tensor([ 1.5322,  0.3091, -0.9756,  ..., -7.3125, -7.3125, -7.3125],
       dtype=torch.float16)",26608,15.3515625,10.921875,12.046875,True,False,False
Kosovo,Pristina,none,"Q: What is the none of Kosovo?
A:",80997,2394,7000,The,"tensor([ 0.6626,  0.1942,  0.0732,  ..., -7.4102, -7.4102, -7.4102],
       dtype=torch.float16)",578,14.4765625,9.984375,11.3203125,False,False,False
Kuwait,Kuwait City,none,"Q: What is the none of Kuwait?
A:",57111,57111,7000,The,"tensor([ 1.1045, -0.2988,  0.0770,  ..., -6.5430, -6.5430, -6.5430],
       dtype=torch.float16)",578,14.2578125,14.2578125,12.40625,False,False,False
Kyrgyzstan,Bishkek,none,"Q: What is the none of Kyrgyzstan?
A:",23727,426,7000,The,"tensor([-0.1119, -0.0715, -0.4426,  ..., -6.7969, -6.7969, -6.7969],
       dtype=torch.float16)",578,14.7109375,11.5,13.0234375,False,False,False
Laos,Vientiane,none,"Q: What is the none of Laos?
A:",96844,650,7000,The,"tensor([ 1.4375,  0.9028, -0.2123,  ..., -6.7383, -6.7383, -6.7383],
       dtype=torch.float16)",578,14.6640625,10.7421875,11.875,False,False,False
Latvia,Riga,none,"Q: What is the none of Latvia?
A:",79258,432,7000,The,"tensor([ 1.6299,  0.3958,  0.7505,  ..., -5.6328, -5.6328, -5.6328],
       dtype=torch.float16)",578,14.9140625,11.78125,13.0,False,False,False
Lebanon,Beirut,none,"Q: What is the none of Lebanon?
A:",40371,95411,7000,The,"tensor([ 0.0483, -0.2323, -0.8311,  ..., -6.5938, -6.5938, -6.5938],
       dtype=torch.float16)",578,14.1640625,10.2734375,11.6484375,False,False,False
Lesotho,Maseru,none,"Q: What is the none of Lesotho?
A:",11876,386,7000,The,"tensor([ 0.9692, -0.5259, -0.7759,  ..., -6.9570, -6.9570, -6.9570],
       dtype=torch.float16)",578,15.0390625,10.8203125,12.53125,False,False,False
Liberia,Monrovia,none,"Q: What is the none of Liberia?
A:",84625,3206,7000,The,"tensor([ 0.6113,  0.2334,  0.1305,  ..., -6.8477, -6.8477, -6.8477],
       dtype=torch.float16)",578,13.4296875,9.84375,11.6796875,False,False,False
Libya,Tripoli,none,"Q: What is the none of Libya?
A:",38059,27852,7000,The,"tensor([-0.6226, -0.4727, -0.4790,  ..., -6.4062, -6.4062, -6.4062],
       dtype=torch.float16)",578,13.875,11.546875,12.0078125,False,False,False
Liechtenstein,Vaduz,none,"Q: What is the none of Liechtenstein?
A:",22213,93212,7000,The,"tensor([ 1.6396,  0.9731,  0.8774,  ..., -6.1914, -6.1914, -6.1914],
       dtype=torch.float16)",578,15.296875,9.65625,12.640625,False,False,False
Lithuania,Vilnius,none,"Q: What is the none of Lithuania?
A:",71606,64749,7000,The,"tensor([ 1.4268,  0.2242, -0.0193,  ..., -6.3203, -6.3203, -6.3203],
       dtype=torch.float16)",578,15.0703125,10.8203125,12.5546875,False,False,False
Luxembourg,Luxembourg City,none,"Q: What is the none of Luxembourg?
A:",65971,65971,7000,The,"tensor([ 0.5322, -0.1178, -0.3081,  ..., -7.2109, -7.2109, -7.2109],
       dtype=torch.float16)",578,14.796875,14.796875,12.03125,False,False,False
Madagascar,Antananarivo,none,"Q: What is the none of Madagascar?
A:",95728,6898,7000,The,"tensor([ 1.5791,  0.0321,  0.0632,  ..., -6.2422, -6.2422, -6.2422],
       dtype=torch.float16)",578,14.421875,11.8671875,11.8203125,False,False,False
Malawi,Lilongwe,none,"Q: What is the none of Malawi?
A:",8560,41578,7000,The,"tensor([ 1.0244, -0.0707,  0.7095,  ..., -7.3320, -7.3320, -7.3320],
       dtype=torch.float16)",578,14.5078125,8.4140625,11.3671875,False,False,False
Malaysia,Kuala Lumpur,none,"Q: What is the none of Malaysia?
A:",28796,87433,7000,The,"tensor([ 0.2324, -0.0676, -0.0873,  ..., -6.4258, -6.4258, -6.4258],
       dtype=torch.float16)",578,14.8984375,10.8515625,12.46875,False,False,False
Maldives,Malé,none,"Q: What is the none of Maldives?
A:",8560,8560,7000,The,"tensor([ 2.4883,  0.1415,  0.3503,  ..., -6.3594, -6.3594, -6.3594],
       dtype=torch.float16)",578,15.296875,15.296875,11.9140625,False,False,False
Mali,Bamako,none,"Q: What is the none of Mali?
A:",64994,56107,7000,The,"tensor([ 1.4268, -0.5835, -0.6465,  ..., -7.1875, -7.1875, -7.1875],
       dtype=torch.float16)",578,13.9296875,8.265625,10.984375,False,False,False
Malta,Valletta,none,"Q: What is the none of Malta?
A:",61750,4196,7000,The,"tensor([ 0.7505, -0.9268, -0.9697,  ..., -7.6992, -7.6992, -7.6992],
       dtype=torch.float16)",578,13.328125,8.40625,11.6484375,False,False,False
Marshall Islands,Majuro,none,"Q: What is the none of Marshall Islands?
A:",30508,31779,7000,The,"tensor([ 0.9688, -0.4854, -0.7261,  ..., -7.3945, -7.3945, -7.3945],
       dtype=torch.float16)",578,13.390625,8.90625,11.75,False,False,False
Mauritania,Nouakchott,none,"Q: What is the none of Mauritania?
A:",89313,60287,7000,The,"tensor([ 0.7407,  0.3713, -0.4856,  ..., -4.9297, -4.9297, -4.9297],
       dtype=torch.float16)",578,15.15625,8.25,13.7265625,False,False,False
