input,output,relation,prompt,intervention_layer,input_id,output_id,relation_id,prediction_id,input_logit,output_logit,relation_logit,prediction_logit,input_prediction,output_prediction,relation_prediction,input_token,output_token,relation_token,prediction_token
daily,nightly,none,"Q: What is the none of daily?
A:",23.0,7446,75860,3276,578,9.765625,4.2109375,2.365234375,12.2265625,False,False,False,daily,nightly,ant,The
daily,nightly,none,"Q: What is the none of daily?
A:",24.0,7446,75860,3276,578,9.828125,3.798828125,2.755859375,12.265625,False,False,False,daily,nightly,ant,The
daily,nightly,none,"Q: What is the none of daily?
A:",25.0,7446,75860,3276,578,9.5859375,3.369140625,3.15625,12.515625,False,False,False,daily,nightly,ant,The
daily,nightly,none,"Q: What is the none of daily?
A:",26.0,7446,75860,3276,578,9.2578125,2.7890625,3.21875,12.546875,False,False,False,daily,nightly,ant,The
daily,nightly,none,"Q: What is the none of daily?
A:",27.0,7446,75860,3276,578,8.6015625,2.798828125,3.2578125,12.75,False,False,False,daily,nightly,ant,The
daily,nightly,none,"Q: What is the none of daily?
A:",28.0,7446,75860,3276,578,8.375,2.482421875,3.427734375,12.9140625,False,False,False,daily,nightly,ant,The
daily,nightly,none,"Q: What is the none of daily?
A:",29.0,7446,75860,3276,578,7.73046875,1.552734375,1.99609375,12.1484375,False,False,False,daily,nightly,ant,The
daily,nightly,none,"Q: What is the none of daily?
A:",30.0,7446,75860,3276,578,8.75,1.5419921875,3.044921875,13.7109375,False,False,False,daily,nightly,ant,The
daily,nightly,none,"Q: What is the none of daily?
A:",31.0,7446,75860,3276,220,8.359375,1.279296875,3.515625,13.3203125,False,False,False,daily,nightly,ant,
valid,invalid,none,"Q: What is the none of valid?
A:",,2764,8482,3276,578,6.796875,7.42578125,2.685546875,10.8203125,False,False,False,valid,invalid,ant,The
valid,invalid,none,"Q: What is the none of valid?
A:",0.0,2764,8482,3276,13783,-1.3603515625,-2.076171875,-3.61328125,8.7109375,False,False,False,valid,invalid,ant,usual
valid,invalid,none,"Q: What is the none of valid?
A:",1.0,2764,8482,3276,13783,-1.873046875,-1.294921875,-4.23046875,8.9453125,False,False,False,valid,invalid,ant,usual
valid,invalid,none,"Q: What is the none of valid?
A:",2.0,2764,8482,3276,13783,-0.93115234375,-1.0126953125,-4.44921875,8.3046875,False,False,False,valid,invalid,ant,usual
valid,invalid,none,"Q: What is the none of valid?
A:",3.0,2764,8482,3276,650,-2.533203125,-1.162109375,1.0146484375,9.4140625,False,False,False,valid,invalid,ant,V
valid,invalid,none,"Q: What is the none of valid?
A:",4.0,2764,8482,3276,650,-2.123046875,0.2259521484375,1.2099609375,9.9375,False,False,False,valid,invalid,ant,V
valid,invalid,none,"Q: What is the none of valid?
A:",5.0,2764,8482,3276,7294,2.298828125,3.173828125,3.8046875,11.4296875,False,False,False,valid,invalid,ant,anti
valid,invalid,none,"Q: What is the none of valid?
A:",6.0,2764,8482,3276,909,5.53515625,5.015625,3.8359375,12.3203125,False,False,False,valid,invalid,ant,""")"
valid,invalid,none,"Q: What is the none of valid?
A:",7.0,2764,8482,3276,2366,7.90234375,6.6953125,4.9375,11.703125,False,False,False,valid,invalid,ant,202
valid,invalid,none,"Q: What is the none of valid?
A:",8.0,2764,8482,3276,128001,5.3515625,3.8125,4.3515625,11.4140625,False,False,False,valid,invalid,ant,
valid,invalid,none,"Q: What is the none of valid?
A:",9.0,2764,8482,3276,909,2.38671875,2.208984375,3.2890625,12.34375,False,False,False,valid,invalid,ant,""")"
valid,invalid,none,"Q: What is the none of valid?
A:",10.0,2764,8482,3276,482,3.29296875,2.595703125,2.6015625,11.171875,False,False,False,valid,invalid,ant,-
valid,invalid,none,"Q: What is the none of valid?
A:",11.0,2764,8482,3276,128001,5.9765625,4.9140625,3.447265625,12.3828125,False,False,False,valid,invalid,ant,
valid,invalid,none,"Q: What is the none of valid?
A:",12.0,2764,8482,3276,128001,6.95703125,6.21484375,2.70703125,11.9375,False,False,False,valid,invalid,ant,
valid,invalid,none,"Q: What is the none of valid?
A:",13.0,2764,8482,3276,128001,8.5546875,7.98046875,3.5,15.2578125,False,False,False,valid,invalid,ant,
valid,invalid,none,"Q: What is the none of valid?
A:",14.0,2764,8482,3276,128001,10.0390625,10.875,4.85546875,14.6796875,False,False,False,valid,invalid,ant,
valid,invalid,none,"Q: What is the none of valid?
A:",15.0,2764,8482,3276,2290,9.765625,11.4375,6.21484375,14.625,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",16.0,2764,8482,3276,2290,9.1640625,11.609375,4.80078125,13.8203125,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",17.0,2764,8482,3276,2290,9.21875,10.1953125,5.078125,13.0625,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",18.0,2764,8482,3276,2290,9.5390625,10.984375,5.2578125,12.78125,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",19.0,2764,8482,3276,2290,9.7734375,10.03125,3.759765625,12.3515625,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",20.0,2764,8482,3276,2290,9.4375,9.7578125,4.2421875,11.5,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",21.0,2764,8482,3276,7000,8.921875,9.375,4.3203125,11.0078125,False,False,False,valid,invalid,ant,none
valid,invalid,none,"Q: What is the none of valid?
A:",22.0,2764,8482,3276,578,8.9765625,9.3984375,4.19921875,11.421875,False,False,False,valid,invalid,ant,The
valid,invalid,none,"Q: What is the none of valid?
A:",23.0,2764,8482,3276,578,8.4765625,9.09375,3.3828125,11.171875,False,False,False,valid,invalid,ant,The
valid,invalid,none,"Q: What is the none of valid?
A:",24.0,2764,8482,3276,578,8.390625,8.9765625,3.46875,11.0,False,False,False,valid,invalid,ant,The
valid,invalid,none,"Q: What is the none of valid?
A:",25.0,2764,8482,3276,578,7.7421875,8.5703125,3.654296875,10.8203125,False,False,False,valid,invalid,ant,The
valid,invalid,none,"Q: What is the none of valid?
A:",26.0,2764,8482,3276,578,7.65234375,8.21875,3.462890625,10.7578125,False,False,False,valid,invalid,ant,The
valid,invalid,none,"Q: What is the none of valid?
A:",27.0,2764,8482,3276,578,7.48046875,8.1328125,3.81640625,11.1640625,False,False,False,valid,invalid,ant,The
valid,invalid,none,"Q: What is the none of valid?
A:",28.0,2764,8482,3276,578,7.67578125,8.2421875,4.0078125,11.609375,False,False,False,valid,invalid,ant,The
valid,invalid,none,"Q: What is the none of valid?
A:",29.0,2764,8482,3276,578,6.89453125,7.28125,2.568359375,11.1328125,False,False,False,valid,invalid,ant,The
valid,invalid,none,"Q: What is the none of valid?
A:",30.0,2764,8482,3276,220,7.26953125,7.56640625,3.748046875,12.609375,False,False,False,valid,invalid,ant,
valid,invalid,none,"Q: What is the none of valid?
A:",31.0,2764,8482,3276,220,7.1171875,7.36328125,4.125,13.6484375,False,False,False,valid,invalid,ant,
expand,contract,none,"Q: What is the none of expand?
A:",,9407,5226,3276,578,7.85546875,5.25,3.62109375,11.34375,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",0.0,9407,5226,3276,13783,-0.63232421875,-0.76953125,-3.630859375,8.7109375,False,False,False,expand,contract,ant,usual
expand,contract,none,"Q: What is the none of expand?
A:",1.0,9407,5226,3276,13783,-0.32958984375,0.419189453125,-4.26953125,8.9453125,False,False,False,expand,contract,ant,usual
expand,contract,none,"Q: What is the none of expand?
A:",2.0,9407,5226,3276,13783,-0.64599609375,-0.282958984375,-4.4453125,8.3125,False,False,False,expand,contract,ant,usual
expand,contract,none,"Q: What is the none of expand?
A:",3.0,9407,5226,3276,8486,3.78125,2.939453125,0.8486328125,9.3515625,False,False,False,expand,contract,ant,journal
expand,contract,none,"Q: What is the none of expand?
A:",4.0,9407,5226,3276,650,4.2890625,3.654296875,1.349609375,9.9140625,False,False,False,expand,contract,ant,V
expand,contract,none,"Q: What is the none of expand?
A:",5.0,9407,5226,3276,650,8.2265625,4.69140625,4.140625,11.46875,False,False,False,expand,contract,ant,V
expand,contract,none,"Q: What is the none of expand?
A:",6.0,9407,5226,3276,909,9.7578125,4.7578125,4.203125,12.09375,False,False,False,expand,contract,ant,""")"
expand,contract,none,"Q: What is the none of expand?
A:",7.0,9407,5226,3276,2443,9.953125,3.5859375,5.1015625,11.765625,False,False,False,expand,contract,ant,update
expand,contract,none,"Q: What is the none of expand?
A:",8.0,9407,5226,3276,128001,8.59375,2.626953125,4.2578125,12.1953125,False,False,False,expand,contract,ant,
expand,contract,none,"Q: What is the none of expand?
A:",9.0,9407,5226,3276,1875,6.203125,1.8330078125,3.400390625,12.40625,False,False,False,expand,contract,ant,""""
expand,contract,none,"Q: What is the none of expand?
A:",10.0,9407,5226,3276,38,6.69921875,2.142578125,2.36328125,12.140625,False,False,False,expand,contract,ant,G
expand,contract,none,"Q: What is the none of expand?
A:",11.0,9407,5226,3276,128001,7.8125,1.6279296875,3.30078125,11.3203125,False,False,False,expand,contract,ant,
expand,contract,none,"Q: What is the none of expand?
A:",12.0,9407,5226,3276,128001,7.76953125,0.494384765625,2.7734375,11.15625,False,False,False,expand,contract,ant,
expand,contract,none,"Q: What is the none of expand?
A:",13.0,9407,5226,3276,128001,8.8984375,0.5341796875,3.8359375,14.859375,False,False,False,expand,contract,ant,
expand,contract,none,"Q: What is the none of expand?
A:",14.0,9407,5226,3276,128001,11.484375,2.34375,4.55078125,13.734375,False,False,False,expand,contract,ant,
expand,contract,none,"Q: What is the none of expand?
A:",15.0,9407,5226,3276,2290,10.8671875,5.08203125,5.98046875,12.609375,False,False,False,expand,contract,ant,None
expand,contract,none,"Q: What is the none of expand?
A:",16.0,9407,5226,3276,2290,9.4609375,5.75390625,4.16015625,11.8125,False,False,False,expand,contract,ant,None
expand,contract,none,"Q: What is the none of expand?
A:",17.0,9407,5226,3276,2290,9.3359375,5.046875,4.92578125,11.7109375,False,False,False,expand,contract,ant,None
expand,contract,none,"Q: What is the none of expand?
A:",18.0,9407,5226,3276,7000,9.6015625,5.79296875,5.54296875,12.21875,False,False,False,expand,contract,ant,none
expand,contract,none,"Q: What is the none of expand?
A:",19.0,9407,5226,3276,578,9.390625,5.23046875,4.58203125,11.046875,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",20.0,9407,5226,3276,578,9.2890625,5.73828125,4.8828125,11.3515625,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",21.0,9407,5226,3276,578,9.171875,6.24609375,5.20703125,11.4921875,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",22.0,9407,5226,3276,578,9.0234375,5.70703125,4.93359375,11.8984375,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",23.0,9407,5226,3276,578,8.78125,5.67578125,4.44140625,11.8828125,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",24.0,9407,5226,3276,578,9.0390625,5.72265625,4.37890625,11.7265625,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",25.0,9407,5226,3276,578,8.734375,5.5390625,4.63671875,11.6015625,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",26.0,9407,5226,3276,578,8.375,6.17578125,4.6171875,11.5703125,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",27.0,9407,5226,3276,578,8.109375,6.32421875,4.77734375,11.7421875,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",28.0,9407,5226,3276,578,8.3828125,6.4921875,4.9453125,12.15625,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",29.0,9407,5226,3276,578,7.421875,5.6796875,3.5859375,11.6875,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",30.0,9407,5226,3276,578,8.5390625,6.3515625,4.55078125,12.7734375,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",31.0,9407,5226,3276,220,8.1640625,5.90625,4.97265625,12.8984375,False,False,False,expand,contract,ant,
practical,impractical,none,"Q: What is the none of practical?
A:",,15325,23356,3276,578,8.390625,4.9609375,4.2890625,12.8671875,False,False,False,practical,impr,ant,The
practical,impractical,none,"Q: What is the none of practical?
A:",0.0,15325,23356,3276,13783,-0.30810546875,-2.26171875,-3.62890625,8.7109375,False,False,False,practical,impr,ant,usual
practical,impractical,none,"Q: What is the none of practical?
A:",1.0,15325,23356,3276,13783,0.4814453125,-0.8125,-4.2421875,8.9375,False,False,False,practical,impr,ant,usual
practical,impractical,none,"Q: What is the none of practical?
A:",2.0,15325,23356,3276,13783,0.763671875,-0.72314453125,-4.43359375,8.3046875,False,False,False,practical,impr,ant,usual
practical,impractical,none,"Q: What is the none of practical?
A:",3.0,15325,23356,3276,8486,2.75,0.4921875,0.955078125,9.4140625,False,False,False,practical,impr,ant,journal
practical,impractical,none,"Q: What is the none of practical?
A:",4.0,15325,23356,3276,650,0.7451171875,-0.53466796875,1.3056640625,10.0859375,False,False,False,practical,impr,ant,V
practical,impractical,none,"Q: What is the none of practical?
A:",5.0,15325,23356,3276,7294,3.12109375,1.703125,3.81640625,11.59375,False,False,False,practical,impr,ant,anti
practical,impractical,none,"Q: What is the none of practical?
A:",6.0,15325,23356,3276,909,2.955078125,0.70068359375,4.171875,12.21875,False,False,False,practical,impr,ant,""")"
practical,impractical,none,"Q: What is the none of practical?
A:",7.0,15325,23356,3276,315,3.189453125,0.9189453125,5.3203125,11.7421875,False,False,False,practical,impr,ant,of
practical,impractical,none,"Q: What is the none of practical?
A:",8.0,15325,23356,3276,128001,2.1171875,0.430908203125,4.62890625,11.484375,False,False,False,practical,impr,ant,
practical,impractical,none,"Q: What is the none of practical?
A:",9.0,15325,23356,3276,1875,1.3330078125,-0.5712890625,3.3984375,12.25,False,False,False,practical,impr,ant,""""
practical,impractical,none,"Q: What is the none of practical?
A:",10.0,15325,23356,3276,38,2.140625,-0.29638671875,2.515625,10.8203125,False,False,False,practical,impr,ant,G
practical,impractical,none,"Q: What is the none of practical?
A:",11.0,15325,23356,3276,128001,3.3515625,1.7470703125,3.390625,11.1484375,False,False,False,practical,impr,ant,
practical,impractical,none,"Q: What is the none of practical?
A:",12.0,15325,23356,3276,128001,3.583984375,1.43359375,2.908203125,10.9296875,False,False,False,practical,impr,ant,
practical,impractical,none,"Q: What is the none of practical?
A:",13.0,15325,23356,3276,128001,4.85546875,2.51171875,3.884765625,14.96875,False,False,False,practical,impr,ant,
practical,impractical,none,"Q: What is the none of practical?
A:",14.0,15325,23356,3276,128001,8.046875,6.1640625,5.51171875,13.78125,False,False,False,practical,impr,ant,
practical,impractical,none,"Q: What is the none of practical?
A:",15.0,15325,23356,3276,2290,8.8046875,8.046875,6.8046875,14.5625,False,False,False,practical,impr,ant,None
practical,impractical,none,"Q: What is the none of practical?
A:",16.0,15325,23356,3276,2290,8.5546875,7.96875,5.02734375,14.25,False,False,False,practical,impr,ant,None
practical,impractical,none,"Q: What is the none of practical?
A:",17.0,15325,23356,3276,2290,10.328125,7.16015625,6.11328125,13.8046875,False,False,False,practical,impr,ant,None
practical,impractical,none,"Q: What is the none of practical?
A:",18.0,15325,23356,3276,2290,11.1875,8.203125,6.69140625,14.25,False,False,False,practical,impr,ant,None
practical,impractical,none,"Q: What is the none of practical?
A:",19.0,15325,23356,3276,2290,10.90625,7.765625,5.171875,13.6171875,False,False,False,practical,impr,ant,None
practical,impractical,none,"Q: What is the none of practical?
A:",20.0,15325,23356,3276,2290,10.3359375,7.18359375,5.9453125,12.7890625,False,False,False,practical,impr,ant,None
practical,impractical,none,"Q: What is the none of practical?
A:",21.0,15325,23356,3276,578,10.3046875,6.890625,6.703125,12.359375,False,False,False,practical,impr,ant,The
practical,impractical,none,"Q: What is the none of practical?
A:",22.0,15325,23356,3276,578,10.46875,7.41796875,6.62890625,12.9921875,False,False,False,practical,impr,ant,The
practical,impractical,none,"Q: What is the none of practical?
A:",23.0,15325,23356,3276,578,10.125,7.07421875,5.8046875,12.9375,False,False,False,practical,impr,ant,The
practical,impractical,none,"Q: What is the none of practical?
A:",24.0,15325,23356,3276,578,10.1640625,6.81640625,5.65234375,12.984375,False,False,False,practical,impr,ant,The
practical,impractical,none,"Q: What is the none of practical?
A:",25.0,15325,23356,3276,578,9.8984375,7.04296875,5.671875,12.9140625,False,False,False,practical,impr,ant,The
practical,impractical,none,"Q: What is the none of practical?
A:",26.0,15325,23356,3276,578,9.3984375,6.29296875,5.40625,12.8671875,False,False,False,practical,impr,ant,The
practical,impractical,none,"Q: What is the none of practical?
A:",27.0,15325,23356,3276,578,9.515625,5.60546875,5.23046875,13.1484375,False,False,False,practical,impr,ant,The
practical,impractical,none,"Q: What is the none of practical?
A:",28.0,15325,23356,3276,578,10.1484375,5.90234375,5.671875,13.9296875,False,False,False,practical,impr,ant,The
practical,impractical,none,"Q: What is the none of practical?
A:",29.0,15325,23356,3276,578,8.0703125,4.11328125,4.3203125,13.1484375,False,False,False,practical,impr,ant,The
practical,impractical,none,"Q: What is the none of practical?
A:",30.0,15325,23356,3276,578,9.25,5.00390625,5.453125,14.5234375,False,False,False,practical,impr,ant,The
practical,impractical,none,"Q: What is the none of practical?
A:",31.0,15325,23356,3276,578,8.46875,4.69921875,5.6640625,13.9609375,False,False,False,practical,impr,ant,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",,46305,5552,3276,578,11.1640625,7.54296875,5.86328125,13.015625,False,False,False,unrelated,related,ant,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",0.0,46305,5552,3276,13783,1.0224609375,1.5947265625,-3.6171875,8.7109375,False,False,False,unrelated,related,ant,usual
unrelated,related,none,"Q: What is the none of unrelated?
A:",1.0,46305,5552,3276,13783,1.1005859375,2.095703125,-4.234375,8.9609375,False,False,False,unrelated,related,ant,usual
unrelated,related,none,"Q: What is the none of unrelated?
A:",2.0,46305,5552,3276,13783,1.1181640625,2.1328125,-4.3984375,8.3046875,False,False,False,unrelated,related,ant,usual
unrelated,related,none,"Q: What is the none of unrelated?
A:",3.0,46305,5552,3276,8486,2.28125,5.6015625,0.89990234375,9.375,False,False,False,unrelated,related,ant,journal
unrelated,related,none,"Q: What is the none of unrelated?
A:",4.0,46305,5552,3276,650,1.7548828125,6.0703125,1.353515625,10.09375,False,False,False,unrelated,related,ant,V
unrelated,related,none,"Q: What is the none of unrelated?
A:",5.0,46305,5552,3276,7294,1.6328125,6.51171875,3.90234375,11.34375,False,False,False,unrelated,related,ant,anti
unrelated,related,none,"Q: What is the none of unrelated?
A:",6.0,46305,5552,3276,909,4.9921875,7.03515625,4.109375,11.8984375,False,False,False,unrelated,related,ant,""")"
