input,output,relation,prompt,intervention_layer,input_id,output_id,relation_id,prediction_id,input_logit,output_logit,relation_logit,prediction_logit,input_prediction,output_prediction,relation_prediction,input_token,output_token,relation_token,prediction_token
true,false,none,"Q: What is the none of true?
A:",18.0,837,905,3276,578,8.1796875,11.2890625,8.15625,15.1875,False,False,False,true,false,ant,The
true,false,none,"Q: What is the none of true?
A:",19.0,837,905,3276,578,8.46875,11.3359375,8.0390625,15.15625,False,False,False,true,false,ant,The
true,false,none,"Q: What is the none of true?
A:",20.0,837,905,3276,578,8.2890625,11.125,7.69140625,15.296875,False,False,False,true,false,ant,The
true,false,none,"Q: What is the none of true?
A:",21.0,837,905,3276,578,8.5703125,11.1328125,7.69140625,15.296875,False,False,False,true,false,ant,The
true,false,none,"Q: What is the none of true?
A:",22.0,837,905,3276,578,8.078125,10.7421875,7.75390625,15.234375,False,False,False,true,false,ant,The
true,false,none,"Q: What is the none of true?
A:",23.0,837,905,3276,578,8.234375,10.8515625,7.74609375,15.375,False,False,False,true,false,ant,The
true,false,none,"Q: What is the none of true?
A:",24.0,837,905,3276,578,8.2734375,10.8671875,7.83203125,15.34375,False,False,False,true,false,ant,The
true,false,none,"Q: What is the none of true?
A:",25.0,837,905,3276,578,8.375,10.8671875,7.63671875,15.453125,False,False,False,true,false,ant,The
true,false,none,"Q: What is the none of true?
A:",26.0,837,905,3276,578,8.1953125,10.921875,7.48046875,15.3671875,False,False,False,true,false,ant,The
true,false,none,"Q: What is the none of true?
A:",27.0,837,905,3276,2290,8.28125,11.0546875,7.4609375,15.3359375,False,False,False,true,false,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",,2764,8482,3276,578,10.921875,10.7890625,6.203125,14.8671875,False,False,False,valid,invalid,ant,The
valid,invalid,none,"Q: What is the none of valid?
A:",0.0,2764,8482,3276,374,7.93359375,7.08984375,6.625,13.7734375,False,False,False,valid,invalid,ant,is
valid,invalid,none,"Q: What is the none of valid?
A:",1.0,2764,8482,3276,220,6.8046875,5.1484375,8.296875,15.703125,False,False,False,valid,invalid,ant,
valid,invalid,none,"Q: What is the none of valid?
A:",2.0,2764,8482,3276,578,10.0859375,9.9140625,5.66796875,14.3125,False,False,False,valid,invalid,ant,The
valid,invalid,none,"Q: What is the none of valid?
A:",3.0,2764,8482,3276,7974,13.703125,11.8046875,6.91796875,13.859375,False,False,False,valid,invalid,ant,Valid
valid,invalid,none,"Q: What is the none of valid?
A:",4.0,2764,8482,3276,358,11.0625,9.28125,7.05078125,14.8984375,False,False,False,valid,invalid,ant,I
valid,invalid,none,"Q: What is the none of valid?
A:",5.0,2764,8482,3276,2290,10.109375,9.59375,7.98828125,14.640625,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",6.0,2764,8482,3276,578,11.4765625,9.75,8.8203125,15.0234375,False,False,False,valid,invalid,ant,The
valid,invalid,none,"Q: What is the none of valid?
A:",7.0,2764,8482,3276,578,11.2109375,11.6796875,8.3359375,15.4375,False,False,False,valid,invalid,ant,The
valid,invalid,none,"Q: What is the none of valid?
A:",8.0,2764,8482,3276,2290,12.4609375,11.578125,7.98828125,15.6015625,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",9.0,2764,8482,3276,2290,13.2734375,12.703125,8.9375,15.9375,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",10.0,2764,8482,3276,2290,12.9921875,12.8828125,8.3984375,15.78125,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",11.0,2764,8482,3276,2290,13.5078125,13.6328125,8.171875,16.5625,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",12.0,2764,8482,3276,2290,13.09375,12.8828125,8.484375,17.015625,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",13.0,2764,8482,3276,2290,12.03125,11.8125,9.1328125,15.890625,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",14.0,2764,8482,3276,2290,11.359375,11.375,7.74609375,15.921875,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",15.0,2764,8482,3276,2290,11.8984375,12.2109375,7.41015625,15.7265625,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",16.0,2764,8482,3276,2290,11.390625,11.5703125,6.828125,15.0703125,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",17.0,2764,8482,3276,2290,11.2578125,11.0,6.76171875,14.9296875,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",18.0,2764,8482,3276,2290,10.640625,10.7734375,6.6171875,14.734375,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",19.0,2764,8482,3276,2290,11.0390625,10.890625,6.83203125,14.75,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",20.0,2764,8482,3276,2290,11.0703125,10.9765625,6.43359375,14.609375,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",21.0,2764,8482,3276,2290,10.90625,10.8125,6.42578125,14.71875,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",22.0,2764,8482,3276,2290,10.8125,10.6875,6.42578125,14.59375,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",23.0,2764,8482,3276,2290,10.9375,10.671875,6.4921875,14.7265625,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",24.0,2764,8482,3276,2290,10.9453125,10.7109375,6.54296875,14.8203125,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",25.0,2764,8482,3276,2290,10.9296875,10.6875,6.33203125,14.8984375,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",26.0,2764,8482,3276,2290,10.796875,10.7265625,6.2578125,14.8203125,False,False,False,valid,invalid,ant,None
valid,invalid,none,"Q: What is the none of valid?
A:",27.0,2764,8482,3276,2290,10.7109375,10.7578125,6.23828125,14.953125,False,False,False,valid,invalid,ant,None
expand,contract,none,"Q: What is the none of expand?
A:",,9407,5226,3276,578,11.2109375,7.63671875,6.21484375,15.3984375,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",0.0,9407,5226,3276,374,8.078125,4.5859375,6.671875,14.125,False,False,False,expand,contract,ant,is
expand,contract,none,"Q: What is the none of expand?
A:",1.0,9407,5226,3276,220,7.22265625,4.265625,7.75390625,14.3828125,False,False,False,expand,contract,ant,
expand,contract,none,"Q: What is the none of expand?
A:",2.0,9407,5226,3276,578,10.9921875,5.19140625,6.40234375,14.2890625,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",3.0,9407,5226,3276,9407,13.6953125,9.078125,7.20703125,13.6953125,True,False,False,expand,contract,ant,expand
expand,contract,none,"Q: What is the none of expand?
A:",4.0,9407,5226,3276,358,10.5703125,5.45703125,6.86328125,14.484375,False,False,False,expand,contract,ant,I
expand,contract,none,"Q: What is the none of expand?
A:",5.0,9407,5226,3276,2290,10.546875,5.21484375,7.46875,14.0703125,False,False,False,expand,contract,ant,None
expand,contract,none,"Q: What is the none of expand?
A:",6.0,9407,5226,3276,578,11.5234375,7.60546875,8.375,14.90625,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",7.0,9407,5226,3276,578,10.859375,7.72265625,8.1640625,16.203125,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",8.0,9407,5226,3276,578,11.4921875,9.5078125,7.796875,15.0390625,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",9.0,9407,5226,3276,2290,11.3828125,11.3515625,8.2734375,14.890625,False,False,False,expand,contract,ant,None
expand,contract,none,"Q: What is the none of expand?
A:",10.0,9407,5226,3276,2290,11.421875,10.984375,8.4609375,14.75,False,False,False,expand,contract,ant,None
expand,contract,none,"Q: What is the none of expand?
A:",11.0,9407,5226,3276,578,12.0546875,10.25,7.9296875,15.75,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",12.0,9407,5226,3276,578,12.5,11.03125,9.4765625,16.5,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",13.0,9407,5226,3276,578,11.921875,10.8984375,8.96875,15.6875,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",14.0,9407,5226,3276,578,11.0703125,11.046875,7.81640625,15.65625,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",15.0,9407,5226,3276,578,11.0859375,10.703125,7.35546875,15.671875,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",16.0,9407,5226,3276,578,11.046875,9.9375,6.9375,15.3125,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",17.0,9407,5226,3276,578,11.0625,9.8046875,6.83203125,15.359375,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",18.0,9407,5226,3276,578,10.796875,9.109375,6.4140625,15.1171875,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",19.0,9407,5226,3276,578,11.21875,7.99609375,6.34375,15.1171875,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",20.0,9407,5226,3276,578,11.28125,7.78515625,6.375,15.0625,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",21.0,9407,5226,3276,578,11.2109375,7.65234375,6.453125,15.109375,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",22.0,9407,5226,3276,578,11.09375,7.4296875,6.51953125,15.0703125,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",23.0,9407,5226,3276,578,11.171875,7.5078125,6.55859375,15.2109375,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",24.0,9407,5226,3276,578,10.9609375,7.609375,6.61328125,15.2265625,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",25.0,9407,5226,3276,578,10.9609375,7.60546875,6.37109375,15.328125,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",26.0,9407,5226,3276,578,10.96875,7.78515625,6.2109375,15.2421875,False,False,False,expand,contract,ant,The
expand,contract,none,"Q: What is the none of expand?
A:",27.0,9407,5226,3276,578,11.0,7.828125,6.2421875,15.171875,False,False,False,expand,contract,ant,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",,46305,5552,3276,578,11.7109375,10.453125,7.828125,15.640625,False,False,False,unrelated,related,ant,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",0.0,46305,5552,3276,374,7.9921875,8.359375,7.00390625,14.1015625,False,False,False,unrelated,related,ant,is
unrelated,related,none,"Q: What is the none of unrelated?
A:",1.0,46305,5552,3276,578,5.859375,7.2265625,8.9921875,13.7890625,False,False,False,unrelated,related,ant,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",2.0,46305,5552,3276,578,8.8984375,8.9140625,6.46875,14.125,False,False,False,unrelated,related,ant,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",3.0,46305,5552,3276,1252,11.8671875,11.7421875,7.61328125,13.6953125,False,False,False,unrelated,related,ant,Un
unrelated,related,none,"Q: What is the none of unrelated?
A:",4.0,46305,5552,3276,358,10.328125,10.2265625,6.90625,14.515625,False,False,False,unrelated,related,ant,I
unrelated,related,none,"Q: What is the none of unrelated?
A:",5.0,46305,5552,3276,578,7.65625,7.54296875,8.5390625,13.921875,False,False,False,unrelated,related,ant,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",6.0,46305,5552,3276,578,12.6796875,11.7421875,9.015625,15.15625,False,False,False,unrelated,related,ant,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",7.0,46305,5552,3276,578,10.8515625,10.015625,8.5078125,15.671875,False,False,False,unrelated,related,ant,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",8.0,46305,5552,3276,578,12.484375,11.0703125,8.984375,14.75,False,False,False,unrelated,related,ant,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",9.0,46305,5552,3276,46305,14.578125,12.0,10.4375,14.578125,True,False,False,unrelated,related,ant,unrelated
unrelated,related,none,"Q: What is the none of unrelated?
A:",10.0,46305,5552,3276,2290,13.9765625,11.78125,9.390625,14.65625,False,False,False,unrelated,related,ant,None
unrelated,related,none,"Q: What is the none of unrelated?
A:",11.0,46305,5552,3276,2290,13.1875,11.78125,8.875,15.7734375,False,False,False,unrelated,related,ant,None
unrelated,related,none,"Q: What is the none of unrelated?
A:",12.0,46305,5552,3276,2290,13.9296875,11.8515625,9.8125,16.390625,False,False,False,unrelated,related,ant,None
unrelated,related,none,"Q: What is the none of unrelated?
A:",13.0,46305,5552,3276,578,13.1484375,11.84375,10.671875,15.375,False,False,False,unrelated,related,ant,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",14.0,46305,5552,3276,2290,12.8359375,11.1796875,9.6640625,15.765625,False,False,False,unrelated,related,ant,None
unrelated,related,none,"Q: What is the none of unrelated?
A:",15.0,46305,5552,3276,2290,13.09375,11.4921875,9.078125,16.0,False,False,False,unrelated,related,ant,None
unrelated,related,none,"Q: What is the none of unrelated?
A:",16.0,46305,5552,3276,2290,12.1640625,10.78125,8.4609375,15.5390625,False,False,False,unrelated,related,ant,None
unrelated,related,none,"Q: What is the none of unrelated?
A:",17.0,46305,5552,3276,578,11.953125,10.9296875,8.0390625,15.546875,False,False,False,unrelated,related,ant,The
unrelated,related,none,"Q: What is the none of unrelated?
A:",18.0,46305,5552,3276,2290,11.7421875,10.765625,7.55859375,15.390625,False,False,False,unrelated,related,ant,None
unrelated,related,none,"Q: What is the none of unrelated?
A:",19.0,46305,5552,3276,2290,11.7421875,10.6328125,7.9296875,15.546875,False,False,False,unrelated,related,ant,None
unrelated,related,none,"Q: What is the none of unrelated?
A:",20.0,46305,5552,3276,2290,11.625,10.609375,7.84765625,15.421875,False,False,False,unrelated,related,ant,None
unrelated,related,none,"Q: What is the none of unrelated?
A:",21.0,46305,5552,3276,2290,12.0859375,10.9609375,7.94140625,15.5859375,False,False,False,unrelated,related,ant,None
unrelated,related,none,"Q: What is the none of unrelated?
A:",22.0,46305,5552,3276,2290,11.359375,10.390625,7.984375,15.4921875,False,False,False,unrelated,related,ant,None
unrelated,related,none,"Q: What is the none of unrelated?
A:",23.0,46305,5552,3276,2290,11.5625,10.5546875,8.0703125,15.6328125,False,False,False,unrelated,related,ant,None
unrelated,related,none,"Q: What is the none of unrelated?
A:",24.0,46305,5552,3276,2290,11.8125,10.6796875,8.1953125,15.6953125,False,False,False,unrelated,related,ant,None
unrelated,related,none,"Q: What is the none of unrelated?
A:",25.0,46305,5552,3276,2290,11.8828125,10.7578125,7.953125,15.8203125,False,False,False,unrelated,related,ant,None
unrelated,related,none,"Q: What is the none of unrelated?
A:",26.0,46305,5552,3276,2290,11.8828125,10.6640625,7.80078125,15.7890625,False,False,False,unrelated,related,ant,None
unrelated,related,none,"Q: What is the none of unrelated?
A:",27.0,46305,5552,3276,2290,11.8515625,10.5859375,7.83984375,15.875,False,False,False,unrelated,related,ant,None
difficult,easy,none,"Q: What is the none of difficult?
A:",,5107,4228,3276,578,11.1953125,8.8984375,6.1796875,16.265625,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",0.0,5107,4228,3276,374,8.8203125,7.10546875,6.6171875,13.796875,False,False,False,difficult,easy,ant,is
difficult,easy,none,"Q: What is the none of difficult?
A:",1.0,5107,4228,3276,220,7.87890625,7.171875,7.76953125,14.46875,False,False,False,difficult,easy,ant,
difficult,easy,none,"Q: What is the none of difficult?
A:",2.0,5107,4228,3276,578,10.0390625,8.8984375,6.60546875,14.15625,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",3.0,5107,4228,3276,578,13.4140625,11.3671875,7.27734375,13.8671875,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",4.0,5107,4228,3276,358,10.140625,8.5078125,6.765625,15.1484375,False,False,False,difficult,easy,ant,I
difficult,easy,none,"Q: What is the none of difficult?
A:",5.0,5107,4228,3276,578,8.984375,7.24609375,7.01171875,15.046875,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",6.0,5107,4228,3276,578,11.640625,10.0234375,7.74609375,15.453125,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",7.0,5107,4228,3276,578,11.453125,8.828125,7.76953125,16.171875,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",8.0,5107,4228,3276,578,12.109375,10.0859375,7.55078125,15.578125,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",9.0,5107,4228,3276,578,13.8671875,11.6796875,8.515625,15.1015625,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",10.0,5107,4228,3276,578,13.0859375,11.6953125,8.3671875,15.2734375,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",11.0,5107,4228,3276,578,12.9140625,11.859375,7.11328125,16.359375,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",12.0,5107,4228,3276,578,13.4453125,12.25,8.7578125,16.875,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",13.0,5107,4228,3276,578,13.28125,11.5078125,8.71875,16.203125,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",14.0,5107,4228,3276,578,12.28125,10.9296875,8.15625,16.328125,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",15.0,5107,4228,3276,578,12.1328125,10.3828125,7.5234375,16.578125,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",16.0,5107,4228,3276,578,11.1875,9.84375,6.953125,16.171875,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",17.0,5107,4228,3276,578,11.1328125,9.6328125,6.83984375,16.0625,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",18.0,5107,4228,3276,578,10.7890625,9.2265625,6.43359375,15.859375,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",19.0,5107,4228,3276,578,11.09375,9.328125,6.5859375,15.875,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",20.0,5107,4228,3276,578,10.9375,9.0,6.46875,15.921875,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",21.0,5107,4228,3276,578,10.9765625,8.75,6.36328125,15.984375,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",22.0,5107,4228,3276,578,10.6640625,8.46875,6.359375,15.9453125,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",23.0,5107,4228,3276,578,10.8984375,8.6328125,6.390625,16.09375,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",24.0,5107,4228,3276,578,10.9375,8.6953125,6.44140625,16.125,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",25.0,5107,4228,3276,578,10.9609375,8.59375,6.234375,16.234375,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",26.0,5107,4228,3276,578,10.765625,8.4921875,6.1640625,16.125,False,False,False,difficult,easy,ant,The
difficult,easy,none,"Q: What is the none of difficult?
A:",27.0,5107,4228,3276,578,10.9609375,8.578125,6.2109375,16.015625,False,False,False,difficult,easy,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",,41534,19560,3276,578,12.3359375,9.7265625,4.859375,16.21875,False,False,False,undergraduate,graduate,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",0.0,41534,19560,3276,374,8.7109375,6.87109375,6.30078125,13.59375,False,False,False,undergraduate,graduate,ant,is
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",1.0,41534,19560,3276,220,8.7265625,6.62109375,8.15625,14.40625,False,False,False,undergraduate,graduate,ant,
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",2.0,41534,19560,3276,578,10.3515625,8.171875,6.12109375,13.8828125,False,False,False,undergraduate,graduate,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",3.0,41534,19560,3276,41534,13.6796875,12.2109375,7.51953125,13.6796875,True,False,False,undergraduate,graduate,ant,undergraduate
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",4.0,41534,19560,3276,578,10.6796875,9.84375,6.35546875,14.5546875,False,False,False,undergraduate,graduate,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",5.0,41534,19560,3276,578,10.3125,9.8671875,6.859375,14.7109375,False,False,False,undergraduate,graduate,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",6.0,41534,19560,3276,578,13.3125,12.953125,8.7109375,14.640625,False,False,False,undergraduate,graduate,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",7.0,41534,19560,3276,578,12.5234375,9.90625,6.90234375,16.125,False,False,False,undergraduate,graduate,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",8.0,41534,19560,3276,578,13.1484375,11.0859375,6.88671875,15.34375,False,False,False,undergraduate,graduate,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",9.0,41534,19560,3276,9636,13.34375,13.484375,7.89453125,15.6328125,False,False,False,undergraduate,graduate,ant,Under
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",10.0,41534,19560,3276,9636,13.53125,12.7890625,7.67578125,15.5234375,False,False,False,undergraduate,graduate,ant,Under
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",11.0,41534,19560,3276,9636,13.484375,12.21875,6.80078125,16.03125,False,False,False,undergraduate,graduate,ant,Under
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",12.0,41534,19560,3276,2290,13.890625,11.2109375,8.2578125,16.671875,False,False,False,undergraduate,graduate,ant,None
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",13.0,41534,19560,3276,578,13.8359375,11.5390625,7.53515625,15.9296875,False,False,False,undergraduate,graduate,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",14.0,41534,19560,3276,2290,13.0390625,10.53125,6.98828125,16.015625,False,False,False,undergraduate,graduate,ant,None
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",15.0,41534,19560,3276,2290,12.7265625,11.140625,6.296875,16.359375,False,False,False,undergraduate,graduate,ant,None
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",16.0,41534,19560,3276,578,12.09375,10.078125,5.71484375,15.9375,False,False,False,undergraduate,graduate,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",17.0,41534,19560,3276,578,11.9609375,9.5703125,5.9140625,16.078125,False,False,False,undergraduate,graduate,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",18.0,41534,19560,3276,2290,11.96875,9.671875,5.43359375,15.890625,False,False,False,undergraduate,graduate,ant,None
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",19.0,41534,19560,3276,578,12.1796875,9.3125,5.4609375,15.90625,False,False,False,undergraduate,graduate,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",20.0,41534,19560,3276,578,12.3046875,9.4140625,5.41015625,15.875,False,False,False,undergraduate,graduate,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",21.0,41534,19560,3276,578,12.2421875,9.3828125,5.28125,15.9296875,False,False,False,undergraduate,graduate,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",22.0,41534,19560,3276,578,12.2109375,9.5859375,5.0859375,15.890625,False,False,False,undergraduate,graduate,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",23.0,41534,19560,3276,578,12.375,9.7890625,5.2578125,15.9765625,False,False,False,undergraduate,graduate,ant,The
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",24.0,41534,19560,3276,578,12.3125,9.7421875,5.25390625,16.03125,False,False,False,undergraduate,graduate,ant,The
