input,output,relation,prompt,input_id,output_id,relation_id,prediction,logits,prediction_id,input_logit,output_logit,relation_logit,input_prediction,output_prediction,relation_prediction
proceed,halt,none,"Q: What is the none of proceed?
A:",10570,27365,7000,The,"tensor([ 4.3359,  3.9648,  2.9766,  ..., -4.3828, -4.3828, -4.3828],
       dtype=torch.float16)",578,9.0078125,3.76171875,13.9453125,False,False,False
fertile,infertile,none,"Q: What is the none of fertile?
A:",70225,4225,7000,The,"tensor([ 3.5371,  2.8848,  2.1250,  ..., -4.4922, -4.4922, -4.4922],
       dtype=torch.float16)",578,11.4609375,10.015625,13.78125,False,False,False
empirical,theoretical,none,"Q: What is the none of empirical?
A:",46763,32887,7000,The,"tensor([ 4.6719,  4.0586,  3.2988,  ..., -3.7617, -3.7617, -3.7617],
       dtype=torch.float16)",578,12.71875,8.0859375,14.890625,False,False,False
pretty,ugly,none,"Q: What is the none of pretty?
A:",5128,28360,7000,The,"tensor([ 5.1094,  2.9043,  2.7500,  ..., -4.2695, -4.2695, -4.2695],
       dtype=torch.float16)",578,10.8203125,8.703125,13.4609375,False,False,False
clinical,emotional,none,"Q: What is the none of clinical?
A:",14830,14604,7000,The,"tensor([ 4.1016,  3.1270,  2.0234,  ..., -4.1484, -4.1445, -4.1445],
       dtype=torch.float16)",578,13.7109375,6.79296875,14.0546875,False,False,False
lucky,unlucky,none,"Q: What is the none of lucky?
A:",18069,89544,7000,The,"tensor([ 4.1250,  2.4609,  2.5605,  ..., -4.8008, -4.8008, -4.8008],
       dtype=torch.float16)",578,11.359375,9.6796875,13.6875,False,False,False
tail,head,none,"Q: What is the none of tail?
A:",9986,2010,7000,The,"tensor([ 4.5391,  3.1094,  2.8750,  ..., -4.0039, -4.0039, -4.0039],
       dtype=torch.float16)",578,12.40625,9.2578125,14.1875,False,False,False
privacy,publicity,none,"Q: What is the none of privacy?
A:",12625,43763,7000,The,"tensor([ 4.7070,  4.2227,  3.6133,  ..., -3.9121, -3.9102, -3.9102],
       dtype=torch.float16)",578,12.9375,4.99609375,14.046875,False,False,False
undergraduate,graduate,none,"Q: What is the none of undergraduate?
A:",41534,19560,7000,The,"tensor([ 4.6094,  3.2480,  2.4707,  ..., -4.0781, -4.0781, -4.0781],
       dtype=torch.float16)",578,12.3359375,9.7265625,14.0,False,False,False
encourage,discourage,none,"Q: What is the none of encourage?
A:",15253,66087,7000,The,"tensor([ 4.3008,  3.6777,  2.8984,  ..., -4.6562, -4.6562, -4.6562],
       dtype=torch.float16)",578,11.171875,9.734375,13.828125,False,False,False
insecure,secure,none,"Q: What is the none of insecure?
A:",62945,9966,7000,The,"tensor([ 4.2695,  3.1094,  2.5977,  ..., -4.4531, -4.4492, -4.4531],
       dtype=torch.float16)",578,10.1015625,9.9375,13.1875,False,False,False
professional,amateur,none,"Q: What is the none of professional?
A:",6721,19077,7000,The,"tensor([ 4.5195,  3.8477,  2.9277,  ..., -4.2031, -4.2031, -4.2031],
       dtype=torch.float16)",578,12.828125,8.5625,14.125,False,False,False
rapid,slow,none,"Q: What is the none of rapid?
A:",11295,6435,7000,The,"tensor([ 4.0078,  2.6816,  2.2832,  ..., -4.1719, -4.1719, -4.1719],
       dtype=torch.float16)",578,12.984375,8.734375,13.8515625,False,False,False
worthless,valuable,none,"Q: What is the none of worthless?
A:",66121,15525,7000,The,"tensor([ 4.2852,  2.9668,  2.5664,  ..., -4.2070, -4.2070, -4.2070],
       dtype=torch.float16)",578,12.65625,7.80859375,12.953125,False,False,False
compressed,expanded,none,"Q: What is the none of compressed?
A:",31749,17626,7000,The,"tensor([ 4.7695,  3.3535,  3.1895,  ..., -4.2617, -4.2617, -4.2617],
       dtype=torch.float16)",578,13.1328125,7.3359375,14.3359375,False,False,False
prose,poetry,none,"Q: What is the none of prose?
A:",61801,32349,7000,The,"tensor([ 5.2812,  3.6152,  2.5762,  ..., -4.0039, -4.0039, -4.0039],
       dtype=torch.float16)",578,12.2734375,9.890625,13.21875,False,False,False
watch,ignore,none,"Q: What is the none of watch?
A:",3821,10240,7000,The,"tensor([ 4.2812,  2.5059,  2.2324,  ..., -4.7617, -4.7617, -4.7617],
       dtype=torch.float16)",578,12.40625,4.41796875,13.8359375,False,False,False
beast,beauty,none,"Q: What is the none of beast?
A:",32236,13444,7000,The,"tensor([ 4.4062,  3.2949,  2.9648,  ..., -4.2070, -4.2070, -4.2070],
       dtype=torch.float16)",578,9.6171875,6.01953125,13.65625,False,False,False
pro,con,none,"Q: What is the none of pro?
A:",463,390,7000,The,"tensor([ 4.5117,  3.1699,  3.0332,  ..., -4.1211, -4.1211, -4.1211],
       dtype=torch.float16)",578,11.3671875,6.33203125,14.140625,False,False,False
silent,noisy,none,"Q: What is the none of silent?
A:",21737,50380,7000,The,"tensor([ 4.9375,  3.2676,  2.6797,  ..., -4.2383, -4.2383, -4.2383],
       dtype=torch.float16)",578,11.484375,6.328125,13.3828125,False,False,False
inflammatory,anti-inflammatory,none,"Q: What is the none of inflammatory?
A:",47288,7294,7000,The,"tensor([ 2.3535,  1.6934,  1.4980,  ..., -4.9844, -4.9844, -4.9844],
       dtype=torch.float16)",578,10.59375,10.8515625,12.9140625,False,False,False
remain,leave,none,"Q: What is the none of remain?
A:",7293,5387,7000,The,"tensor([ 3.6816,  2.7949,  2.5586,  ..., -4.7695, -4.7695, -4.7695],
       dtype=torch.float16)",578,9.796875,7.25390625,13.1171875,False,False,False
wrong,right,none,"Q: What is the none of wrong?
A:",5076,1314,7000,The,"tensor([ 3.6699,  2.9102,  2.4727,  ..., -5.0391, -5.0391, -5.0391],
       dtype=torch.float16)",578,10.1796875,8.578125,12.8515625,False,False,False
whisper,shout,none,"Q: What is the none of whisper?
A:",35955,42223,7000,The,"tensor([ 4.2109,  2.9590,  2.6523,  ..., -4.6016, -4.6016, -4.6016],
       dtype=torch.float16)",578,10.796875,6.66015625,12.9609375,False,False,False
sentimental,unemotional,none,"Q: What is the none of sentimental?
A:",93038,653,7000,The,"tensor([ 5.0703,  3.1504,  2.5645,  ..., -4.3008, -4.2969, -4.3008],
       dtype=torch.float16)",578,12.3203125,8.984375,13.25,False,False,False
fascism,democracy,none,"Q: What is the none of fascism?
A:",81522,20095,7000,The,"tensor([ 4.7109,  3.7109,  3.5547,  ..., -3.8145, -3.8125, -3.8145],
       dtype=torch.float16)",578,11.671875,11.40625,11.609375,False,False,False
super,inferior,none,"Q: What is the none of super?
A:",2307,38279,7000,The,"tensor([ 5.0352,  3.0137,  3.0215,  ..., -4.0859, -4.0859, -4.0859],
       dtype=torch.float16)",578,12.3125,4.03515625,13.4375,False,False,False
uncle,aunt,none,"Q: What is the none of uncle?
A:",38594,51166,7000,The,"tensor([ 4.8477,  3.2051,  2.8828,  ..., -4.4766, -4.4766, -4.4766],
       dtype=torch.float16)",578,12.796875,8.7109375,13.625,False,False,False
exit,entry,none,"Q: What is the none of exit?
A:",4974,4441,7000,The,"tensor([ 4.1836,  3.2754,  2.7441,  ..., -4.4844, -4.4844, -4.4844],
       dtype=torch.float16)",578,10.8046875,4.62109375,13.5390625,False,False,False
matter,antimatter,none,"Q: What is the none of matter?
A:",5030,79312,7000,The,"tensor([ 4.0898,  3.7578,  3.0352,  ..., -4.3828, -4.3828, -4.3828],
       dtype=torch.float16)",578,11.5546875,8.6484375,12.8828125,False,False,False
prominence,obscurity,none,"Q: What is the none of prominence?
A:",71199,7600,7000,The,"tensor([ 4.8750,  3.8223,  2.5605,  ..., -3.7344, -3.7344, -3.7344],
       dtype=torch.float16)",578,11.65625,5.41796875,13.6328125,False,False,False
demise,birth,none,"Q: What is the none of demise?
A:",58964,7342,7000,The,"tensor([ 5.4219,  4.1172,  3.2852,  ..., -3.6758, -3.6758, -3.6758],
       dtype=torch.float16)",578,9.8046875,7.7890625,13.40625,False,False,False
secular,religious,none,"Q: What is the none of secular?
A:",37019,10597,7000,The,"tensor([ 5.3086,  4.3516,  3.2031,  ..., -4.1992, -4.1953, -4.1992],
       dtype=torch.float16)",578,13.8359375,10.2734375,13.875,False,False,False
departure,arrival,none,"Q: What is the none of departure?
A:",25959,19163,7000,The,"tensor([ 4.4258,  3.4883,  2.8086,  ..., -4.0898, -4.0898, -4.0898],
       dtype=torch.float16)",578,11.4140625,8.3046875,13.28125,False,False,False
bear,deer,none,"Q: What is the none of bear?
A:",11984,39149,7000,The,"tensor([ 3.8242,  2.2656,  2.4727,  ..., -4.6484, -4.6484, -4.6484],
       dtype=torch.float16)",578,11.28125,6.8671875,13.3203125,False,False,False
figure,ground,none,"Q: What is the none of figure?
A:",7216,5015,7000,The,"tensor([ 3.9941,  2.7109,  3.2578,  ..., -4.5820, -4.5820, -4.5820],
       dtype=torch.float16)",578,10.8671875,5.76171875,13.65625,False,False,False
conspicuous,inconspicuous,none,"Q: What is the none of conspicuous?
A:",97985,28093,7000,The,"tensor([ 4.2227,  3.5977,  2.3027,  ..., -3.7871, -3.7871, -3.7871],
       dtype=torch.float16)",578,10.671875,8.0859375,13.296875,False,False,False
boom,whisper,none,"Q: What is the none of boom?
A:",30845,35955,7000,The,"tensor([ 5.4609,  3.7773,  2.9922,  ..., -4.0430, -4.0430, -4.0430],
       dtype=torch.float16)",578,12.1796875,2.71875,14.3203125,False,False,False
cloudy,clear,none,"Q: What is the none of cloudy?
A:",74649,2867,7000,The,"tensor([ 3.9316,  2.3438,  2.5879,  ..., -4.3984, -4.3984, -4.3984],
       dtype=torch.float16)",578,12.234375,11.078125,13.96875,False,False,False
unreasonable,reasonable,none,"Q: What is the none of unreasonable?
A:",59525,13579,7000,The,"tensor([ 4.6719,  4.0039,  2.5039,  ..., -4.3984, -4.3984, -4.3984],
       dtype=torch.float16)",578,12.734375,9.9921875,12.7890625,False,False,False
forward,backward,none,"Q: What is the none of forward?
A:",4741,28655,7000,The,"tensor([ 4.4180,  3.6621,  3.1211,  ..., -4.5156, -4.5156, -4.5156],
       dtype=torch.float16)",578,11.71875,9.546875,14.3359375,False,False,False
wide,narrow,none,"Q: What is the none of wide?
A:",7029,15376,7000,The,"tensor([ 4.8359,  2.8359,  2.4727,  ..., -4.3711, -4.3711, -4.3711],
       dtype=torch.float16)",578,12.140625,9.140625,13.5390625,False,False,False
relent,persist,none,"Q: What is the none of relent?
A:",43946,23135,7000,The,"tensor([ 4.4922,  3.4512,  2.9805,  ..., -4.4102, -4.4102, -4.4102],
       dtype=torch.float16)",578,8.15625,7.0703125,12.90625,False,False,False
disappoint,satisfy,none,"Q: What is the none of disappoint?
A:",14429,27651,7000,The,"tensor([ 4.8203,  3.7910,  3.6309,  ..., -4.6406, -4.6406, -4.6406],
       dtype=torch.float16)",578,9.3125,6.1484375,13.0,False,False,False
durable,fragile,none,"Q: What is the none of durable?
A:",27220,45350,7000,The,"tensor([ 3.2168,  2.5391,  2.3340,  ..., -4.4414, -4.4414, -4.4414],
       dtype=torch.float16)",578,11.390625,7.38671875,13.7421875,False,False,False
loaded,empty,none,"Q: What is the none of loaded?
A:",6799,4384,7000,The,"tensor([ 4.4141,  3.3184,  2.5312,  ..., -4.5352, -4.5352, -4.5352],
       dtype=torch.float16)",578,9.9375,8.578125,14.015625,False,False,False
big,small,none,"Q: What is the none of big?
A:",2466,2678,7000,The,"tensor([ 4.7695,  2.7656,  2.7793,  ..., -3.8828, -3.8809, -3.8809],
       dtype=torch.float16)",578,10.96875,9.484375,13.9296875,False,False,False
avoid,seek,none,"Q: What is the none of avoid?
A:",5766,6056,7000,The,"tensor([ 3.3926,  2.7988,  2.1035,  ..., -4.3047, -4.3047, -4.3047],
       dtype=torch.float16)",578,11.8515625,6.01171875,13.78125,False,False,False
invent,destroy,none,"Q: What is the none of invent?
A:",17459,7066,7000,The,"tensor([ 4.3750,  2.9258,  2.8027,  ..., -4.4453, -4.4453, -4.4453],
       dtype=torch.float16)",578,10.3125,4.73828125,13.4453125,False,False,False
falsehood,truth,none,"Q: What is the none of falsehood?
A:",96118,8206,7000,The,"tensor([ 3.6016,  3.8594,  2.4141,  ..., -5.6836, -5.6836, -5.6836],
       dtype=torch.float16)",578,8.828125,7.85546875,10.625,False,False,False
learn,forget,none,"Q: What is the none of learn?
A:",4048,10894,7000,The,"tensor([ 5.2344,  3.5488,  2.9824,  ..., -3.9844, -3.9844, -3.9844],
       dtype=torch.float16)",578,11.90625,7.74609375,13.7265625,False,False,False
out,in,none,"Q: What is the none of out?
A:",704,304,7000,The,"tensor([ 4.5820,  2.9219,  2.8965,  ..., -3.9590, -3.9590, -3.9590],
       dtype=torch.float16)",578,9.859375,10.1328125,13.59375,False,False,False
naked,clothed,none,"Q: What is the none of naked?
A:",19557,28392,7000,The,"tensor([ 5.1875,  2.7305,  2.6484,  ..., -3.8848, -3.8848, -3.8848],
       dtype=torch.float16)",578,12.5546875,7.21484375,13.3828125,False,False,False
sink,float,none,"Q: What is the none of sink?
A:",19868,2273,7000,The,"tensor([ 3.7773,  3.2695,  2.4258,  ..., -4.2656, -4.2656, -4.2656],
       dtype=torch.float16)",578,11.5,8.03125,14.2734375,False,False,False
quarrel,peace,none,"Q: What is the none of quarrel?
A:",37965,9096,7000,The,"tensor([ 4.3438,  3.6992,  2.9355,  ..., -4.7031, -4.7031, -4.7031],
       dtype=torch.float16)",578,10.5078125,8.8046875,13.078125,False,False,False
antidote,poison,none,"Q: What is the none of antidote?
A:",90687,21109,7000,The,"tensor([ 1.5947,  0.9087,  0.5820,  ..., -6.1055, -6.1016, -6.1016],
       dtype=torch.float16)",578,8.75,6.27734375,10.4609375,False,False,False
genuine,fake,none,"Q: What is the none of genuine?
A:",22785,12700,7000,The,"tensor([ 4.7539,  3.9395,  3.4238,  ..., -4.7266, -4.7266, -4.7266],
       dtype=torch.float16)",578,9.9453125,11.1953125,13.5234375,False,False,False
furious,calm,none,"Q: What is the none of furious?
A:",53170,19858,7000,The,"tensor([ 5.4883,  3.7148,  3.0469,  ..., -3.9688, -3.9688, -3.9688],
       dtype=torch.float16)",578,10.7890625,8.6484375,13.765625,False,False,False
trust,distrust,none,"Q: What is the none of trust?
A:",7095,77086,7000,The,"tensor([ 4.5703,  4.5156,  3.2363,  ..., -4.0742, -4.0703, -4.0742],
       dtype=torch.float16)",578,11.859375,7.62890625,13.828125,False,False,False
vague,specific,none,"Q: What is the none of vague?
A:",40146,3230,7000,The,"tensor([ 4.5195,  3.6445,  2.8242,  ..., -4.1367, -4.1367, -4.1367],
       dtype=torch.float16)",578,11.640625,6.87109375,13.8671875,False,False,False
grandmother,grandfather,none,"Q: What is the none of grandmother?
A:",39284,38950,7000,The,"tensor([ 4.3203,  3.3535,  2.1035,  ..., -4.5859, -4.5859, -4.5859],
       dtype=torch.float16)",578,11.9375,9.234375,12.6875,False,False,False
ignore,pay attention,none,"Q: What is the none of ignore?
A:",10240,2343,7000,The,"tensor([ 4.8711,  4.3477,  3.4434,  ..., -4.3555, -4.3555, -4.3555],
       dtype=torch.float16)",578,12.8515625,5.9453125,14.4609375,False,False,False
foul,fair,none,"Q: What is the none of foul?
A:",40884,6762,7000,The,"tensor([ 4.0195,  3.3965,  2.9863,  ..., -5.0078, -5.0039, -5.0039],
       dtype=torch.float16)",578,9.171875,4.80859375,13.3828125,False,False,False
south,north,none,"Q: What is the none of south?
A:",10007,10411,7000,The,"tensor([ 5.1523,  3.0273,  3.0898,  ..., -3.3359, -3.3359, -3.3359],
       dtype=torch.float16)",578,11.7109375,10.921875,14.0234375,False,False,False
laugh,cry,none,"Q: What is the none of laugh?
A:",12835,16106,7000,The,"tensor([ 4.4609,  2.8008,  2.2344,  ..., -4.7812, -4.7773, -4.7812],
       dtype=torch.float16)",578,10.671875,5.484375,12.9140625,False,False,False
indistinguishable,distinguishable,none,"Q: What is the none of indistinguishable?
A:",1280,33137,7000,The,"tensor([ 4.4375,  3.8203,  3.1660,  ..., -4.4102, -4.4102, -4.4102],
       dtype=torch.float16)",578,13.3125,10.125,14.1953125,False,False,False
red,blue,none,"Q: What is the none of red?
A:",2579,6437,7000,The,"tensor([ 4.4609,  1.7441,  2.8965,  ..., -3.9473, -3.9473, -3.9473],
       dtype=torch.float16)",578,11.90625,11.890625,13.578125,False,False,False
disable,enable,none,"Q: What is the none of disable?
A:",11404,7431,7000,The,"tensor([ 3.7656,  3.4590,  3.0000,  ..., -4.5586, -4.5547, -4.5586],
       dtype=torch.float16)",578,11.9140625,8.546875,13.890625,False,False,False
visible,invisible,none,"Q: What is the none of visible?
A:",9621,30547,7000,The,"tensor([ 3.8750,  2.7363,  2.3457,  ..., -4.3320, -4.3320, -4.3320],
       dtype=torch.float16)",578,11.484375,12.40625,13.6953125,False,False,False
restore,destroy,none,"Q: What is the none of restore?
A:",15301,7066,7000,The,"tensor([ 4.2070,  3.9375,  3.4766,  ..., -4.7148, -4.7109, -4.7109],
       dtype=torch.float16)",578,11.3984375,6.49609375,14.328125,False,False,False
unconscious,conscious,none,"Q: What is the none of unconscious?
A:",40711,17371,7000,The,"tensor([ 4.2695,  3.0645,  2.5625,  ..., -4.2656, -4.2656, -4.2656],
       dtype=torch.float16)",578,12.2578125,9.96875,13.359375,False,False,False
prosecution,defense,none,"Q: What is the none of prosecution?
A:",32699,9232,7000,The,"tensor([ 3.9121,  4.1445,  3.0098,  ..., -3.7871, -3.7852, -3.7871],
       dtype=torch.float16)",578,9.7109375,8.6953125,13.3125,False,False,False
daylight,nighttime,none,"Q: What is the none of daylight?
A:",53121,93744,7000,The,"tensor([ 4.3359,  2.9648,  2.6035,  ..., -4.0273, -4.0273, -4.0273],
       dtype=torch.float16)",578,11.6953125,9.4921875,13.4921875,False,False,False
appearance,disappearance,none,"Q: What is the none of appearance?
A:",11341,52979,7000,The,"tensor([ 3.9512,  3.1133,  2.2695,  ..., -4.1914, -4.1914, -4.1914],
       dtype=torch.float16)",578,11.9296875,6.9140625,13.6796875,False,False,False
lessen,increase,none,"Q: What is the none of lessen?
A:",76970,5376,7000,The,"tensor([ 3.6875,  2.4961,  2.2793,  ..., -4.3281, -4.3281, -4.3281],
       dtype=torch.float16)",578,8.1796875,8.09375,13.375,False,False,False
wealthy,poor,none,"Q: What is the none of wealthy?
A:",28994,8009,7000,The,"tensor([ 4.6406,  3.6426,  3.0938,  ..., -4.2812, -4.2812, -4.2812],
       dtype=torch.float16)",578,10.7109375,10.3203125,13.421875,False,False,False
bisexual,monosexual,none,"Q: What is the none of bisexual?
A:",56832,1647,7000,The,"tensor([ 4.6445,  3.5508,  2.6348,  ..., -3.8906, -3.8906, -3.8906],
       dtype=torch.float16)",578,13.1796875,8.9140625,14.046875,False,False,False
anal,oral,none,"Q: What is the none of anal?
A:",3260,21308,7000,The,"tensor([ 4.5000,  2.2188,  2.3125,  ..., -3.9844, -3.9844, -3.9844],
       dtype=torch.float16)",578,12.1171875,7.19140625,13.078125,False,False,False
merit,demerit,none,"Q: What is the none of merit?
A:",38559,2486,7000,The,"tensor([ 4.7773,  4.5547,  3.1289,  ..., -3.8105, -3.8105, -3.8105],
       dtype=torch.float16)",578,10.6015625,5.22265625,13.0078125,False,False,False
authorized,unauthorized,none,"Q: What is the none of authorized?
A:",19144,45571,7000,The,"tensor([ 4.4883,  3.7930,  2.5039,  ..., -4.3555, -4.3555, -4.3555],
       dtype=torch.float16)",578,10.7265625,9.7578125,13.7421875,False,False,False
undesirable,desirable,none,"Q: What is the none of undesirable?
A:",77344,35946,7000,The,"tensor([ 3.8496,  2.9316,  2.0117,  ..., -4.3125, -4.3086, -4.3125],
       dtype=torch.float16)",578,10.703125,8.2421875,13.40625,False,False,False
unequal,equal,none,"Q: What is the none of unequal?
A:",78295,6273,7000,The,"tensor([ 4.9297,  3.1445,  2.7832,  ..., -4.1758, -4.1758, -4.1758],
       dtype=torch.float16)",578,10.9765625,11.1015625,14.46875,False,False,False
inflation,deflation,none,"Q: What is the none of inflation?
A:",25544,711,7000,The,"tensor([ 3.0215,  2.5801,  3.3867,  ..., -4.0352, -4.0352, -4.0352],
       dtype=torch.float16)",578,11.734375,14.578125,13.40625,False,False,False
unfold,fold,none,"Q: What is the none of unfold?
A:",28572,11816,7000,The,"tensor([ 4.3555,  3.1055,  2.7578,  ..., -4.3906, -4.3867, -4.3906],
       dtype=torch.float16)",578,11.1171875,10.703125,13.8125,False,False,False
express,suppress,none,"Q: What is the none of express?
A:",3237,28321,7000,The,"tensor([ 4.1797,  3.2246,  3.1953,  ..., -4.3125, -4.3125, -4.3125],
       dtype=torch.float16)",578,11.0546875,3.681640625,13.953125,False,False,False
northwestern,southeastern,none,"Q: What is the none of northwestern?
A:",10411,83209,7000,The,"tensor([ 4.8867,  2.7695,  1.8877,  ..., -3.8770, -3.8770, -3.8770],
       dtype=torch.float16)",578,11.9140625,6.484375,13.4921875,False,False,False
majority,minority,none,"Q: What is the none of majority?
A:",8857,23413,7000,The,"tensor([ 3.5469,  2.4941,  3.1738,  ..., -4.0508, -4.0508, -4.0508],
       dtype=torch.float16)",578,12.1328125,12.7421875,13.109375,False,False,False
applied,theoretical,none,"Q: What is the none of applied?
A:",9435,32887,7000,The,"tensor([ 5.2344,  3.2480,  2.8066,  ..., -4.0625, -4.0625, -4.0625],
       dtype=torch.float16)",578,12.3046875,6.328125,14.0,False,False,False
explosive,stable,none,"Q: What is the none of explosive?
A:",34150,15528,7000,The,"tensor([ 2.4746,  2.1836,  2.1289,  ..., -4.8125, -4.8125, -4.8125],
       dtype=torch.float16)",578,11.671875,5.5234375,13.40625,False,False,False
spare,occupied,none,"Q: What is the none of spare?
A:",24804,25366,7000,The,"tensor([ 4.1328,  3.1211,  3.3633,  ..., -4.4258, -4.4258, -4.4258],
       dtype=torch.float16)",578,12.1875,2.185546875,14.1328125,False,False,False
seasoned,unseasoned,none,"Q: What is the none of seasoned?
A:",52614,653,7000,The,"tensor([ 4.4023,  3.9238,  3.6133,  ..., -4.4297, -4.4297, -4.4297],
       dtype=torch.float16)",578,11.5625,10.4140625,14.3984375,False,False,False
distribute,collect,none,"Q: What is the none of distribute?
A:",16822,6667,7000,The,"tensor([ 3.4629,  1.7832,  1.8330,  ..., -5.3789, -5.3789, -5.3789],
       dtype=torch.float16)",578,10.2578125,5.36328125,12.390625,False,False,False
celestial,terrestrial,none,"Q: What is the none of celestial?
A:",77480,80492,7000,The,"tensor([ 4.7148,  2.9434,  2.7695,  ..., -3.7988, -3.7988, -3.7988],
       dtype=torch.float16)",578,13.6171875,9.28125,14.09375,False,False,False
robust,fragile,none,"Q: What is the none of robust?
A:",22514,45350,7000,The,"tensor([ 3.8164,  2.9316,  2.8184,  ..., -4.8125, -4.8125, -4.8125],
       dtype=torch.float16)",578,11.4140625,5.30859375,13.0703125,False,False,False
dysfunction,function,none,"Q: What is the none of dysfunction?
A:",32403,734,7000,The,"tensor([ 4.3125,  3.6074,  2.3594,  ..., -4.6914, -4.6914, -4.6914],
       dtype=torch.float16)",578,11.1484375,9.0546875,13.265625,False,False,False
knockout,revival,none,"Q: What is the none of knockout?
A:",77173,57105,7000,The,"tensor([ 2.9609,  2.0586,  1.8613,  ..., -4.4570, -4.4570, -4.4570],
       dtype=torch.float16)",578,11.265625,3.04296875,12.796875,False,False,False
